,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,4132.9,FeI,2.84,-0.92,45.28,4.71
1,4175.64,FeI,2.85,-0.83,42.39,4.57
2,4206.7,FeI,0.05,-3.96,51.03,4.53
3,4222.21,FeI,2.45,-0.97,79.97,4.96
4,4238.81,FeI,3.4,-0.23,56.03,4.85
5,4430.61,FeI,2.22,-1.73,44.08,4.74
6,4442.34,FeI,2.2,-1.23,83.24,4.94
7,4459.12,FeI,2.17,-1.33,51.82,4.41
8,4484.22,FeI,3.6,-0.64,30.86,5.01
9,4494.56,FeI,2.2,-1.14,85.65,4.89
10,4531.15,FeI,1.48,-2.1,63.37,4.56
11,4592.65,FeI,1.56,-2.46,39.8,4.59
12,4630.12,FeI,2.28,-2.59,13.13,4.93
13,4647.43,FeI,2.95,-1.35,19.72,4.69
14,4678.85,FeI,3.6,-0.68,17.59,4.71
15,4707.27,FeI,3.24,-0.96,19.95,4.64
16,4736.77,FeI,3.21,-0.67,27.75,4.5
17,4871.32,FeI,2.87,-0.34,69.25,4.51
18,4872.14,FeI,2.88,-0.57,62.55,4.63
19,4882.14,FeI,3.41,-1.48,8.95,4.95
20,4891.49,FeI,2.85,-0.11,78.49,4.44
21,4907.73,FeI,3.43,-1.7,5.3,4.95
22,4918.99,FeI,2.86,-0.34,62.15,4.37
23,4924.77,FeI,2.28,-2.11,26.26,4.8
24,4938.81,FeI,2.88,-1.08,35.0,4.66
25,4939.69,FeI,0.86,-3.25,72.13,5.07
26,4946.39,FeI,3.37,-1.11,11.93,4.66
27,5049.82,FeI,2.28,-1.35,50.01,4.47
28,5068.77,FeI,2.94,-1.04,32.51,4.63
29,5079.22,FeI,2.2,-2.1,27.56,4.71
30,5079.74,FeI,0.99,-3.25,58.39,4.96
31,5083.34,FeI,0.96,-2.84,80.2,4.91
32,5123.72,FeI,1.01,-3.06,59.84,4.82
33,5127.36,FeI,0.91,-3.25,53.29,4.79
34,5133.69,FeI,4.17,0.36,28.03,4.58
35,5150.84,FeI,0.99,-3.04,53.63,4.67
36,5151.91,FeI,1.01,-3.32,52.82,4.96
37,5162.27,FeI,4.18,0.02,32.33,5.01
38,5194.94,FeI,1.56,-2.02,82.16,4.84
39,5202.34,FeI,2.17,-1.87,56.56,4.97
40,5217.39,FeI,3.21,-1.07,18.33,4.64
41,5225.53,FeI,0.11,-4.75,27.67,4.86
42,5229.85,FeI,3.28,-0.97,11.47,4.39
43,5250.21,FeI,0.12,-4.9,17.63,4.77
44,5250.65,FeI,2.2,-2.18,26.93,4.77
45,5253.46,FeI,3.28,-1.58,11.11,4.98
46,5266.56,FeI,3.0,-0.39,54.94,4.43
47,5324.18,FeI,3.21,-0.11,63.17,4.54
48,5339.93,FeI,3.26,-0.63,33.07,4.6
49,5341.02,FeI,1.61,-1.95,94.25,5.06
50,5383.37,FeI,4.31,0.65,27.52,4.42
51,5393.17,FeI,3.24,-0.72,24.23,4.47
52,5424.07,FeI,4.32,0.52,34.24,4.7
53,5497.52,FeI,1.01,-2.83,83.96,4.98
54,5501.47,FeI,0.96,-3.05,78.76,5.04
55,5586.76,FeI,3.37,-0.11,52.9,4.53
56,5615.64,FeI,3.33,0.04,54.87,4.37
57,5624.54,FeI,3.41,-0.76,25.46,4.73
58,5709.38,FeI,3.37,-1.01,23.48,4.88
59,6065.48,FeI,2.61,-1.53,28.24,4.59
60,6137.69,FeI,2.59,-1.4,33.35,4.53
61,6191.56,FeI,2.43,-1.42,43.96,4.55
62,6213.43,FeI,2.22,-2.48,15.16,4.73
63,6230.72,FeI,2.56,-1.28,66.3,4.92
64,6246.32,FeI,3.6,-0.77,14.7,4.63
65,6252.56,FeI,2.4,-1.69,37.71,4.67
66,6265.13,FeI,2.17,-2.54,15.3,4.74
67,6335.33,FeI,2.2,-2.18,33.0,4.82
68,6393.6,FeI,2.43,-1.58,44.52,4.7
69,6411.65,FeI,3.65,-0.59,26.04,4.81
70,6430.85,FeI,2.17,-1.95,40.27,4.69
71,6494.98,FeI,2.4,-1.27,65.52,4.69
72,6546.24,FeI,2.76,-1.54,22.22,4.61
73,6593.87,FeI,2.43,-2.42,19.23,5.02
74,4178.86,FeII,2.58,-2.44,57.13,4.63
75,4489.18,FeII,2.83,-2.97,15.9,4.57
76,4491.41,FeII,2.85,-2.64,35.25,4.72
77,4508.29,FeII,2.86,-2.25,51.96,4.64
78,4541.52,FeII,2.86,-2.79,36.5,4.91
79,4541.52,FeII,2.86,-2.79,36.1,4.9
80,4555.89,FeII,2.83,-2.25,49.54,4.56
81,4576.34,FeII,2.84,-2.92,30.85,4.9
82,5234.63,FeII,3.22,-2.18,49.61,4.91
83,5276.0,FeII,3.2,-1.9,29.28,4.22
84,5284.11,FeII,2.89,-3.19,29.62,5.16
85,5316.62,FeII,3.15,-1.78,55.43,4.51
86,5362.87,FeII,3.2,-2.62,17.14,4.64
87,5534.85,FeII,3.25,-2.87,15.35,4.88
88,6456.38,FeII,3.9,-2.08,8.56,4.53
