,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,4147.67,FeI,1.48,-2.07,90.39,5.47
1,4466.55,FeI,2.83,-0.6,93.65,5.54
2,4476.08,FeI,3.69,-0.34,47.36,5.34
3,4489.74,FeI,0.12,-3.9,78.11,5.45
4,4531.15,FeI,1.48,-2.1,77.52,5.15
5,4592.65,FeI,1.56,-2.46,56.47,5.2
6,4872.14,FeI,2.88,-0.57,87.65,5.34
7,5171.6,FeI,1.48,-1.72,95.41,5.05
8,5198.71,FeI,2.22,-2.09,37.55,5.26
9,5217.39,FeI,3.21,-1.07,25.53,5.06
10,5225.53,FeI,0.11,-4.75,28.67,5.33
11,5232.94,FeI,2.94,-0.06,97.43,5.11
12,5250.21,FeI,0.12,-4.9,22.2,5.33
13,5254.96,FeI,0.11,-4.76,24.43,5.24
14,5263.31,FeI,3.26,-0.87,31.07,5.05
15,5281.79,FeI,3.04,-0.83,58.99,5.23
16,5283.62,FeI,3.24,-0.45,65.2,5.18
17,5324.18,FeI,3.21,-0.11,73.32,4.95
18,5328.53,FeI,1.56,-1.85,89.4,5.14
19,5369.96,FeI,4.37,0.54,41.25,5.04
20,5586.76,FeI,3.37,-0.11,66.41,4.99
21,5662.52,FeI,4.17,-0.41,17.47,5.25
22,5701.54,FeI,2.56,-2.22,18.83,5.3
23,6008.56,FeI,3.88,-0.98,18.44,5.51
24,6137.69,FeI,2.59,-1.4,47.87,5.07
25,6219.28,FeI,2.2,-2.45,23.73,5.22
26,6252.56,FeI,2.4,-1.69,56.74,5.28
27,6411.65,FeI,3.65,-0.59,30.58,5.13
28,6430.85,FeI,2.17,-1.95,60.09,5.35
29,6546.24,FeI,2.76,-1.54,35.74,5.17
30,4489.18,FeII,2.83,-2.97,33.17,5.22
31,4520.22,FeII,2.81,-2.6,47.58,5.08
32,4582.84,FeII,2.84,-3.06,49.38,5.6
33,5276.0,FeII,3.2,-1.9,66.14,5.07
34,5316.62,FeII,3.15,-1.78,85.57,5.25
35,5325.55,FeII,3.22,-3.16,12.7,5.31
36,5362.87,FeII,3.2,-2.62,24.89,5.06
