,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,4058.22,FeI,3.21,-1.18,62.35,5.76
1,4067.98,FeI,3.21,-0.53,91.01,5.82
2,4070.77,FeI,3.24,-0.87,66.88,5.62
3,4114.44,FeI,2.83,-1.3,70.65,5.62
4,4132.9,FeI,2.84,-0.92,81.63,5.6
5,4139.93,FeI,0.99,-3.51,69.32,5.66
6,4157.78,FeI,3.42,-0.4,82.76,5.7
7,4173.92,FeI,0.99,-3.29,76.28,5.59
8,4175.64,FeI,2.85,-0.83,82.26,5.52
9,4182.38,FeI,3.02,-1.18,59.8,5.54
10,4195.33,FeI,3.33,-0.49,67.0,5.29
11,4222.21,FeI,2.45,-0.97,91.21,5.37
12,4238.81,FeI,3.4,-0.23,88.94,5.6
13,4595.36,FeI,3.3,-1.76,26.8,5.69
14,4602.0,FeI,1.61,-3.13,59.7,5.71
15,4619.29,FeI,3.6,-1.06,48.52,5.82
16,4630.12,FeI,2.28,-2.59,48.67,5.74
17,4637.5,FeI,3.28,-1.29,44.15,5.55
18,4643.46,FeI,3.65,-1.15,33.61,5.66
19,4647.43,FeI,2.95,-1.35,60.86,5.56
20,4668.13,FeI,3.26,-1.08,63.15,5.67
21,4704.95,FeI,3.68,-1.32,18.34,5.47
22,4707.27,FeI,3.24,-0.96,83.69,5.95
23,4709.09,FeI,3.65,-1.32,27.79,5.68
24,4736.77,FeI,3.21,-0.67,76.91,5.46
25,4772.8,FeI,1.56,-2.9,63.25,5.45
26,4800.65,FeI,4.14,-1.03,15.35,5.69
27,4889.0,FeI,2.2,-2.55,69.31,5.97
28,4903.31,FeI,2.88,-0.89,90.42,5.6
29,4907.73,FeI,3.43,-1.7,24.86,5.76
30,4924.77,FeI,2.28,-2.11,67.81,5.59
31,4938.81,FeI,2.88,-1.08,77.57,5.51
32,4939.69,FeI,0.86,-3.25,96.74,5.67
33,4946.39,FeI,3.37,-1.11,50.35,5.59
34,4950.11,FeI,3.41,-1.5,26.51,5.58
35,4966.09,FeI,3.33,-0.79,75.55,5.66
36,4973.1,FeI,3.96,-0.95,28.56,5.68
37,5001.86,FeI,3.88,-0.01,71.29,5.45
38,5002.79,FeI,3.4,-1.46,34.21,5.64
39,5005.71,FeI,3.88,-0.12,60.71,5.38
40,5005.71,FeI,3.88,-0.12,61.4,5.39
41,5014.94,FeI,3.94,-0.18,46.43,5.24
42,5022.24,FeI,3.98,-0.33,50.32,5.53
43,5039.25,FeI,3.37,-1.52,41.14,5.79
44,5044.21,FeI,2.85,-2.02,40.31,5.67
45,5060.08,FeI,0.0,-5.43,45.27,5.77
46,5074.75,FeI,4.22,-0.2,61.41,5.83
47,5131.47,FeI,2.22,-2.52,54.46,5.67
48,5133.69,FeI,4.17,0.36,75.7,5.5
49,5150.84,FeI,0.99,-3.04,99.31,5.65
50,5198.71,FeI,2.22,-2.09,78.39,5.68
51,5202.34,FeI,2.17,-1.87,76.66,5.38
52,5215.18,FeI,3.26,-0.86,71.45,5.58
53,5217.39,FeI,3.21,-1.07,70.78,5.72
54,5242.49,FeI,3.63,-0.97,50.92,5.72
55,5254.96,FeI,0.11,-4.76,86.77,5.96
56,5263.31,FeI,3.26,-0.87,79.91,5.77
57,5281.79,FeI,3.04,-0.83,90.63,5.63
58,5288.52,FeI,3.69,-1.49,18.42,5.65
59,5307.36,FeI,1.61,-2.91,72.13,5.66
60,5339.93,FeI,3.26,-0.63,89.11,5.66
61,5353.37,FeI,4.1,-0.76,37.71,5.83
62,5364.87,FeI,4.45,0.23,53.15,5.54
63,5364.87,FeI,4.45,0.23,42.11,5.35
64,5365.4,FeI,3.57,-1.02,36.64,5.46
65,5367.47,FeI,4.42,0.44,55.78,5.34
66,5393.17,FeI,3.24,-0.72,82.76,5.59
67,5415.2,FeI,4.39,0.64,66.92,5.32
68,5424.07,FeI,4.32,0.52,79.21,5.55
69,5572.84,FeI,3.39,-0.28,97.75,5.6
70,5576.09,FeI,3.43,-1.0,68.52,5.81
71,5701.54,FeI,2.56,-2.22,57.73,5.79
72,5956.69,FeI,0.86,-4.5,37.67,5.65
73,6003.01,FeI,3.88,-1.1,31.0,5.73
74,6008.56,FeI,3.88,-0.98,39.06,5.78
75,6065.48,FeI,2.61,-1.53,92.35,5.79
76,6200.31,FeI,2.61,-2.44,38.85,5.7
77,6219.28,FeI,2.2,-2.45,71.34,5.81
78,6252.56,FeI,2.4,-1.69,97.16,5.77
79,6265.13,FeI,2.17,-2.54,67.38,5.79
80,6280.62,FeI,0.86,-4.39,67.05,6.04
81,6297.79,FeI,2.22,-2.64,47.93,5.59
82,6301.5,FeI,3.65,-0.71,60.57,5.54
83,6336.82,FeI,3.68,-0.85,44.58,5.49
84,6355.03,FeI,2.84,-2.29,33.31,5.75
85,6408.02,FeI,3.68,-0.99,30.57,5.36
86,6411.65,FeI,3.65,-0.59,55.4,5.38
87,6419.95,FeI,4.73,-0.28,17.39,5.57
88,6421.35,FeI,2.28,-2.01,88.81,5.79
89,6498.94,FeI,0.96,-4.69,27.88,5.74
90,6592.91,FeI,2.73,-1.47,78.23,5.56
91,6593.87,FeI,2.43,-2.42,50.92,5.66
92,6677.99,FeI,2.69,-1.42,91.28,5.7
93,6841.34,FeI,4.61,-0.78,11.31,5.66
94,4541.52,FeII,2.86,-2.79,50.1,5.52
95,4576.34,FeII,2.84,-2.92,47.41,5.57
96,4582.84,FeII,2.84,-3.06,37.9,5.54
97,5234.63,FeII,3.22,-2.18,73.37,5.75
98,5264.81,FeII,3.23,-3.23,20.6,5.73
99,5276.0,FeII,3.2,-1.9,78.07,5.53
100,5534.85,FeII,3.25,-2.87,35.7,5.72
101,6247.56,FeII,3.89,-2.33,25.22,5.68
102,6456.38,FeII,3.9,-2.08,28.98,5.53
