,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,4058.22,FeI,3.21,-1.18,30.45,5.37
1,4066.59,FeI,2.99,-1.62,30.16,5.58
2,4067.98,FeI,3.21,-0.53,51.13,5.12
3,4080.21,FeI,3.28,-1.18,14.2,5.12
4,4114.44,FeI,2.83,-1.3,36.41,5.19
5,4132.9,FeI,2.84,-0.92,65.23,5.36
6,4133.86,FeI,3.37,-1.13,20.09,5.31
7,4134.68,FeI,2.83,-0.65,61.05,5.02
8,4139.93,FeI,0.99,-3.51,29.32,5.28
9,4153.9,FeI,3.4,-0.28,53.47,5.08
10,4157.78,FeI,3.42,-0.4,49.01,5.16
11,4158.79,FeI,3.43,-0.7,50.09,5.49
12,4172.75,FeI,0.96,-3.02,55.49,5.18
13,4173.92,FeI,0.99,-3.29,53.11,5.45
14,4175.64,FeI,2.85,-0.83,58.78,5.18
15,4182.38,FeI,3.02,-1.18,19.64,4.98
16,4184.89,FeI,2.83,-0.87,62.38,5.21
17,4206.7,FeI,0.05,-3.96,47.63,4.98
18,4222.21,FeI,2.45,-0.97,80.07,5.21
19,4233.6,FeI,2.48,-0.6,95.82,5.25
20,4367.9,FeI,1.61,-2.88,32.41,5.32
21,4408.41,FeI,2.2,-1.77,53.48,5.22
22,4442.34,FeI,2.2,-1.23,81.11,5.17
23,4447.72,FeI,2.22,-1.34,71.91,5.15
24,4489.74,FeI,0.12,-3.9,69.5,5.28
25,4494.56,FeI,2.2,-1.14,92.47,5.32
26,4531.15,FeI,1.48,-2.1,89.71,5.41
27,4592.65,FeI,1.56,-2.46,62.17,5.33
28,4602.0,FeI,1.61,-3.13,20.35,5.31
29,4602.94,FeI,1.48,-2.21,84.22,5.42
30,4607.65,FeI,3.26,-1.33,16.05,5.24
31,4619.29,FeI,3.6,-1.06,5.98,4.96
32,4619.29,FeI,3.6,-1.06,18.74,5.43
33,4637.5,FeI,3.28,-1.29,14.66,5.12
34,4643.46,FeI,3.65,-1.15,19.25,5.54
35,4647.43,FeI,2.95,-1.35,42.66,5.46
36,4647.43,FeI,2.95,-1.35,29.11,5.21
37,4704.95,FeI,3.68,-1.32,11.75,5.48
38,4707.27,FeI,3.24,-0.96,43.84,5.39
39,4733.59,FeI,1.48,-2.99,39.47,5.45
40,4736.77,FeI,3.21,-0.67,50.92,5.18
41,4789.65,FeI,3.55,-0.96,9.79,4.88
42,4871.32,FeI,2.87,-0.34,86.81,5.09
43,4872.14,FeI,2.88,-0.57,77.07,5.15
44,4875.88,FeI,3.33,-1.9,6.4,5.41
45,4882.14,FeI,3.41,-1.48,13.29,5.43
46,4889.0,FeI,2.2,-2.55,9.38,5.04
47,4889.1,FeI,3.88,-1.19,9.38,5.53
48,4890.76,FeI,2.88,-0.38,95.06,5.36
49,4891.49,FeI,2.85,-0.11,97.66,5.11
50,4907.73,FeI,3.43,-1.7,4.36,5.11
51,4918.99,FeI,2.86,-0.34,91.0,5.2
52,4924.77,FeI,2.28,-2.11,34.0,5.31
53,4938.81,FeI,2.88,-1.08,47.03,5.15
54,4966.09,FeI,3.33,-0.79,32.13,5.13
55,4973.1,FeI,3.96,-0.95,13.55,5.46
56,4985.25,FeI,3.93,-0.44,17.8,5.09
57,4994.13,FeI,0.91,-2.97,80.59,5.45
58,5001.86,FeI,3.88,-0.01,40.25,5.11
59,5005.71,FeI,3.88,-0.12,31.36,5.01
60,5006.12,FeI,2.83,-0.61,70.83,5.01
61,5014.94,FeI,3.94,-0.18,25.59,5.03
62,5048.44,FeI,3.96,-1.0,4.71,5.01
63,5049.82,FeI,2.28,-1.35,78.06,5.27
64,5051.64,FeI,0.91,-2.76,90.98,5.39
65,5068.77,FeI,2.94,-1.04,49.39,5.25
66,5074.75,FeI,4.22,-0.2,16.96,5.16
67,5079.74,FeI,0.99,-3.25,63.09,5.45
68,5083.34,FeI,0.96,-2.84,71.63,5.15
69,5123.72,FeI,1.01,-3.06,77.88,5.53
70,5127.36,FeI,0.91,-3.25,58.2,5.29
71,5133.69,FeI,4.17,0.36,56.73,5.31
72,5142.93,FeI,0.96,-3.07,73.09,5.42
73,5150.84,FeI,0.99,-3.04,76.07,5.5
74,5151.91,FeI,1.01,-3.32,66.18,5.64
75,5162.27,FeI,4.18,0.02,31.94,5.2
76,5166.28,FeI,0.0,-4.12,73.3,5.36
77,5191.45,FeI,3.04,-0.55,65.78,5.14
78,5192.34,FeI,3.0,-0.42,76.17,5.1
79,5194.94,FeI,1.56,-2.02,77.12,5.09
80,5215.18,FeI,3.26,-0.86,30.85,5.09
81,5216.27,FeI,1.61,-2.08,81.25,5.34
82,5217.39,FeI,3.21,-1.07,34.46,5.31
83,5225.53,FeI,0.11,-4.75,22.04,5.21
84,5229.85,FeI,3.28,-0.97,36.98,5.3
85,5232.94,FeI,2.94,-0.06,98.94,5.12
