,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,4132.9,FeI,2.84,-0.92,59.4,4.86
1,4143.87,FeI,1.56,-0.51,156.6,4.94
2,4153.9,FeI,3.4,-0.28,61.2,4.91
3,4154.5,FeI,2.83,-0.69,67.4,4.76
4,4181.76,FeI,2.83,-0.37,95.0,4.96
5,4187.8,FeI,2.42,-0.55,109.5,4.96
6,4216.18,FeI,0.0,-3.36,117.1,4.99
7,4258.32,FeI,0.09,-4.36,63.0,5.04
8,4282.4,FeI,2.17,-0.78,110.0,4.89
9,4337.05,FeI,1.56,-1.7,110.9,5.06
10,4375.93,FeI,0.0,-3.0,142.9,5.17
11,4427.31,FeI,0.05,-2.92,140.2,5.07
12,4430.61,FeI,2.22,-1.73,65.4,5.0
13,4443.19,FeI,2.86,-1.04,55.5,4.91
14,4447.72,FeI,2.22,-1.34,86.4,4.96
15,4459.12,FeI,2.17,-1.33,97.4,5.09
16,4494.56,FeI,2.2,-1.14,105.0,5.08
17,4637.5,FeI,3.28,-1.29,16.7,4.89
18,4733.59,FeI,1.48,-2.99,41.5,4.97
19,4736.77,FeI,3.21,-0.67,47.0,4.8
20,4890.76,FeI,2.88,-0.38,93.6,4.86
21,4918.99,FeI,2.86,-0.34,96.3,4.84
22,4920.5,FeI,2.83,0.07,127.7,4.99
23,4938.81,FeI,2.88,-1.08,41.9,4.72
24,4939.69,FeI,0.86,-3.25,63.9,4.79
25,4946.39,FeI,3.37,-1.11,16.5,4.79
26,4994.13,FeI,0.91,-2.97,84.8,4.88
27,5012.07,FeI,0.86,-2.6,117.0,5.04
28,5014.94,FeI,3.94,-0.18,22.3,4.68
29,5022.24,FeI,3.98,-0.33,17.1,4.74
30,5068.77,FeI,2.94,-1.04,54.0,4.93
31,5079.74,FeI,0.99,-3.25,69.5,5.02
32,5110.41,FeI,0.0,-3.76,118.2,5.14
33,5127.36,FeI,0.91,-3.25,70.9,4.93
34,5133.69,FeI,4.17,0.36,33.7,4.64
35,5162.27,FeI,4.18,0.02,32.4,4.97
36,5192.34,FeI,3.0,-0.42,75.9,4.7
37,5194.94,FeI,1.56,-2.02,94.5,4.87
38,5202.34,FeI,2.17,-1.87,56.4,4.86
39,5215.18,FeI,3.26,-0.86,38.5,4.88
40,5216.27,FeI,1.61,-2.08,80.3,4.75
41,5217.39,FeI,3.21,-1.07,28.4,4.84
42,5229.85,FeI,3.28,-0.97,27.9,4.81
43,5247.05,FeI,0.09,-4.97,24.5,4.91
44,5250.21,FeI,0.12,-4.9,24.9,4.88
45,5250.65,FeI,2.2,-2.18,43.6,5.01
46,5254.96,FeI,0.11,-4.76,41.7,5.03
47,5263.31,FeI,3.26,-0.87,39.3,4.9
48,5266.56,FeI,3.0,-0.39,85.0,4.81
49,5283.62,FeI,3.24,-0.45,68.0,4.89
50,5324.18,FeI,3.21,-0.11,85.9,4.79
51,5332.9,FeI,1.56,-2.78,52.2,4.97
52,5339.93,FeI,3.26,-0.63,43.0,4.71
53,5341.02,FeI,1.61,-1.95,109.8,5.11
54,5367.47,FeI,4.42,0.44,36.1,4.89
55,5369.96,FeI,4.37,0.54,39.1,4.78
56,5383.37,FeI,4.31,0.65,47.7,4.74
57,5393.17,FeI,3.24,-0.72,47.2,4.84
58,5410.91,FeI,4.47,0.4,28.7,4.84
59,5415.2,FeI,4.39,0.64,38.3,4.69
60,5501.47,FeI,0.96,-3.05,82.9,4.93
61,5506.78,FeI,0.99,-2.79,94.7,4.9
62,5569.62,FeI,3.41,-0.52,46.8,4.83
63,5572.84,FeI,3.39,-0.28,60.2,4.76
64,5586.76,FeI,3.37,-0.11,69.1,4.7
65,5615.64,FeI,3.33,0.04,96.5,4.93
66,5624.54,FeI,3.41,-0.76,30.6,4.79
67,5662.52,FeI,4.17,-0.41,14.4,4.93
68,6065.48,FeI,2.61,-1.53,58.8,5.02
69,6137.69,FeI,2.59,-1.4,58.1,4.85
70,6252.56,FeI,2.4,-1.69,73.0,5.12
71,6301.5,FeI,3.65,-0.71,30.7,4.99
72,6336.82,FeI,3.68,-0.85,17.0,4.84
73,6400.0,FeI,3.6,-0.27,49.7,4.8
74,6421.35,FeI,2.28,-2.01,47.1,4.91
75,6430.85,FeI,2.17,-1.95,55.3,4.84
76,6494.98,FeI,2.4,-1.27,94.4,4.99
77,6546.24,FeI,2.76,-1.54,41.2,4.92
78,6592.91,FeI,2.73,-1.47,44.8,4.87
79,7511.02,FeI,4.17,0.12,46.9,4.98
80,4178.86,FeII,2.58,-2.44,73.1,4.67
81,4489.18,FeII,2.83,-2.97,39.7,4.92
82,4491.41,FeII,2.85,-2.64,57.2,4.9
83,4508.29,FeII,2.86,-2.25,82.8,4.93
84,4555.89,FeII,2.83,-2.25,77.1,4.79
85,4576.34,FeII,2.84,-2.92,37.4,4.84
86,4620.52,FeII,2.83,-3.19,26.8,4.89
87,5234.63,FeII,3.22,-2.18,56.8,4.81
88,5264.81,FeII,3.23,-3.23,12.7,4.98
89,5284.11,FeII,2.89,-3.19,27.7,4.94
90,5325.55,FeII,3.22,-3.16,16.3,5.02
91,5534.85,FeII,3.25,-2.87,19.4,4.84
92,6432.68,FeII,2.89,-3.71,12.9,5.01
93,6456.38,FeII,3.9,-2.08,31.1,5.03
