,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,4073.76,FeI,3.26,-0.97,124.1,6.22
1,4602.0,FeI,1.61,-3.13,135.8,6.27
2,4661.97,FeI,2.99,-2.5,55.4,6.12
3,4678.85,FeI,3.6,-0.68,126.6,6.21
4,4704.95,FeI,3.68,-1.32,56.6,5.82
5,4736.77,FeI,3.21,-0.67,137.2,5.89
6,4787.83,FeI,3.0,-2.62,40.7,6.02
7,4807.71,FeI,3.37,-2.15,58.1,6.27
8,4882.14,FeI,3.41,-1.48,73.5,5.86
9,4907.73,FeI,3.43,-1.7,82.2,6.22
10,4924.77,FeI,2.28,-2.11,143.7,6.17
11,4938.81,FeI,2.88,-1.08,153.2,6.08
12,4946.39,FeI,3.37,-1.11,116.0,6.1
13,4950.11,FeI,3.41,-1.5,94.1,6.17
14,5001.86,FeI,3.88,-0.01,122.0,5.75
15,5002.79,FeI,3.4,-1.46,90.8,6.07
16,5068.77,FeI,2.94,-1.04,154.8,6.1
17,5074.75,FeI,4.22,-0.2,97.4,5.94
18,5162.27,FeI,4.18,0.02,118.6,6.0
19,5198.71,FeI,2.22,-2.09,155.8,6.2
20,5215.18,FeI,3.26,-0.86,140.7,6.08
21,5217.39,FeI,3.21,-1.07,132.5,6.08
22,5242.49,FeI,3.63,-0.97,97.0,5.94
23,5263.31,FeI,3.26,-0.87,129.2,5.88
24,5288.52,FeI,3.69,-1.49,64.5,6.07
25,5302.3,FeI,3.28,-0.73,152.5,6.15
26,5307.36,FeI,1.61,-2.91,151.6,6.13
27,5322.04,FeI,2.28,-2.8,97.6,6.02
28,5339.93,FeI,3.26,-0.63,156.1,6.07
29,5364.87,FeI,4.45,0.23,121.7,6.16
30,5365.4,FeI,3.57,-1.02,99.7,5.95
31,5367.47,FeI,4.42,0.44,114.6,5.8
32,5373.71,FeI,4.47,-0.71,42.7,5.95
33,5379.57,FeI,3.69,-1.51,57.0,5.98
34,5383.37,FeI,4.31,0.65,144.0,5.93
35,5389.48,FeI,4.42,-0.41,64.8,5.9
36,5393.17,FeI,3.24,-0.72,156.2,6.13
37,5424.07,FeI,4.32,0.52,136.0,5.93
38,5554.9,FeI,4.55,-0.27,63.7,5.9
39,5576.09,FeI,3.43,-1.0,126.9,6.14
40,5624.54,FeI,3.41,-0.76,143.6,6.14
41,5633.95,FeI,4.99,-0.27,39.3,6.08
42,5638.26,FeI,4.22,-0.72,62.1,5.91
43,5662.52,FeI,4.17,-0.41,92.2,5.96
44,5705.99,FeI,4.61,-0.46,59.7,6.1
45,5775.08,FeI,4.22,-1.08,35.4,5.87
46,5883.82,FeI,3.96,-1.31,44.2,5.9
47,5905.67,FeI,4.65,-0.77,41.1,6.18
48,5916.25,FeI,2.45,-2.99,78.1,6.1
49,5934.65,FeI,3.93,-1.12,72.1,6.06
