,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,4021.87,FeI,2.67,-0.73,101.9,5.25
1,4084.49,FeI,3.33,-0.54,56.56,4.83
2,4132.9,FeI,2.84,-0.92,63.04,4.71
3,4139.93,FeI,0.99,-3.51,83.64,5.37
4,4147.67,FeI,1.48,-2.07,97.91,4.95
5,4181.76,FeI,2.83,-0.37,107.9,5.16
6,4217.55,FeI,3.43,-0.48,57.32,4.89
7,4430.61,FeI,2.22,-1.73,70.34,4.82
8,4602.0,FeI,1.61,-3.13,52.92,5.11
9,4630.12,FeI,2.28,-2.59,50.54,5.43
10,4647.43,FeI,2.95,-1.35,47.76,4.94
11,4668.13,FeI,3.26,-1.08,36.86,4.92
12,4709.09,FeI,3.65,-1.32,10.94,4.92
13,4787.83,FeI,3.0,-2.62,8.04,5.25
14,4800.65,FeI,4.14,-1.03,9.72,5.23
15,4848.88,FeI,2.28,-3.14,14.5,5.15
16,4871.32,FeI,2.87,-0.34,104.9,4.92
17,4872.14,FeI,2.88,-0.57,88.08,4.83
18,4889.0,FeI,2.2,-2.55,43.23,5.09
19,4903.31,FeI,2.88,-0.89,102.1,5.42
20,4924.77,FeI,2.28,-2.11,64.18,5.09
21,4938.81,FeI,2.88,-1.08,62.94,4.83
22,4966.09,FeI,3.33,-0.79,59.08,5.02
23,4985.25,FeI,3.93,-0.44,26.92,4.87
24,5006.12,FeI,2.83,-0.61,102.5,5.0
25,5044.21,FeI,2.85,-2.02,28.96,5.11
26,5074.75,FeI,4.22,-0.2,40.11,5.2
27,5141.74,FeI,2.42,-2.24,53.82,5.21
28,5162.27,FeI,4.18,0.02,35.69,4.89
29,5191.45,FeI,3.04,-0.55,101.8,5.15
30,5192.34,FeI,3.0,-0.42,104.0,5.02
31,5198.71,FeI,2.22,-2.09,61.14,4.94
32,5202.34,FeI,2.17,-1.87,106.2,5.46
33,5215.18,FeI,3.26,-0.86,56.29,4.98
34,5217.39,FeI,3.21,-1.07,51.44,5.03
35,5242.49,FeI,3.63,-0.97,23.41,4.9
36,5250.21,FeI,0.12,-4.9,80.32,5.29
37,5250.65,FeI,2.2,-2.18,75.16,5.21
38,5263.31,FeI,3.26,-0.87,44.57,4.79
39,5266.56,FeI,3.0,-0.39,101.2,4.99
40,5281.79,FeI,3.04,-0.83,68.06,4.8
41,5283.62,FeI,3.24,-0.45,84.72,4.98
42,5302.3,FeI,3.28,-0.73,58.13,4.88
43,5307.36,FeI,1.61,-2.91,80.25,5.29
44,5322.04,FeI,2.28,-2.8,21.06,4.97
45,5324.18,FeI,3.21,-0.11,96.19,4.81
46,5332.9,FeI,1.56,-2.78,82.13,5.11
47,5367.47,FeI,4.42,0.44,36.08,4.72
48,5393.17,FeI,3.24,-0.72,71.73,5.04
49,5424.07,FeI,4.32,0.52,61.67,4.95
50,5554.9,FeI,4.55,-0.27,14.2,5.05
51,5563.6,FeI,4.19,-0.75,13.55,5.1
52,5569.62,FeI,3.41,-0.52,63.74,4.91
53,5569.62,FeI,3.41,-0.52,57.77,4.8
54,5572.84,FeI,3.39,-0.28,78.79,4.9
55,5709.38,FeI,3.37,-1.01,64.32,5.3
56,5717.83,FeI,4.28,-0.96,9.86,5.26
57,6008.56,FeI,3.88,-0.98,12.59,4.86
58,6136.99,FeI,2.2,-2.93,19.82,4.9
59,6137.69,FeI,2.59,-1.4,105.3,5.34
60,6173.34,FeI,2.22,-2.88,39.08,5.28
61,6191.56,FeI,2.43,-1.42,93.19,4.96
62,6200.31,FeI,2.61,-2.44,23.12,5.06
63,6246.32,FeI,3.6,-0.77,38.92,4.91
64,6252.56,FeI,2.4,-1.69,105.5,5.38
65,6265.13,FeI,2.17,-2.54,53.36,5.12
66,6335.33,FeI,2.2,-2.18,63.7,4.91
67,6336.82,FeI,3.68,-0.85,19.39,4.68
68,6338.88,FeI,4.79,-1.04,1.43,5.11
69,6393.6,FeI,2.43,-1.58,100.2,5.19
70,6411.65,FeI,3.65,-0.59,48.13,4.95
71,6419.95,FeI,4.73,-0.28,8.42,5.09
72,6421.35,FeI,2.28,-2.01,86.69,5.21
73,6430.85,FeI,2.17,-1.95,85.46,4.97
74,6546.24,FeI,2.76,-1.54,58.39,4.89
75,6592.91,FeI,2.73,-1.47,79.67,5.11
76,6593.87,FeI,2.43,-2.42,42.59,5.11
77,6677.99,FeI,2.69,-1.42,88.35,5.14
78,6750.15,FeI,2.42,-2.62,47.39,5.36
79,6978.85,FeI,2.48,-2.5,35.34,5.11
80,7090.39,FeI,4.23,-1.21,6.33,5.14
81,7491.65,FeI,4.3,-0.9,14.17,5.28
82,7511.02,FeI,4.17,0.12,50.85,4.86
83,4416.83,FeII,2.78,-2.41,58.02,4.79
84,4489.18,FeII,2.83,-2.97,26.12,4.8
85,4520.22,FeII,2.81,-2.6,45.95,4.79
86,4541.52,FeII,2.86,-2.79,59.32,5.34
87,4582.84,FeII,2.84,-3.06,22.66,4.82
88,4583.84,FeII,2.81,-1.74,91.64,4.81
89,4620.52,FeII,2.83,-3.19,33.98,5.18
90,4620.52,FeII,2.83,-3.19,20.8,4.88
91,5234.63,FeII,3.22,-2.18,59.47,5.07
92,5264.81,FeII,3.23,-3.23,18.17,5.31
93,5284.11,FeII,2.89,-3.19,25.4,5.08
94,5362.87,FeII,3.2,-2.62,44.47,5.21
95,6247.56,FeII,3.89,-2.33,12.41,4.97
96,6456.38,FeII,3.9,-2.08,33.84,5.29
