,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,4233.6,FeI,2.48,-0.6,90.22,5.15
1,4250.12,FeI,2.47,-0.41,80.0,4.84
2,4291.46,FeI,0.05,-4.08,64.99,5.17
3,4337.05,FeI,1.56,-1.7,78.71,5.01
4,4430.61,FeI,2.22,-1.73,63.85,5.32
5,4442.34,FeI,2.2,-1.23,78.1,5.24
6,4466.55,FeI,2.83,-0.6,58.73,4.83
7,4489.74,FeI,0.12,-3.9,71.69,5.32
8,4528.61,FeI,2.17,-0.89,96.6,5.17
9,4531.15,FeI,1.48,-2.1,79.35,5.3
10,4890.76,FeI,2.88,-0.38,70.22,4.81
11,4918.99,FeI,2.86,-0.34,72.95,4.94
12,4920.5,FeI,2.83,0.07,93.02,4.95
13,4939.69,FeI,0.86,-3.25,66.08,5.22
14,5002.79,FeI,3.4,-1.46,21.31,5.32
15,5041.76,FeI,1.48,-2.2,79.43,5.14
16,5049.82,FeI,2.28,-1.35,57.14,4.79
17,5060.08,FeI,0.0,-5.43,15.98,5.07
18,5068.77,FeI,2.94,-1.04,37.24,4.8
19,5139.25,FeI,3.0,-0.73,51.28,4.82
20,5142.93,FeI,0.96,-3.07,58.48,4.91
21,5150.84,FeI,0.99,-3.04,72.6,5.36
22,5151.91,FeI,1.01,-3.32,46.28,4.94
23,5194.94,FeI,1.56,-2.02,64.75,4.76
24,5216.27,FeI,1.61,-2.08,62.1,4.84
25,5225.53,FeI,0.11,-4.75,47.12,5.25
26,5247.05,FeI,0.09,-4.97,35.99,5.22
27,5254.96,FeI,0.11,-4.76,31.7,4.95
28,5307.36,FeI,1.61,-2.91,26.84,4.76
29,5341.02,FeI,1.61,-1.95,88.01,5.37
30,5373.71,FeI,4.47,-0.71,6.27,5.18
31,5424.07,FeI,4.32,0.52,36.38,4.78
32,5501.47,FeI,0.96,-3.05,77.29,5.37
33,5506.78,FeI,0.99,-2.79,84.55,5.37
34,5916.25,FeI,2.45,-2.99,8.01,5.16
35,5916.25,FeI,2.45,-2.99,7.62,5.14
36,6003.01,FeI,3.88,-1.1,11.2,5.13
37,6078.49,FeI,4.8,-0.32,6.47,5.16
38,6229.23,FeI,2.85,-2.81,5.35,5.24
39,6232.64,FeI,3.65,-1.24,12.25,5.05
40,6265.13,FeI,2.17,-2.54,19.22,4.81
41,6494.98,FeI,2.4,-1.27,63.39,4.86
42,7495.07,FeI,4.22,-0.1,31.59,5.03
43,4178.86,FeII,2.58,-2.44,54.96,5.24
44,4233.17,FeII,2.58,-1.81,66.76,4.94
45,4416.83,FeII,2.78,-2.41,29.95,4.76
46,4515.34,FeII,2.84,-2.36,30.51,4.79
47,4522.63,FeII,2.84,-1.99,46.15,4.83
48,4583.84,FeII,2.81,-1.74,68.72,5.13
49,4583.84,FeII,2.81,-1.74,67.39,5.09
50,4923.93,FeII,2.89,-1.21,97.83,5.35
51,5018.44,FeII,2.89,-1.34,95.23,5.41
52,5197.58,FeII,3.23,-2.05,39.86,5.11
53,5264.81,FeII,3.23,-3.23,9.06,5.36
54,5276.0,FeII,3.2,-1.9,33.04,4.79
55,6247.56,FeII,3.89,-2.33,8.17,5.15
