,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,4021.87,FeI,2.67,-0.73,86.82,5.25
1,4070.77,FeI,3.24,-0.87,64.08,5.45
2,4114.44,FeI,2.83,-1.3,57.9,5.25
3,4152.17,FeI,0.96,-3.16,84.84,5.47
4,4154.5,FeI,2.83,-0.69,96.06,5.56
5,4157.78,FeI,3.42,-0.4,63.14,5.18
6,4158.79,FeI,3.43,-0.7,44.73,5.11
7,4173.92,FeI,0.99,-3.29,62.14,5.14
8,4175.64,FeI,2.85,-0.83,78.16,5.39
9,4184.89,FeI,2.83,-0.87,86.3,5.51
10,4222.21,FeI,2.45,-0.97,90.76,5.19
11,4238.81,FeI,3.4,-0.23,71.19,5.18
12,4443.19,FeI,2.86,-1.04,73.18,5.32
13,4489.74,FeI,0.12,-3.9,99.73,5.43
14,4602.0,FeI,1.61,-3.13,49.35,5.36
15,4619.29,FeI,3.6,-1.06,26.17,5.28
16,4625.05,FeI,3.24,-1.27,51.55,5.57
17,4643.46,FeI,3.65,-1.15,17.16,5.14
18,4647.43,FeI,2.95,-1.35,58.44,5.4
19,4661.97,FeI,2.99,-2.5,11.53,5.57
20,4668.13,FeI,3.26,-1.08,42.9,5.24
21,4709.09,FeI,3.65,-1.32,20.58,5.41
22,4733.59,FeI,1.48,-2.99,70.81,5.56
23,4736.77,FeI,3.21,-0.67,77.35,5.46
24,4789.65,FeI,3.55,-0.96,47.29,5.43
25,4872.14,FeI,2.88,-0.57,84.91,5.03
26,4882.14,FeI,3.41,-1.48,27.18,5.46
27,4885.43,FeI,3.88,-0.97,18.62,5.31
28,4889.0,FeI,2.2,-2.55,61.84,5.73
29,4903.31,FeI,2.88,-0.89,89.32,5.45
30,4924.77,FeI,2.28,-2.11,49.96,5.18
31,4939.69,FeI,0.86,-3.25,96.11,5.49
32,4946.39,FeI,3.37,-1.11,46.77,5.41
33,4950.11,FeI,3.41,-1.5,20.28,5.31
34,4966.09,FeI,3.33,-0.79,63.51,5.38
35,4973.1,FeI,3.96,-0.95,15.75,5.24
36,4985.25,FeI,3.93,-0.44,31.36,5.11
37,5001.86,FeI,3.88,-0.01,55.47,5.13
38,5002.79,FeI,3.4,-1.46,16.66,5.18
39,5005.71,FeI,3.88,-0.12,64.48,5.38
40,5006.12,FeI,2.83,-0.61,99.22,5.3
41,5014.94,FeI,3.94,-0.18,40.79,5.05
42,5028.13,FeI,3.57,-1.12,22.12,5.17
43,5060.08,FeI,0.0,-5.43,42.62,5.51
44,5074.75,FeI,4.22,-0.2,34.04,5.28
45,5098.7,FeI,2.17,-2.03,85.82,5.65
46,5127.36,FeI,0.91,-3.25,94.36,5.57
47,5150.84,FeI,0.99,-3.04,97.93,5.44
48,5151.91,FeI,1.01,-3.32,90.57,5.58
49,5162.27,FeI,4.18,0.02,52.06,5.34
50,5198.71,FeI,2.22,-2.09,63.72,5.28
51,5202.34,FeI,2.17,-1.87,99.93,5.78
52,5215.18,FeI,3.26,-0.86,51.66,5.11
53,5217.39,FeI,3.21,-1.07,49.76,5.23
54,5225.53,FeI,0.11,-4.75,78.54,5.67
55,5242.49,FeI,3.63,-0.97,40.8,5.44
56,5247.05,FeI,0.09,-4.97,70.41,5.63
57,5250.21,FeI,0.12,-4.9,73.64,5.68
58,5250.65,FeI,2.2,-2.18,74.73,5.57
59,5254.96,FeI,0.11,-4.76,86.47,5.79
60,5263.31,FeI,3.26,-0.87,58.79,5.25
61,5281.79,FeI,3.04,-0.83,82.48,5.38
62,5283.62,FeI,3.24,-0.45,92.15,5.45
63,5307.36,FeI,1.61,-2.91,80.71,5.74
64,5322.04,FeI,2.28,-2.8,19.14,5.16
65,5332.9,FeI,1.56,-2.78,75.47,5.39
66,5339.93,FeI,3.26,-0.63,81.38,5.47
67,5367.47,FeI,4.42,0.44,55.58,5.24
68,5389.48,FeI,4.42,-0.41,8.85,5.03
69,5393.17,FeI,3.24,-0.72,69.5,5.3
70,5410.91,FeI,4.47,0.4,39.72,5.04
71,5415.2,FeI,4.39,0.64,60.35,5.1
72,5569.62,FeI,3.41,-0.52,78.47,5.41
73,5572.84,FeI,3.39,-0.28,86.27,5.32
74,5576.09,FeI,3.43,-1.0,55.32,5.49
75,5586.76,FeI,3.37,-0.11,91.34,5.26
76,5624.54,FeI,3.41,-0.76,56.34,5.23
77,5658.53,FeI,3.43,-1.85,18.63,5.57
78,5658.82,FeI,3.39,-0.76,59.0,5.25
79,5662.52,FeI,4.17,-0.41,24.31,5.17
80,5701.54,FeI,2.56,-2.22,36.61,5.29
81,5775.08,FeI,4.22,-1.08,16.79,5.68
