,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,4070.77,FeI,3.24,-0.87,23.7,4.8
1,4076.63,FeI,3.21,-0.59,46.9,4.96
2,4098.18,FeI,3.24,-0.97,14.3,4.62
3,4114.44,FeI,2.83,-1.3,19.0,4.63
4,4132.9,FeI,2.84,-0.92,43.7,4.8
5,4143.87,FeI,1.56,-0.51,116.0,4.63
6,4153.9,FeI,3.4,-0.28,43.7,4.79
7,4156.8,FeI,2.83,-0.81,58.5,4.97
8,4157.78,FeI,3.42,-0.4,39.9,4.87
9,4174.91,FeI,0.91,-2.94,54.9,4.8
10,4175.64,FeI,2.85,-0.83,39.4,4.64
11,4181.76,FeI,2.83,-0.37,59.6,4.55
12,4182.38,FeI,3.02,-1.18,15.7,4.62
13,4184.89,FeI,2.83,-0.87,32.0,4.51
14,4187.04,FeI,2.45,-0.56,73.9,4.6
15,4187.8,FeI,2.42,-0.55,81.9,4.74
16,4191.43,FeI,2.47,-0.67,69.1,4.62
17,4195.33,FeI,3.33,-0.49,37.3,4.8
18,4202.03,FeI,1.48,-0.69,112.4,4.62
19,4216.18,FeI,0.0,-3.36,92.4,5.05
20,4227.43,FeI,3.33,0.27,67.4,4.64
21,4233.6,FeI,2.48,-0.6,66.0,4.49
22,4238.81,FeI,3.4,-0.23,35.9,4.59
23,4271.15,FeI,2.45,-0.35,81.1,4.54
24,4375.93,FeI,0.0,-3.0,95.8,4.74
25,4415.12,FeI,1.61,-0.62,114.3,4.67
26,4427.31,FeI,0.05,-2.92,109.6,5.1
27,4430.61,FeI,2.22,-1.73,47.8,4.94
28,4442.34,FeI,2.2,-1.23,61.1,4.67
29,4447.72,FeI,2.22,-1.34,67.1,4.92
30,4461.65,FeI,0.09,-3.19,94.7,4.97
31,4489.74,FeI,0.12,-3.9,56.8,4.82
32,4494.56,FeI,2.2,-1.14,63.8,4.62
33,4528.61,FeI,2.17,-0.89,91.8,4.94
34,4602.94,FeI,1.48,-2.21,55.5,4.69
35,4607.65,FeI,3.26,-1.33,11.1,4.84
36,4625.05,FeI,3.24,-1.27,12.3,4.8
37,4647.43,FeI,2.95,-1.35,15.3,4.67
38,4678.85,FeI,3.6,-0.68,25.8,5.02
39,4733.59,FeI,1.48,-2.99,18.4,4.7
40,4736.77,FeI,3.21,-0.67,38.5,4.82
41,4789.65,FeI,3.55,-0.96,10.8,4.77
42,4872.14,FeI,2.88,-0.57,48.4,4.51
43,4890.76,FeI,2.88,-0.38,60.7,4.55
44,4891.49,FeI,2.85,-0.11,80.5,4.64
45,4918.99,FeI,2.86,-0.34,68.0,4.62
46,4938.81,FeI,2.88,-1.08,35.0,4.77
47,4939.69,FeI,0.86,-3.25,38.9,4.67
48,4946.39,FeI,3.37,-1.11,16.7,4.93
49,4985.25,FeI,3.93,-0.44,10.1,4.64
50,5001.86,FeI,3.88,-0.01,19.3,4.48
51,5002.79,FeI,3.4,-1.46,4.7,4.7
52,5006.12,FeI,2.83,-0.61,66.1,4.81
53,5012.07,FeI,0.86,-2.6,76.1,4.72
54,5014.94,FeI,3.94,-0.18,17.5,4.67
55,5022.24,FeI,3.98,-0.33,17.2,4.85
56,5051.64,FeI,0.91,-2.76,77.7,4.97
57,5060.08,FeI,0.0,-5.43,9.0,5.02
58,5083.34,FeI,0.96,-2.84,60.2,4.75
59,5110.41,FeI,0.0,-3.76,77.8,4.88
60,5123.72,FeI,1.01,-3.06,56.7,4.96
61,5127.36,FeI,0.91,-3.25,42.4,4.78
62,5133.69,FeI,4.17,0.36,31.7,4.73
63,5150.84,FeI,0.99,-3.04,44.7,4.7
64,5151.91,FeI,1.01,-3.32,26.7,4.66
65,5162.27,FeI,4.18,0.02,25.0,4.93
66,5166.28,FeI,0.0,-4.12,48.6,4.68
67,5171.6,FeI,1.48,-1.72,89.9,4.87
68,5191.45,FeI,3.04,-0.55,40.3,4.51
69,5192.34,FeI,3.0,-0.42,53.7,4.58
70,5194.94,FeI,1.56,-2.02,62.4,4.67
71,5198.71,FeI,2.22,-2.09,25.6,4.81
72,5215.18,FeI,3.26,-0.86,16.8,4.54
73,5216.27,FeI,1.61,-2.08,54.7,4.64
74,5225.53,FeI,0.11,-4.75,18.4,4.82
75,5232.94,FeI,2.94,-0.06,81.6,4.68
76,5242.49,FeI,3.63,-0.97,12.0,4.9
77,5247.05,FeI,0.09,-4.97,17.3,4.98
78,5250.21,FeI,0.12,-4.9,13.6,4.82
79,5250.65,FeI,2.2,-2.18,25.5,4.87
80,5263.31,FeI,3.26,-0.87,30.9,4.9
81,5266.56,FeI,3.0,-0.39,58.0,4.62
82,5269.54,FeI,0.86,-1.33,136.8,4.83
83,5283.62,FeI,3.24,-0.45,48.1,4.78
