,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,4058.22,FeI,3.21,-1.18,33.11,5.03
1,4073.76,FeI,3.26,-0.97,31.57,4.84
2,4139.93,FeI,0.99,-3.51,45.19,4.87
3,4158.79,FeI,3.43,-0.7,33.58,4.81
4,4173.92,FeI,0.99,-3.29,63.22,4.98
5,4175.64,FeI,2.85,-0.83,63.16,4.82
6,4367.9,FeI,1.61,-2.88,61.33,5.27
7,4408.41,FeI,2.2,-1.77,82.66,5.31
8,4430.61,FeI,2.22,-1.73,82.59,5.29
9,4592.65,FeI,1.56,-2.46,72.44,4.96
10,4602.0,FeI,1.61,-3.13,36.9,5.05
11,4619.29,FeI,3.6,-1.06,22.79,5.11
12,4643.46,FeI,3.65,-1.15,13.95,4.99
13,4647.43,FeI,2.95,-1.35,45.51,5.07
14,4678.85,FeI,3.6,-0.68,25.67,4.79
15,4707.27,FeI,3.24,-0.96,38.67,4.91
16,4736.77,FeI,3.21,-0.67,59.5,4.95
17,4871.32,FeI,2.87,-0.34,93.28,4.85
18,4882.14,FeI,3.41,-1.48,8.64,4.79
19,4903.31,FeI,2.88,-0.89,60.8,4.77
20,4924.77,FeI,2.28,-2.11,45.55,4.98
21,4938.81,FeI,2.88,-1.08,60.07,4.94
22,4946.39,FeI,3.37,-1.11,24.82,4.91
23,4950.11,FeI,3.41,-1.5,14.5,5.06
24,5049.82,FeI,2.28,-1.35,94.06,5.12
25,5079.22,FeI,2.2,-2.1,72.89,5.33
26,5131.47,FeI,2.22,-2.52,37.83,5.17
27,5198.71,FeI,2.22,-2.09,56.07,5.04
28,5229.85,FeI,3.28,-0.97,27.24,4.7
29,5242.49,FeI,3.63,-0.97,23.46,5.03
30,5253.46,FeI,3.28,-1.58,16.44,5.03
31,5263.31,FeI,3.26,-0.87,36.3,4.76
32,5281.79,FeI,3.04,-0.83,66.0,4.96
33,5283.62,FeI,3.24,-0.45,65.98,4.83
34,5302.3,FeI,3.28,-0.73,44.55,4.78
35,5307.36,FeI,1.61,-2.91,57.25,5.11
36,5322.04,FeI,2.28,-2.8,19.59,5.11
37,5324.18,FeI,3.21,-0.11,89.29,4.89
38,5332.9,FeI,1.56,-2.78,66.94,5.08
39,5339.93,FeI,3.26,-0.63,62.2,4.96
40,5353.37,FeI,4.1,-0.76,18.42,5.25
41,5383.37,FeI,4.31,0.65,53.95,4.82
42,5393.17,FeI,3.24,-0.72,61.66,5.01
43,5424.07,FeI,4.32,0.52,49.13,4.87
44,5497.52,FeI,1.01,-2.83,97.93,4.98
45,5563.6,FeI,4.19,-0.75,14.11,5.2
46,5569.62,FeI,3.41,-0.52,59.38,4.97
47,5572.84,FeI,3.39,-0.28,72.37,4.94
48,5576.09,FeI,3.43,-1.0,31.51,4.98
49,5624.54,FeI,3.41,-0.76,44.5,4.95
50,5701.54,FeI,2.56,-2.22,41.73,5.31
51,5712.13,FeI,3.41,-2.01,3.18,4.82
52,5753.12,FeI,4.26,-0.62,8.73,4.91
53,5934.65,FeI,3.93,-1.12,12.16,5.17
54,5956.69,FeI,0.86,-4.5,25.22,5.14
55,6003.01,FeI,3.88,-1.1,11.63,5.06
56,6065.48,FeI,2.61,-1.53,69.56,5.12
57,6180.2,FeI,2.73,-2.65,8.06,5.02
58,6240.65,FeI,2.22,-3.17,12.95,5.14
59,6265.13,FeI,2.17,-2.54,42.71,5.13
60,6297.79,FeI,2.22,-2.64,32.42,5.1
61,6322.69,FeI,2.59,-2.43,20.47,5.09
62,6335.33,FeI,2.2,-2.18,61.91,5.1
63,6336.82,FeI,3.68,-0.85,23.68,4.92
64,6344.15,FeI,2.43,-2.92,12.03,5.11
65,6344.15,FeI,2.43,-2.92,12.19,5.12
66,6393.6,FeI,2.43,-1.58,89.2,5.25
67,6421.35,FeI,2.28,-2.01,73.97,5.22
68,6481.87,FeI,2.28,-3.01,15.65,5.13
69,6546.24,FeI,2.76,-1.54,46.54,4.9
70,6592.91,FeI,2.73,-1.47,58.52,4.99
71,6593.87,FeI,2.43,-2.42,27.09,5.02
72,6677.99,FeI,2.69,-1.42,78.69,5.21
73,4489.18,FeII,2.83,-2.97,35.84,4.98
74,4515.34,FeII,2.84,-2.36,57.87,4.79
75,4520.22,FeII,2.81,-2.6,59.72,5.03
76,4576.34,FeII,2.84,-2.92,25.38,4.71
77,4620.52,FeII,2.83,-3.19,23.05,4.91
78,5234.63,FeII,3.22,-2.18,58.65,5.03
79,5264.81,FeII,3.23,-3.23,14.15,5.14
80,5276.0,FeII,3.2,-1.9,57.79,4.69
81,5284.11,FeII,2.89,-3.19,26.24,5.03
82,5316.62,FeII,3.15,-1.78,90.42,5.12
83,5362.87,FeII,3.2,-2.62,37.96,5.06
84,5425.26,FeII,3.2,-3.39,10.64,5.12
85,6247.56,FeII,3.89,-2.33,9.25,4.78
86,6456.38,FeII,3.9,-2.08,18.94,4.9
