,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,4032.63,FeI,1.48,-2.38,77.32,5.01
1,4063.28,FeI,3.37,-0.81,45.51,5.11
2,4114.44,FeI,2.83,-1.3,42.35,4.89
3,4153.9,FeI,3.4,-0.28,55.79,4.79
4,4154.5,FeI,2.83,-0.69,68.46,4.76
5,4157.78,FeI,3.42,-0.4,38.75,4.64
6,4173.92,FeI,0.99,-3.29,50.76,4.84
7,4174.91,FeI,0.91,-2.94,79.69,4.99
8,4175.64,FeI,2.85,-0.83,68.59,4.99
9,4182.38,FeI,3.02,-1.18,39.66,5.0
10,4184.89,FeI,2.83,-0.87,86.77,5.33
11,4217.55,FeI,3.43,-0.48,54.67,5.0
12,4227.43,FeI,3.33,0.27,99.83,5.13
13,4233.6,FeI,2.48,-0.6,94.09,4.83
14,4238.81,FeI,3.4,-0.23,78.99,5.26
15,4337.05,FeI,1.56,-1.7,97.72,4.8
16,4352.74,FeI,2.22,-1.29,99.49,5.33
17,4430.61,FeI,2.22,-1.73,55.08,4.78
18,4443.19,FeI,2.86,-1.04,50.6,4.82
19,4447.72,FeI,2.22,-1.34,88.42,5.08
20,4602.0,FeI,1.61,-3.13,41.26,5.18
21,4647.43,FeI,2.95,-1.35,30.45,4.82
22,4668.13,FeI,3.26,-1.08,34.43,5.04
23,4669.17,FeI,3.65,-1.25,13.76,5.21
24,4678.85,FeI,3.6,-0.68,23.31,4.76
25,4707.27,FeI,3.24,-0.96,46.01,5.12
26,4733.59,FeI,1.48,-2.99,44.13,4.92
27,4736.77,FeI,3.21,-0.67,48.29,4.78
28,4772.8,FeI,1.56,-2.9,38.72,4.83
29,4872.14,FeI,2.88,-0.57,75.62,4.73
30,4882.14,FeI,3.41,-1.48,15.95,5.17
31,4890.76,FeI,2.88,-0.38,96.42,4.99
32,4903.31,FeI,2.88,-0.89,65.39,4.86
33,4918.99,FeI,2.86,-0.34,91.13,4.82
34,4924.77,FeI,2.28,-2.11,33.6,4.84
35,4938.81,FeI,2.88,-1.08,51.22,4.81
36,4966.09,FeI,3.33,-0.79,28.79,4.71
37,5014.94,FeI,3.94,-0.18,38.67,4.96
38,5022.24,FeI,3.98,-0.33,28.73,5.0
39,5049.82,FeI,2.28,-1.35,96.13,5.14
40,5068.77,FeI,2.94,-1.04,63.56,5.07
41,5074.75,FeI,4.22,-0.2,24.16,5.08
42,5098.7,FeI,2.17,-2.03,71.84,5.24
43,5131.47,FeI,2.22,-2.52,22.14,4.89
44,5133.69,FeI,4.17,0.36,58.18,5.04
45,5141.74,FeI,2.42,-2.24,31.36,5.07
46,5150.84,FeI,0.99,-3.04,97.28,5.28
47,5162.27,FeI,4.18,0.02,48.31,5.21
48,5191.45,FeI,3.04,-0.55,97.72,5.37
49,5192.34,FeI,3.0,-0.42,99.27,5.13
50,5198.71,FeI,2.22,-2.09,38.77,4.8
51,5202.34,FeI,2.17,-1.87,70.17,5.05
52,5217.39,FeI,3.21,-1.07,35.37,4.96
53,5225.53,FeI,0.11,-4.75,74.18,5.41
54,5247.05,FeI,0.09,-4.97,50.05,5.25
55,5250.21,FeI,0.12,-4.9,57.08,5.33
56,5250.21,FeI,0.12,-4.9,49.47,5.22
57,5250.65,FeI,2.2,-2.18,48.12,5.04
58,5254.96,FeI,0.11,-4.76,69.59,5.4
59,5266.56,FeI,3.0,-0.39,92.58,4.96
60,5281.79,FeI,3.04,-0.83,71.28,5.09
61,5283.62,FeI,3.24,-0.45,70.65,4.95
62,5302.3,FeI,3.28,-0.73,64.73,5.14
63,5324.18,FeI,3.21,-0.11,86.69,4.87
64,5332.9,FeI,1.56,-2.78,61.22,5.02
65,5339.93,FeI,3.26,-0.63,67.02,5.07
66,5393.17,FeI,3.24,-0.72,50.96,4.85
67,5410.91,FeI,4.47,0.4,26.36,4.79
68,5415.2,FeI,4.39,0.64,39.0,4.7
69,5424.07,FeI,4.32,0.52,43.65,4.78
70,5572.84,FeI,3.39,-0.28,72.37,4.94
71,5576.09,FeI,3.43,-1.0,40.34,5.17
72,5586.76,FeI,3.37,-0.11,78.23,4.86
73,5615.64,FeI,3.33,0.04,91.64,4.88
74,5624.54,FeI,3.41,-0.76,41.34,4.94
75,5701.54,FeI,2.56,-2.22,34.96,5.23
76,5709.38,FeI,3.37,-1.01,52.69,5.32
77,5956.69,FeI,0.86,-4.5,29.82,5.31
78,6065.48,FeI,2.61,-1.53,71.41,5.17
79,6137.69,FeI,2.59,-1.4,74.92,5.07
80,6180.2,FeI,2.73,-2.65,7.98,5.07
81,6200.31,FeI,2.61,-2.44,27.94,5.38
82,6213.43,FeI,2.22,-2.48,29.0,4.93
83,6219.28,FeI,2.2,-2.45,38.34,5.05
84,6230.72,FeI,2.56,-1.28,93.16,5.23
85,6246.32,FeI,3.6,-0.77,27.2,4.86
86,6301.5,FeI,3.65,-0.71,46.74,5.2
87,6322.69,FeI,2.59,-2.43,29.66,5.38
88,6400.0,FeI,3.6,-0.27,63.44,4.98
89,6411.65,FeI,3.65,-0.59,36.0,4.92
90,6430.85,FeI,2.17,-1.95,68.46,4.98
91,6546.24,FeI,2.76,-1.54,63.55,5.2
92,6592.91,FeI,2.73,-1.47,54.53,4.96
93,6593.87,FeI,2.43,-2.42,29.74,5.13
94,6677.99,FeI,2.69,-1.42,76.79,5.2
95,4178.86,FeII,2.58,-2.44,85.6,5.2
96,4416.83,FeII,2.78,-2.41,63.43,4.93
97,4489.18,FeII,2.83,-2.97,46.41,5.24
98,4491.41,FeII,2.85,-2.64,56.6,5.12
99,4515.34,FeII,2.84,-2.36,49.3,4.75
100,4522.63,FeII,2.84,-1.99,81.28,4.9
101,4541.52,FeII,2.86,-2.79,26.83,4.77
102,4555.89,FeII,2.83,-2.25,78.95,5.1
103,4576.34,FeII,2.84,-2.92,19.15,4.7
104,4620.52,FeII,2.83,-3.19,22.06,4.97
105,5197.58,FeII,3.23,-2.05,56.92,4.92
106,5234.63,FeII,3.22,-2.18,62.59,5.14
107,5276.0,FeII,3.2,-1.9,67.39,4.9
108,5284.11,FeII,2.89,-3.19,41.87,5.42
109,5316.62,FeII,3.15,-1.78,84.44,5.03
110,5362.87,FeII,3.2,-2.62,33.53,5.04
111,6432.68,FeII,2.89,-3.71,17.7,5.36
112,6456.38,FeII,3.9,-2.08,20.23,5.05
