,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,3878.02,FeI,0.96,-0.9,114.5,5.44
1,3899.71,FeI,0.09,-1.51,115.2,5.31
2,3902.95,FeI,1.56,-0.44,109.0,5.42
3,3920.26,FeI,0.12,-1.73,97.6,5.25
4,3922.91,FeI,0.05,-1.63,101.2,5.15
5,3977.74,FeI,2.2,-1.12,44.1,5.31
6,4009.71,FeI,2.22,-1.25,38.8,5.34
7,4021.87,FeI,2.67,-0.73,43.9,5.37
8,4063.59,FeI,1.56,0.06,137.9,5.25
9,4070.77,FeI,3.24,-0.87,12.3,5.21
10,4071.74,FeI,1.61,-0.01,124.3,5.21
11,4076.63,FeI,3.21,-0.59,27.3,5.34
12,4084.49,FeI,3.33,-0.54,23.4,5.31
13,4114.44,FeI,2.83,-1.3,13.5,5.29
14,4132.9,FeI,2.84,-0.92,24.2,5.25
15,4147.67,FeI,1.48,-2.07,31.5,5.26
16,4154.5,FeI,2.83,-0.69,34.7,5.25
17,4158.79,FeI,3.43,-0.7,11.0,5.16
18,4174.91,FeI,0.91,-2.94,21.1,5.31
19,4175.64,FeI,2.85,-0.83,29.4,5.29
20,4181.76,FeI,2.83,-0.37,54.4,5.37
21,4184.89,FeI,2.83,-0.87,32.1,5.38
22,4187.8,FeI,2.42,-0.55,68.0,5.36
23,4191.43,FeI,2.47,-0.67,55.1,5.27
24,4195.33,FeI,3.33,-0.49,28.3,5.38
25,4199.1,FeI,3.05,0.16,58.1,5.14
26,4206.7,FeI,0.05,-3.96,17.9,5.39
27,4217.55,FeI,3.43,-0.48,20.8,5.27
28,4222.21,FeI,2.45,-0.97,38.8,5.23
29,4227.43,FeI,3.33,0.27,66.2,5.44
30,4233.6,FeI,2.48,-0.6,56.6,5.23
31,4238.81,FeI,3.4,-0.23,32.2,5.26
32,4250.12,FeI,2.47,-0.41,69.5,5.28
33,4250.79,FeI,1.56,-0.71,86.5,5.22
34,4271.76,FeI,1.49,-0.16,129.9,5.29
35,4282.4,FeI,2.17,-0.78,57.0,5.21
36,4325.76,FeI,1.61,0.01,124.5,5.16
37,4375.93,FeI,0.0,-3.0,58.0,5.3
38,4404.75,FeI,1.56,-0.15,130.5,5.33
39,4408.41,FeI,2.2,-1.77,22.0,5.4
40,4415.12,FeI,1.61,-0.62,101.0,5.43
41,4427.31,FeI,0.05,-2.92,65.0,5.46
42,4430.61,FeI,2.22,-1.73,22.2,5.38
43,4442.34,FeI,2.2,-1.23,37.6,5.21
44,4443.19,FeI,2.86,-1.04,16.6,5.15
45,4447.72,FeI,2.22,-1.34,44.9,5.49
46,4459.12,FeI,2.17,-1.33,47.3,5.48
47,4466.55,FeI,2.83,-0.6,52.1,5.53
48,4484.22,FeI,3.6,-0.64,10.8,5.23
49,4528.61,FeI,2.17,-0.89,64.1,5.39
50,4592.65,FeI,1.56,-2.46,14.8,5.24
51,4619.29,FeI,3.6,-1.06,7.8,5.48
52,4668.13,FeI,3.26,-1.08,9.4,5.27
53,4707.27,FeI,3.24,-0.96,15.4,5.37
54,4733.59,FeI,1.48,-2.99,7.6,5.35
55,4871.32,FeI,2.87,-0.34,53.7,5.24
56,4872.14,FeI,2.88,-0.57,39.1,5.2
57,4890.76,FeI,2.88,-0.38,62.4,5.45
58,4903.31,FeI,2.88,-0.89,30.4,5.34
59,4918.99,FeI,2.86,-0.34,55.8,5.26
60,4920.5,FeI,2.83,0.07,83.6,5.33
61,4924.77,FeI,2.28,-2.11,12.5,5.48
62,4938.81,FeI,2.88,-1.08,15.8,5.15
63,4966.09,FeI,3.33,-0.79,16.2,5.3
64,4994.13,FeI,0.91,-2.97,16.5,5.14
65,5001.86,FeI,3.88,-0.01,23.6,5.26
66,5005.71,FeI,3.88,-0.12,17.7,5.21
67,5006.12,FeI,2.83,-0.61,40.8,5.22
68,5012.07,FeI,0.86,-2.6,35.3,5.2
69,5041.07,FeI,0.96,-3.09,22.0,5.47
70,5041.76,FeI,1.48,-2.2,40.9,5.53
71,5049.82,FeI,2.28,-1.35,31.8,5.26
72,5051.64,FeI,0.91,-2.76,33.1,5.35
73,5068.77,FeI,2.94,-1.04,17.3,5.21
74,5110.41,FeI,0.0,-3.76,29.4,5.37
75,5123.72,FeI,1.01,-3.06,16.6,5.33
76,5127.36,FeI,0.91,-3.25,14.7,5.35
77,5133.69,FeI,4.17,0.36,32.6,5.36
78,5162.27,FeI,4.18,0.02,22.5,5.48
79,5171.6,FeI,1.48,-1.72,56.0,5.35
80,5191.45,FeI,3.04,-0.55,43.9,5.41
81,5192.34,FeI,3.0,-0.42,38.6,5.14
82,5194.94,FeI,1.56,-2.02,35.0,5.29
83,5202.34,FeI,2.17,-1.87,22.5,5.44
84,5229.85,FeI,3.28,-0.97,15.5,5.4
85,5232.94,FeI,2.94,-0.06,67.0,5.25
86,5266.56,FeI,3.0,-0.39,46.7,5.26
87,5281.79,FeI,3.04,-0.83,26.9,5.34
88,5283.62,FeI,3.24,-0.45,36.3,5.35
89,5302.3,FeI,3.28,-0.73,20.0,5.29
90,5324.18,FeI,3.21,-0.11,49.8,5.23
91,5328.04,FeI,0.91,-1.47,97.1,5.46
92,5328.53,FeI,1.56,-1.85,44.3,5.3
93,5339.93,FeI,3.26,-0.63,25.4,5.31
94,5341.02,FeI,1.61,-1.95,36.9,5.3
95,5364.87,FeI,4.45,0.23,23.1,5.53
96,5367.47,FeI,4.42,0.44,25.7,5.36
97,5369.96,FeI,4.37,0.54,28.3,5.27
98,5371.49,FeI,0.96,-1.64,85.8,5.44
99,5383.37,FeI,4.31,0.65,36.1,5.27
100,5393.17,FeI,3.24,-0.72,17.2,5.16
101,5397.13,FeI,0.91,-1.98,72.4,5.42
102,5405.78,FeI,0.99,-1.85,74.6,5.42
103,5410.91,FeI,4.47,0.4,21.9,5.35
104,5424.07,FeI,4.32,0.52,39.3,5.47
105,5429.7,FeI,0.96,-1.88,80.6,5.55
106,5434.52,FeI,1.01,-2.13,63.9,5.46
107,5497.52,FeI,1.01,-2.83,24.7,5.3
108,5501.47,FeI,0.96,-3.05,17.4,5.27
109,5506.78,FeI,0.99,-2.79,28.1,5.33
110,5569.62,FeI,3.41,-0.52,21.4,5.24
111,5572.84,FeI,3.39,-0.28,33.4,5.25
112,5586.76,FeI,3.37,-0.11,40.9,5.21
113,5615.64,FeI,3.33,0.04,50.4,5.2
114,6065.48,FeI,2.61,-1.53,18.1,5.37
115,6137.69,FeI,2.59,-1.4,33.1,5.59
116,6191.56,FeI,2.43,-1.42,33.1,5.45
117,6230.72,FeI,2.56,-1.28,29.0,5.34
118,6232.64,FeI,3.65,-1.24,6.1,5.54
119,6252.56,FeI,2.4,-1.69,24.3,5.49
120,6265.13,FeI,2.17,-2.54,6.7,5.44
121,6393.6,FeI,2.43,-1.58,15.7,5.15
122,6400.0,FeI,3.6,-0.27,30.2,5.35
123,6421.35,FeI,2.28,-2.01,14.0,5.37
124,6430.85,FeI,2.17,-1.95,14.5,5.22
125,6592.91,FeI,2.73,-1.47,20.2,5.46
126,6677.99,FeI,2.69,-1.42,18.9,5.33
127,4178.86,FeII,2.58,-2.44,22.3,5.19
128,4233.17,FeII,2.58,-1.81,54.1,5.28
129,4491.41,FeII,2.85,-2.64,13.5,5.35
130,4508.29,FeII,2.86,-2.25,30.2,5.45
131,4515.34,FeII,2.84,-2.36,16.1,5.16
132,4522.63,FeII,2.84,-1.99,30.8,5.18
133,4541.52,FeII,2.86,-2.79,11.6,5.43
134,4576.34,FeII,2.84,-2.92,9.5,5.44
135,4583.84,FeII,2.81,-1.74,51.3,5.34
136,4620.52,FeII,2.83,-3.19,7.0,5.55
137,4923.93,FeII,2.89,-1.21,68.5,5.25
138,5018.44,FeII,2.89,-1.34,74.1,5.5
139,5197.58,FeII,3.23,-2.05,14.7,5.14
140,5234.63,FeII,3.22,-2.18,13.0,5.2
141,5276.0,FeII,3.2,-1.9,20.2,5.13
142,5316.62,FeII,3.15,-1.78,47.7,5.59
143,5362.87,FeII,3.2,-2.62,10.9,5.52
