,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,4222.21,FeI,2.45,-0.97,126.3,5.87
1,4233.6,FeI,2.48,-0.6,136.3,5.72
2,4619.29,FeI,3.6,-1.06,70.9,6.04
3,4637.5,FeI,3.28,-1.29,77.6,6.02
4,4871.32,FeI,2.87,-0.34,137.1,5.74
5,4890.76,FeI,2.88,-0.38,163.3,6.18
6,4903.31,FeI,2.88,-0.89,122.9,6.02
7,4918.99,FeI,2.86,-0.34,138.4,5.74
8,4924.77,FeI,2.28,-2.11,105.3,6.15
9,4938.81,FeI,2.88,-1.08,108.1,5.91
10,4966.09,FeI,3.33,-0.79,100.7,6.0
11,5001.86,FeI,3.88,-0.01,95.4,5.76
12,5002.79,FeI,3.4,-1.46,72.1,6.19
13,5006.12,FeI,2.83,-0.61,125.8,5.72
14,5014.94,FeI,3.94,-0.18,86.2,5.82
15,5049.82,FeI,2.28,-1.35,151.5,6.25
16,5051.64,FeI,0.91,-2.76,165.6,6.21
17,5068.77,FeI,2.94,-1.04,113.6,6.02
18,5074.75,FeI,4.22,-0.2,71.9,5.9
19,5127.36,FeI,0.91,-3.25,129.4,6.02
20,5166.28,FeI,0.0,-4.12,153.1,6.16
21,5171.6,FeI,1.48,-1.72,164.6,5.83
22,5194.94,FeI,1.56,-2.02,161.0,6.16
23,5198.71,FeI,2.22,-2.09,112.8,6.15
24,5215.18,FeI,3.26,-0.86,89.0,5.71
25,5216.27,FeI,1.61,-2.08,136.1,5.84
26,5217.39,FeI,3.21,-1.07,88.6,5.86
27,5225.53,FeI,0.11,-4.75,122.7,6.33
28,5232.94,FeI,2.94,-0.06,157.8,5.79
29,5242.49,FeI,3.63,-0.97,69.7,5.91
30,5247.05,FeI,0.09,-4.97,115.2,6.37
31,5250.21,FeI,0.12,-4.9,108.9,6.21
32,5253.46,FeI,3.28,-1.58,48.5,5.75
33,5263.31,FeI,3.26,-0.87,101.0,5.96
34,5266.56,FeI,3.0,-0.39,140.6,5.91
35,5281.79,FeI,3.04,-0.83,111.5,5.86
36,5288.52,FeI,3.69,-1.49,35.0,5.91
37,5307.36,FeI,1.61,-2.91,96.2,5.86
38,5324.18,FeI,3.21,-0.11,135.3,5.78
39,5332.9,FeI,1.56,-2.78,116.3,6.06
40,5341.02,FeI,1.61,-1.95,167.1,6.2
41,5364.87,FeI,4.45,0.23,72.6,5.73
42,5367.47,FeI,4.42,0.44,85.0,5.71
43,5369.96,FeI,4.37,0.54,107.0,5.95
44,5379.57,FeI,3.69,-1.51,37.1,5.96
45,5383.37,FeI,4.31,0.65,100.2,5.65
46,5389.48,FeI,4.42,-0.41,49.5,5.94
47,5410.91,FeI,4.47,0.4,81.3,5.74
48,5424.07,FeI,4.32,0.52,112.1,6.0
49,5569.62,FeI,3.41,-0.52,120.5,6.12
50,5572.84,FeI,3.39,-0.28,133.5,6.09
51,5576.09,FeI,3.43,-1.0,99.6,6.22
52,5586.76,FeI,3.37,-0.11,127.3,5.78
53,5618.63,FeI,4.21,-1.25,13.6,5.74
54,5624.54,FeI,3.41,-0.76,113.3,6.22
55,5638.26,FeI,4.22,-0.72,48.2,5.98
56,5753.12,FeI,4.26,-0.62,36.7,5.72
57,5775.08,FeI,4.22,-1.08,24.3,5.88
58,5816.37,FeI,4.55,-0.6,29.0,5.89
59,5905.67,FeI,4.65,-0.77,14.5,5.8
60,5916.25,FeI,2.45,-2.99,37.6,5.93
61,5956.69,FeI,0.86,-4.5,72.4,6.02
62,6003.01,FeI,3.88,-1.1,44.3,5.87
63,6008.56,FeI,3.88,-0.98,54.9,5.93
64,6024.06,FeI,4.55,-0.12,67.3,6.08
65,6056.0,FeI,4.73,-0.32,24.0,5.71
66,6065.48,FeI,2.61,-1.53,111.3,5.91
67,6078.49,FeI,4.8,-0.32,28.7,5.89
