,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,4032.63,FeI,1.48,-2.38,81.0,5.94
1,4063.28,FeI,3.37,-0.81,31.02,5.31
2,4067.98,FeI,3.21,-0.53,78.81,5.88
3,4070.77,FeI,3.24,-0.87,38.72,5.4
4,4084.49,FeI,3.33,-0.54,71.3,5.9
5,4098.18,FeI,3.24,-0.97,55.5,5.81
6,4132.9,FeI,2.84,-0.92,58.87,5.42
7,4133.86,FeI,3.37,-1.13,47.16,5.94
8,4139.93,FeI,0.99,-3.51,32.51,5.47
9,4150.25,FeI,3.43,-1.19,20.9,5.55
10,4156.8,FeI,2.83,-0.81,77.72,5.83
11,4175.64,FeI,2.85,-0.83,69.53,5.58
12,4182.38,FeI,3.02,-1.18,58.75,5.88
13,4184.89,FeI,2.83,-0.87,68.9,5.6
14,4199.1,FeI,3.05,0.16,85.25,5.27
15,4222.21,FeI,2.45,-0.97,71.27,5.27
16,4233.6,FeI,2.48,-0.6,89.37,5.4
17,4238.81,FeI,3.4,-0.23,57.26,5.3
18,4430.61,FeI,2.22,-1.73,52.83,5.38
19,4442.34,FeI,2.2,-1.23,92.14,5.76
20,4443.19,FeI,2.86,-1.04,47.28,5.32
21,4466.55,FeI,2.83,-0.6,93.35,5.89
22,4484.22,FeI,3.6,-0.64,33.4,5.44
23,4489.74,FeI,0.12,-3.9,69.48,5.61
24,4602.94,FeI,1.48,-2.21,76.69,5.54
25,4647.43,FeI,2.95,-1.35,37.7,5.49
26,4772.8,FeI,1.56,-2.9,41.97,5.59
27,4871.32,FeI,2.87,-0.34,87.06,5.34
28,4872.14,FeI,2.88,-0.57,76.66,5.37
29,4875.88,FeI,3.33,-1.9,13.1,5.83
30,4890.76,FeI,2.88,-0.38,85.66,5.43
31,4891.49,FeI,2.85,-0.11,98.63,5.42
32,4907.73,FeI,3.43,-1.7,13.29,5.72
33,4924.77,FeI,2.28,-2.11,39.49,5.56
34,4938.81,FeI,2.88,-1.08,66.39,5.67
35,4939.69,FeI,0.86,-3.25,74.3,5.81
36,4946.39,FeI,3.37,-1.11,43.9,5.81
37,4950.11,FeI,3.41,-1.5,22.22,5.81
38,4994.13,FeI,0.91,-2.97,82.16,5.77
39,5006.12,FeI,2.83,-0.61,88.81,5.64
40,5012.07,FeI,0.86,-2.6,96.31,5.73
41,5014.94,FeI,3.94,-0.18,48.54,5.6
42,5028.13,FeI,3.57,-1.12,23.56,5.6
43,5039.25,FeI,3.37,-1.52,13.46,5.51
44,5049.82,FeI,2.28,-1.35,71.48,5.44
45,5051.64,FeI,0.91,-2.76,78.07,5.5
46,5051.64,FeI,0.91,-2.76,80.99,5.56
47,5074.75,FeI,4.22,-0.2,35.23,5.63
