,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,4337.05,FeI,1.56,-1.7,104.7,4.74
1,4494.56,FeI,2.2,-1.14,98.4,4.79
2,4592.65,FeI,1.56,-2.46,68.3,4.85
3,4871.32,FeI,2.87,-0.34,89.4,4.6
4,4890.76,FeI,2.88,-0.38,85.9,4.6
5,4903.31,FeI,2.88,-0.89,59.6,4.72
6,4918.99,FeI,2.86,-0.34,81.0,4.45
7,4938.81,FeI,2.88,-1.08,52.5,4.81
8,4994.13,FeI,0.91,-2.97,88.5,4.81
9,5041.76,FeI,1.48,-2.2,92.5,4.8
10,5049.82,FeI,2.28,-1.35,88.3,4.86
11,5051.64,FeI,0.91,-2.76,111.5,4.96
12,5079.22,FeI,2.2,-2.1,33.9,4.71
13,5079.74,FeI,0.99,-3.25,76.9,5.0
14,5083.34,FeI,0.96,-2.84,90.9,4.76
15,5150.84,FeI,0.99,-3.04,63.0,4.6
16,5151.91,FeI,1.01,-3.32,51.3,4.74
17,5202.34,FeI,2.17,-1.87,54.3,4.75
18,5216.27,FeI,1.61,-2.08,89.8,4.77
19,5232.94,FeI,2.94,-0.06,93.8,4.43
20,5250.65,FeI,2.2,-2.18,27.8,4.67
21,5266.56,FeI,3.0,-0.39,69.6,4.48
22,5281.79,FeI,3.04,-0.83,58.4,4.81
23,5324.18,FeI,3.21,-0.11,87.7,4.71
24,5328.04,FeI,0.91,-1.47,174.2,4.77
25,5332.9,FeI,1.56,-2.78,47.2,4.8
26,5339.93,FeI,3.26,-0.63,53.6,4.8
27,5341.02,FeI,1.61,-1.95,99.9,4.78
28,5397.13,FeI,0.91,-1.98,144.3,4.71
29,5405.78,FeI,0.99,-1.85,144.7,4.69
30,5429.7,FeI,0.96,-1.88,153.2,4.83
31,5497.52,FeI,1.01,-2.83,84.0,4.67
32,5501.47,FeI,0.96,-3.05,73.6,4.68
33,5506.78,FeI,0.99,-2.79,96.4,4.78
34,5572.84,FeI,3.39,-0.28,60.5,4.69
35,5586.76,FeI,3.37,-0.11,67.4,4.59
36,6065.48,FeI,2.61,-1.53,43.3,4.72
37,6191.56,FeI,2.43,-1.42,59.3,4.61
38,6400.0,FeI,3.6,-0.27,38.3,4.56
39,6421.35,FeI,2.28,-2.01,45.6,4.81
40,6494.98,FeI,2.4,-1.27,102.4,4.99
41,4491.41,FeII,2.85,-2.64,55.6,4.93
42,4515.34,FeII,2.84,-2.36,70.4,4.86
43,4923.93,FeII,2.89,-1.21,131.0,4.71
44,5197.58,FeII,3.23,-2.05,69.5,4.93
45,5234.63,FeII,3.22,-2.18,48.9,4.76
46,5276.0,FeII,3.2,-1.9,61.1,4.63
47,5316.62,FeII,3.15,-1.78,60.5,4.44
48,5362.87,FeII,3.2,-2.62,34.5,4.94
