,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,4066.59,FeI,2.99,-1.62,54.46,6.0
1,4084.49,FeI,3.33,-0.54,68.92,5.64
2,4114.44,FeI,2.83,-1.3,54.27,5.49
3,4139.93,FeI,0.99,-3.51,63.2,5.85
4,4154.5,FeI,2.83,-0.69,80.81,5.43
5,4157.78,FeI,3.42,-0.4,74.19,5.67
6,4182.38,FeI,3.02,-1.18,44.89,5.46
7,4184.89,FeI,2.83,-0.87,78.76,5.57
8,4206.7,FeI,0.05,-3.96,88.14,5.72
9,4238.81,FeI,3.4,-0.23,73.38,5.42
10,4401.29,FeI,3.6,-0.99,25.08,5.44
11,4430.61,FeI,2.22,-1.73,83.8,5.85
12,4602.94,FeI,1.48,-2.21,89.32,5.53
13,4625.05,FeI,3.24,-1.27,44.47,5.71
14,4637.5,FeI,3.28,-1.29,47.93,5.81
15,4668.13,FeI,3.26,-1.08,41.34,5.46
16,4669.17,FeI,3.65,-1.25,23.63,5.7
17,4678.85,FeI,3.6,-0.68,39.09,5.41
18,4733.59,FeI,1.48,-2.99,49.17,5.5
19,4736.77,FeI,3.21,-0.67,85.45,5.85
20,4789.65,FeI,3.55,-0.96,39.77,5.6
21,4903.31,FeI,2.88,-0.89,87.59,5.71
22,4924.77,FeI,2.28,-2.11,53.65,5.62
23,4939.69,FeI,0.86,-3.25,89.24,5.78
24,4946.39,FeI,3.37,-1.11,49.03,5.74
25,4950.11,FeI,3.41,-1.5,18.77,5.57
26,5001.86,FeI,3.88,-0.01,68.72,5.56
27,5002.79,FeI,3.4,-1.46,40.09,5.95
28,5005.71,FeI,3.88,-0.12,51.59,5.37
29,5006.12,FeI,2.83,-0.61,95.69,5.54
30,5014.94,FeI,3.94,-0.18,53.32,5.53
31,5022.24,FeI,3.98,-0.33,49.55,5.68
32,5028.13,FeI,3.57,-1.12,24.39,5.53
33,5074.75,FeI,4.22,-0.2,43.64,5.66
34,5133.69,FeI,4.17,0.36,62.0,5.38
35,5141.74,FeI,2.42,-2.24,45.78,5.74
36,5162.27,FeI,4.18,0.02,70.2,5.92
37,5198.71,FeI,2.22,-2.09,76.22,5.89
38,5215.18,FeI,3.26,-0.86,56.7,5.5
39,5217.39,FeI,3.21,-1.07,46.71,5.49
40,5225.53,FeI,0.11,-4.75,66.45,5.96
41,5247.05,FeI,0.09,-4.97,48.79,5.81
42,5250.21,FeI,0.12,-4.9,44.87,5.73
43,5250.65,FeI,2.2,-2.18,70.4,5.84
44,5253.46,FeI,3.28,-1.58,29.86,5.74
45,5263.31,FeI,3.26,-0.87,82.75,6.02
46,5281.79,FeI,3.04,-0.83,86.44,5.76
47,5283.62,FeI,3.24,-0.45,98.55,5.86
48,5302.3,FeI,3.28,-0.73,62.96,5.52
49,5307.36,FeI,1.61,-2.91,75.45,6.02
50,5322.04,FeI,2.28,-2.8,23.81,5.68
51,5332.9,FeI,1.56,-2.78,71.38,5.73
52,5339.93,FeI,3.26,-0.63,77.19,5.65
53,5364.87,FeI,4.45,0.23,66.05,5.88
54,5365.4,FeI,3.57,-1.02,37.62,5.64
55,5369.96,FeI,4.37,0.54,66.33,5.5
56,5383.37,FeI,4.31,0.65,67.98,5.37
57,5393.17,FeI,3.24,-0.72,75.84,5.71
