,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,4063.28,FeI,3.37,-0.81,54.71,5.38
1,4098.18,FeI,3.24,-0.97,64.78,5.6
2,4153.9,FeI,3.4,-0.28,79.67,5.43
3,4181.76,FeI,2.83,-0.37,98.08,5.46
4,4484.22,FeI,3.6,-0.64,49.52,5.32
5,4595.36,FeI,3.3,-1.76,45.73,6.01
6,4602.0,FeI,1.61,-3.13,64.89,5.72
7,4607.65,FeI,3.26,-1.33,44.46,5.54
8,4619.29,FeI,3.6,-1.06,42.6,5.64
9,4637.5,FeI,3.28,-1.29,50.26,5.59
10,4647.43,FeI,2.95,-1.35,69.25,5.68
11,4661.97,FeI,2.99,-2.5,10.82,5.6
12,4668.13,FeI,3.26,-1.08,52.56,5.41
13,4678.85,FeI,3.6,-0.68,55.34,5.49
14,4786.81,FeI,3.02,-1.61,53.19,5.64
15,4800.65,FeI,4.14,-1.03,21.57,5.78
16,4903.31,FeI,2.88,-0.89,98.62,5.7
17,4924.77,FeI,2.28,-2.11,78.18,5.79
18,4946.39,FeI,3.37,-1.11,73.93,5.96
19,4950.11,FeI,3.41,-1.5,26.81,5.48
20,4966.09,FeI,3.33,-0.79,70.86,5.57
21,5001.86,FeI,3.88,-0.01,71.89,5.43
22,5005.71,FeI,3.88,-0.12,85.77,5.9
23,5014.94,FeI,3.94,-0.18,51.91,5.3
24,5039.25,FeI,3.37,-1.52,35.27,5.61
25,5044.21,FeI,2.85,-2.02,55.8,5.88
26,5068.77,FeI,2.94,-1.04,94.08,5.86
27,5133.69,FeI,4.17,0.36,82.48,5.62
28,5141.74,FeI,2.42,-2.24,58.39,5.63
29,5198.71,FeI,2.22,-2.09,84.07,5.74
30,5217.39,FeI,3.21,-1.07,63.85,5.53
31,5225.53,FeI,0.11,-4.75,89.14,5.92
32,5229.85,FeI,3.28,-0.97,72.71,5.65
33,5242.49,FeI,3.63,-0.97,45.8,5.58
34,5253.46,FeI,3.28,-1.58,33.44,5.55
35,5281.79,FeI,3.04,-0.83,83.23,5.44
36,5288.52,FeI,3.69,-1.49,15.1,5.47
37,5307.36,FeI,1.61,-2.91,81.24,5.79
38,5322.04,FeI,2.28,-2.8,33.88,5.53
39,5332.9,FeI,1.56,-2.78,91.7,5.79
40,5339.93,FeI,3.26,-0.63,91.56,5.73
41,5364.87,FeI,4.45,0.23,46.13,5.33
42,5365.4,FeI,3.57,-1.02,32.49,5.28
43,5367.47,FeI,4.42,0.44,57.55,5.31
44,5369.96,FeI,4.37,0.54,67.44,5.35
45,5373.71,FeI,4.47,-0.71,13.1,5.54
46,5379.57,FeI,3.69,-1.51,19.08,5.62
47,5383.37,FeI,4.31,0.65,80.22,5.46
48,5389.48,FeI,4.42,-0.41,30.36,5.67
49,5410.91,FeI,4.47,0.4,59.49,5.44
50,5415.2,FeI,4.39,0.64,83.11,5.59
51,5424.07,FeI,4.32,0.52,94.48,5.89
52,5473.9,FeI,4.15,-0.72,19.33,5.35
53,5563.6,FeI,4.19,-0.75,20.21,5.44
54,5572.84,FeI,3.39,-0.28,99.77,5.66
55,5576.09,FeI,3.43,-1.0,72.64,5.86
56,5662.52,FeI,4.17,-0.41,31.4,5.35
57,5701.54,FeI,2.56,-2.22,58.34,5.71
58,5705.99,FeI,4.61,-0.46,33.84,5.96
59,5717.83,FeI,4.28,-0.96,17.78,5.72
60,5731.76,FeI,4.26,-1.3,14.86,5.9
61,5816.37,FeI,4.55,-0.6,22.37,5.76
62,5956.69,FeI,0.86,-4.5,47.05,5.68
63,6003.01,FeI,3.88,-1.1,36.67,5.78
64,6056.0,FeI,4.73,-0.32,11.95,5.36
65,6065.48,FeI,2.61,-1.53,96.5,5.83
66,6078.49,FeI,4.8,-0.32,16.5,5.64
67,6102.17,FeI,4.83,-0.52,16.94,5.85
68,6127.91,FeI,4.14,-1.4,8.16,5.64
69,6151.62,FeI,2.17,-3.37,17.24,5.53
70,6173.34,FeI,2.22,-2.88,52.19,5.84
71,6200.31,FeI,2.61,-2.44,40.06,5.63
72,6213.43,FeI,2.22,-2.48,68.61,5.72
73,6219.28,FeI,2.2,-2.45,80.12,5.88
74,6232.64,FeI,3.65,-1.24,36.84,5.63
75,6301.5,FeI,3.65,-0.71,50.82,5.32
76,6302.49,FeI,3.69,-0.97,46.29,5.58
77,6315.81,FeI,4.08,-1.63,7.67,5.72
78,6322.69,FeI,2.59,-2.43,31.58,5.46
79,6335.33,FeI,2.2,-2.18,90.03,5.77
80,6336.82,FeI,3.68,-0.85,61.91,5.74
81,6411.65,FeI,3.65,-0.59,71.94,5.61
82,6421.35,FeI,2.28,-2.01,96.23,5.85
83,6469.19,FeI,4.83,-0.81,10.75,5.9
84,6498.94,FeI,0.96,-4.69,33.15,5.74
85,6518.37,FeI,2.83,-2.46,28.51,5.68
86,6546.24,FeI,2.76,-1.54,73.65,5.54
87,6820.37,FeI,4.64,-1.29,6.57,5.9
88,6916.68,FeI,4.15,-1.45,12.54,5.79
89,7440.91,FeI,4.91,-0.57,11.5,5.75
90,7723.21,FeI,2.28,-3.62,11.32,5.61
91,4122.67,FeII,2.58,-3.38,54.12,5.85
92,4491.41,FeII,2.85,-2.64,55.13,5.41
93,4508.29,FeII,2.86,-2.25,92.98,5.95
94,4555.89,FeII,2.83,-2.25,69.17,5.3
95,4576.34,FeII,2.84,-2.92,54.09,5.68
96,4620.52,FeII,2.83,-3.19,44.55,5.71
97,5197.58,FeII,3.23,-2.05,65.76,5.41
98,5234.63,FeII,3.22,-2.18,59.69,5.43
99,5264.81,FeII,3.23,-3.23,21.93,5.7
100,5276.0,FeII,3.2,-1.9,94.69,5.84
101,5284.11,FeII,2.89,-3.19,28.0,5.45
102,5325.55,FeII,3.22,-3.16,17.38,5.48
103,5362.87,FeII,3.2,-2.62,57.96,5.8
104,5425.26,FeII,3.2,-3.39,23.74,5.86
105,5534.85,FeII,3.25,-2.87,34.0,5.62
106,6416.92,FeII,3.89,-2.88,10.64,5.69
107,6432.68,FeII,2.89,-3.71,20.83,5.73
108,6456.38,FeII,3.9,-2.08,31.7,5.53
