,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,4216.18,FeI,0.0,-3.36,101.9,5.02
1,4222.21,FeI,2.45,-0.97,54.7,4.69
2,4260.47,FeI,2.4,0.08,122.7,4.52
3,4282.4,FeI,2.17,-0.78,93.7,4.72
4,4337.05,FeI,1.56,-1.7,82.8,4.8
5,4427.31,FeI,0.05,-2.92,114.8,4.81
6,4442.34,FeI,2.2,-1.23,76.0,4.93
7,4443.19,FeI,2.86,-1.04,37.7,4.95
8,4461.65,FeI,0.09,-3.19,93.8,4.79
9,4494.56,FeI,2.2,-1.14,82.3,4.92
10,4531.15,FeI,1.48,-2.1,59.1,4.79
11,4602.94,FeI,1.48,-2.21,60.1,4.91
12,4707.27,FeI,3.24,-0.96,21.9,4.97
13,4872.14,FeI,2.88,-0.57,40.1,4.51
14,4891.49,FeI,2.85,-0.11,86.2,4.62
15,4903.31,FeI,2.88,-0.89,43.0,4.87
16,5001.86,FeI,3.88,-0.01,25.0,4.76
17,5006.12,FeI,2.83,-0.61,42.3,4.52
18,5012.07,FeI,0.86,-2.6,65.8,4.65
19,5049.82,FeI,2.28,-1.35,33.9,4.53
20,5051.64,FeI,0.91,-2.76,82.1,5.07
21,5083.34,FeI,0.96,-2.84,57.0,4.88
22,5123.72,FeI,1.01,-3.06,38.9,4.91
23,5127.36,FeI,0.91,-3.25,45.2,5.08
24,5142.93,FeI,0.96,-3.07,33.6,4.77
25,5150.84,FeI,0.99,-3.04,44.4,4.94
26,5171.6,FeI,1.48,-1.72,76.8,4.59
27,5192.34,FeI,3.0,-0.42,44.2,4.54
28,5263.31,FeI,3.26,-0.87,27.3,4.99
29,5269.54,FeI,0.86,-1.33,135.5,4.36
30,5283.62,FeI,3.24,-0.45,24.2,4.48
31,5328.04,FeI,0.91,-1.47,126.2,4.4
32,5371.49,FeI,0.96,-1.64,113.5,4.42
33,5383.37,FeI,4.31,0.65,26.9,4.59
34,5393.17,FeI,3.24,-0.72,16.1,4.54
35,5405.78,FeI,0.99,-1.85,111.8,4.63
36,5410.91,FeI,4.47,0.4,9.9,4.52
37,5429.7,FeI,0.96,-1.88,99.4,4.45
38,5434.52,FeI,1.01,-2.13,97.0,4.72
39,5497.52,FeI,1.01,-2.83,44.1,4.73
40,5506.78,FeI,0.99,-2.79,44.3,4.67
41,5586.76,FeI,3.37,-0.11,54.1,4.75
42,6494.98,FeI,2.4,-1.27,61.7,4.91
43,4178.86,FeII,2.58,-2.44,38.6,4.82
44,4233.17,FeII,2.58,-1.81,84.4,4.8
45,4416.83,FeII,2.78,-2.41,44.0,5.07
46,4508.29,FeII,2.86,-2.25,20.8,4.57
47,4522.63,FeII,2.84,-1.99,50.0,4.8
48,4555.89,FeII,2.83,-2.25,25.0,4.63
49,4583.84,FeII,2.81,-1.74,54.2,4.57
50,4923.93,FeII,2.89,-1.21,99.0,4.69
51,5018.44,FeII,2.89,-1.34,70.6,4.44
52,5276.0,FeII,3.2,-1.9,40.3,4.92
