,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,4098.18,FeI,3.24,-0.97,18.89,4.46
1,4134.68,FeI,2.83,-0.65,39.73,4.1
2,4139.93,FeI,0.99,-3.51,29.14,4.51
3,4147.67,FeI,1.48,-2.07,67.73,4.37
4,4152.17,FeI,0.96,-3.16,31.19,4.18
5,4157.78,FeI,3.42,-0.4,22.02,4.28
6,4158.79,FeI,3.43,-0.7,12.13,4.31
7,4172.75,FeI,0.96,-3.02,53.6,4.39
8,4174.91,FeI,0.91,-2.94,71.46,4.56
9,4175.64,FeI,2.85,-0.83,32.68,4.18
10,4181.76,FeI,2.83,-0.37,58.89,4.17
11,4182.38,FeI,3.02,-1.18,24.74,4.6
12,4187.04,FeI,2.45,-0.56,87.98,4.46
13,4187.8,FeI,2.42,-0.55,77.06,4.21
14,4191.43,FeI,2.47,-0.67,78.83,4.44
15,4199.1,FeI,3.05,0.16,72.5,4.2
16,4206.7,FeI,0.05,-3.96,70.61,4.47
17,4222.21,FeI,2.45,-0.97,63.78,4.39
18,4238.81,FeI,3.4,-0.23,42.18,4.4
19,4258.32,FeI,0.09,-4.36,59.22,4.75
20,4271.15,FeI,2.45,-0.35,96.79,4.36
21,4291.46,FeI,0.05,-4.08,70.6,4.64
22,4337.05,FeI,1.56,-1.7,77.41,4.2
23,4352.74,FeI,2.22,-1.29,68.67,4.5
24,4408.41,FeI,2.2,-1.77,49.47,4.58
25,4430.61,FeI,2.22,-1.73,43.09,4.52
26,4442.34,FeI,2.2,-1.23,66.1,4.3
27,4443.19,FeI,2.86,-1.04,29.24,4.31
28,4459.12,FeI,2.17,-1.33,77.51,4.63
29,4489.74,FeI,0.12,-3.9,72.46,4.48
30,4494.56,FeI,2.2,-1.14,71.73,4.31
31,4531.15,FeI,1.48,-2.1,78.37,4.49
32,4602.94,FeI,1.48,-2.21,51.73,4.16
33,4647.43,FeI,2.95,-1.35,17.89,4.44
34,4707.27,FeI,3.24,-0.96,30.94,4.7
35,4733.59,FeI,1.48,-2.99,29.53,4.61
36,4871.32,FeI,2.87,-0.34,73.92,4.32
37,4872.14,FeI,2.88,-0.57,44.03,4.09
38,4890.76,FeI,2.88,-0.38,65.8,4.28
39,4903.31,FeI,2.88,-0.89,34.67,4.25
40,4918.99,FeI,2.86,-0.34,61.71,4.15
41,4924.77,FeI,2.28,-2.11,16.64,4.39
42,4938.81,FeI,2.88,-1.08,25.86,4.26
43,4939.69,FeI,0.86,-3.25,54.17,4.42
44,4985.25,FeI,3.93,-0.44,7.67,4.28
45,4994.13,FeI,0.91,-2.97,83.87,4.69
46,5005.71,FeI,3.88,-0.12,25.79,4.57
47,5041.07,FeI,0.96,-3.09,71.67,4.63
48,5041.76,FeI,1.48,-2.2,78.4,4.51
49,5049.82,FeI,2.28,-1.35,62.25,4.41
50,5051.64,FeI,0.91,-2.76,91.05,4.6
51,5068.77,FeI,2.94,-1.04,25.97,4.37
52,5074.75,FeI,4.22,-0.2,12.67,4.62
53,5079.22,FeI,2.2,-2.1,28.83,4.51
54,5079.74,FeI,0.99,-3.25,51.71,4.54
55,5083.34,FeI,0.96,-2.84,76.44,4.47
56,5127.36,FeI,0.91,-3.25,52.09,4.44
57,5133.69,FeI,4.17,0.36,15.84,4.14
