,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,4021.87,FeI,2.67,-0.73,79.02,4.88
1,4032.63,FeI,1.48,-2.38,45.78,4.61
2,4058.22,FeI,3.21,-1.18,24.63,4.99
3,4063.28,FeI,3.37,-0.81,33.87,5.01
4,4067.98,FeI,3.21,-0.53,55.35,4.92
5,4076.63,FeI,3.21,-0.59,51.63,4.93
6,4139.93,FeI,0.99,-3.51,35.95,4.95
7,4147.67,FeI,1.48,-2.07,76.49,4.78
8,4156.8,FeI,2.83,-0.81,73.55,5.06
9,4157.78,FeI,3.42,-0.4,42.39,4.83
10,4158.79,FeI,3.43,-0.7,19.8,4.7
11,4175.64,FeI,2.85,-0.83,60.09,4.84
12,4181.76,FeI,2.83,-0.37,87.71,4.85
13,4184.89,FeI,2.83,-0.87,54.79,4.8
14,4187.04,FeI,2.45,-0.56,95.76,4.79
15,4195.33,FeI,3.33,-0.49,27.41,4.56
16,4206.7,FeI,0.05,-3.96,88.44,5.13
17,4217.55,FeI,3.43,-0.48,43.69,4.93
18,4222.21,FeI,2.45,-0.97,77.85,4.83
19,4233.6,FeI,2.48,-0.6,84.76,4.69
20,4238.81,FeI,3.4,-0.23,51.58,4.74
21,4367.9,FeI,1.61,-2.88,40.75,5.11
22,4430.61,FeI,2.22,-1.73,68.38,5.1
23,4442.34,FeI,2.2,-1.23,89.38,4.95
24,4443.19,FeI,2.86,-1.04,37.66,4.71
25,4447.72,FeI,2.22,-1.34,84.9,5.03
26,4466.55,FeI,2.83,-0.6,84.87,4.97
27,4484.22,FeI,3.6,-0.64,15.18,4.69
28,4489.74,FeI,0.12,-3.9,82.05,5.03
29,4531.15,FeI,1.48,-2.1,87.75,4.91
30,4592.65,FeI,1.56,-2.46,70.0,5.05
31,4595.36,FeI,3.3,-1.76,5.65,4.95
32,4602.0,FeI,1.61,-3.13,25.37,5.08
33,4625.05,FeI,3.24,-1.27,13.57,4.78
34,4637.5,FeI,3.28,-1.29,13.27,4.89
35,4668.13,FeI,3.26,-1.08,25.86,4.95
36,4678.85,FeI,3.6,-0.68,17.05,4.75
37,4709.09,FeI,3.65,-1.32,7.74,5.03
38,4733.59,FeI,1.48,-2.99,31.03,4.93
39,4736.77,FeI,3.21,-0.67,54.69,5.01
40,4890.76,FeI,2.88,-0.38,81.14,4.67
41,4903.31,FeI,2.88,-0.89,52.4,4.78
42,4907.73,FeI,3.43,-1.7,3.78,4.98
43,4938.81,FeI,2.88,-1.08,43.91,4.81
44,4939.69,FeI,0.86,-3.25,68.37,4.95
45,4994.13,FeI,0.91,-2.97,80.07,4.9
46,5001.86,FeI,3.88,-0.01,42.52,4.89
47,5002.79,FeI,3.4,-1.46,14.34,5.19
48,5005.71,FeI,3.88,-0.12,26.05,4.71
49,5006.12,FeI,2.83,-0.61,84.63,4.92
50,5014.94,FeI,3.94,-0.18,33.79,5.01
51,5022.24,FeI,3.98,-0.33,12.46,4.72
52,5028.13,FeI,3.57,-1.12,17.35,5.11
53,5041.07,FeI,0.96,-3.09,78.42,5.06
54,5044.21,FeI,2.85,-2.02,12.93,5.08
55,5049.82,FeI,2.28,-1.35,79.39,4.92
56,5060.08,FeI,0.0,-5.43,11.02,4.98
57,5068.77,FeI,2.94,-1.04,45.94,4.88
58,5074.75,FeI,4.22,-0.2,23.56,5.13
59,5079.22,FeI,2.2,-2.1,43.7,5.04
60,5079.74,FeI,0.99,-3.25,63.66,5.06
61,5083.34,FeI,0.96,-2.84,88.45,5.01
62,5098.7,FeI,2.17,-2.03,52.31,5.04
63,5123.72,FeI,1.01,-3.06,58.15,4.8
64,5127.36,FeI,0.91,-3.25,71.1,5.09
65,5131.47,FeI,2.22,-2.52,18.71,4.97
66,5133.69,FeI,4.17,0.36,30.45,4.63
67,5151.91,FeI,1.01,-3.32,52.0,4.97
68,5162.27,FeI,4.18,0.02,23.22,4.82
69,5166.28,FeI,0.0,-4.12,93.77,5.14
70,5192.34,FeI,3.0,-0.42,77.95,4.78
71,5194.94,FeI,1.56,-2.02,89.05,4.84
72,5202.34,FeI,2.17,-1.87,59.58,5.0
73,5226.86,FeI,3.04,-0.55,81.22,5.0
74,5232.94,FeI,2.94,-0.06,96.73,4.67
75,5254.96,FeI,0.11,-4.76,45.49,5.24
76,5263.31,FeI,3.26,-0.87,34.11,4.86
77,5266.56,FeI,3.0,-0.39,73.92,4.69
78,5324.18,FeI,3.21,-0.11,82.17,4.78
79,5332.9,FeI,1.56,-2.78,44.1,4.94
80,5339.93,FeI,3.26,-0.63,41.65,4.78
81,5364.87,FeI,4.45,0.23,17.42,4.75
82,5365.4,FeI,3.57,-1.02,10.91,4.77
83,5367.47,FeI,4.42,0.44,28.54,4.79
84,5383.37,FeI,4.31,0.65,39.64,4.67
85,5410.91,FeI,4.47,0.4,31.37,4.93
86,5415.2,FeI,4.39,0.64,29.17,4.56
87,5424.07,FeI,4.32,0.52,47.79,4.94
88,5497.52,FeI,1.01,-2.83,94.77,5.05
89,5501.47,FeI,0.96,-3.05,90.78,5.14
90,5569.62,FeI,3.41,-0.52,34.35,4.67
91,5572.84,FeI,3.39,-0.28,54.04,4.73
92,5586.76,FeI,3.37,-0.11,63.76,4.69
93,5615.64,FeI,3.33,0.04,79.0,4.7
94,5624.54,FeI,3.41,-0.76,28.84,4.83
95,5701.54,FeI,2.56,-2.22,12.8,4.84
96,5956.69,FeI,0.86,-4.5,6.48,4.77
97,6003.01,FeI,3.88,-1.1,9.16,5.09
98,6008.56,FeI,3.88,-0.98,8.14,4.95
99,6024.06,FeI,4.55,-0.12,11.53,5.05
100,6065.48,FeI,2.61,-1.53,49.48,4.96
101,6173.34,FeI,2.22,-2.88,12.33,5.06
102,6191.56,FeI,2.43,-1.42,50.67,4.67
103,6200.31,FeI,2.61,-2.44,10.34,5.08
104,6213.43,FeI,2.22,-2.48,19.31,4.88
105,6219.28,FeI,2.2,-2.45,27.2,5.01
106,6230.72,FeI,2.56,-1.28,73.64,4.99
107,6246.32,FeI,3.6,-0.77,22.84,4.88
108,6252.56,FeI,2.4,-1.69,56.74,4.97
109,6335.33,FeI,2.2,-2.18,35.4,4.88
110,6393.6,FeI,2.43,-1.58,59.42,4.91
111,6411.65,FeI,3.65,-0.59,28.38,4.9
112,6421.35,FeI,2.28,-2.01,51.2,5.07
113,6430.85,FeI,2.17,-1.95,56.41,4.93
114,6546.24,FeI,2.76,-1.54,31.6,4.82
115,6592.91,FeI,2.73,-1.47,44.63,4.93
116,6593.87,FeI,2.43,-2.42,17.68,5.0
117,6677.99,FeI,2.69,-1.42,53.77,4.97
118,7495.07,FeI,4.22,-0.1,20.82,4.82
119,4122.67,FeII,2.58,-3.38,68.14,5.66
120,4489.18,FeII,2.83,-2.97,33.45,4.94
121,4508.29,FeII,2.86,-2.25,55.22,4.64
122,4515.34,FeII,2.84,-2.36,58.32,4.79
