,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,4063.28,FeI,3.37,-0.81,46.15,5.09
1,4067.98,FeI,3.21,-0.53,60.65,4.89
2,4076.63,FeI,3.21,-0.59,70.84,5.19
3,4098.18,FeI,3.24,-0.97,32.36,4.84
4,4132.9,FeI,2.84,-0.92,54.18,4.71
5,4134.68,FeI,2.83,-0.65,65.52,4.64
6,4139.93,FeI,0.99,-3.51,63.75,5.23
7,4147.67,FeI,1.48,-2.07,104.6,5.3
8,4152.17,FeI,0.96,-3.16,76.39,5.09
9,4153.9,FeI,3.4,-0.28,70.4,5.08
10,4157.78,FeI,3.42,-0.4,54.79,4.94
11,4175.64,FeI,2.85,-0.83,69.85,4.91
12,4182.38,FeI,3.02,-1.18,27.98,4.71
13,4184.89,FeI,2.83,-0.87,68.9,4.94
14,4191.43,FeI,2.47,-0.67,104.6,5.09
15,4195.33,FeI,3.33,-0.49,57.15,4.97
16,4199.1,FeI,3.05,0.16,95.35,4.83
17,4217.55,FeI,3.43,-0.48,50.36,4.9
18,4222.21,FeI,2.45,-0.97,91.05,5.01
19,4238.81,FeI,3.4,-0.23,80.32,5.25
20,4250.12,FeI,2.47,-0.41,109.8,4.85
21,4337.05,FeI,1.56,-1.7,101.9,4.83
22,4352.74,FeI,2.22,-1.29,102.6,5.34
23,4430.61,FeI,2.22,-1.73,73.43,5.06
24,4484.22,FeI,3.6,-0.64,25.96,4.78
25,4494.56,FeI,2.2,-1.14,108.4,5.17
26,4625.05,FeI,3.24,-1.27,21.7,4.87
27,4637.5,FeI,3.28,-1.29,20.64,4.96
28,4647.43,FeI,2.95,-1.35,28.92,4.82
29,4704.95,FeI,3.68,-1.32,8.28,4.96
30,4707.27,FeI,3.24,-0.96,47.13,5.05
31,4733.59,FeI,1.48,-2.99,58.83,5.17
32,4736.77,FeI,3.21,-0.67,68.69,5.08
33,4772.8,FeI,1.56,-2.9,42.14,4.85
34,4872.14,FeI,2.88,-0.57,89.21,4.94
35,4882.14,FeI,3.41,-1.48,21.42,5.29
36,4889.0,FeI,2.2,-2.55,27.68,5.05
37,4889.1,FeI,3.88,-1.19,7.04,5.09
38,4903.31,FeI,2.88,-0.89,75.98,5.01
39,4924.77,FeI,2.28,-2.11,57.01,5.22
40,4938.81,FeI,2.88,-1.08,64.9,5.0
41,4939.69,FeI,0.86,-3.25,97.35,5.26
42,4946.39,FeI,3.37,-1.11,32.71,5.1
43,4966.09,FeI,3.33,-0.79,58.25,5.18
44,4985.25,FeI,3.93,-0.44,17.05,4.71
45,5002.79,FeI,3.4,-1.46,16.97,5.15
46,5014.94,FeI,3.94,-0.18,43.63,5.09
47,5022.24,FeI,3.98,-0.33,23.56,4.84
48,5044.21,FeI,2.85,-2.02,13.13,4.94
49,5048.44,FeI,3.96,-1.0,8.36,5.08
50,5049.82,FeI,2.28,-1.35,94.11,5.12
51,5068.77,FeI,2.94,-1.04,61.96,4.98
52,5074.75,FeI,4.22,-0.2,27.09,5.08
53,5083.34,FeI,0.96,-2.84,108.8,5.22
54,5127.36,FeI,0.91,-3.25,93.95,5.23
55,5131.47,FeI,2.22,-2.52,22.32,4.88
56,5141.74,FeI,2.42,-2.24,32.21,5.07
57,5142.93,FeI,0.96,-3.07,103.3,5.33
58,5150.84,FeI,0.99,-3.04,96.35,5.22
59,5162.27,FeI,4.18,0.02,33.72,4.93
60,5191.45,FeI,3.04,-0.55,82.34,5.02
61,5194.94,FeI,1.56,-2.02,102.1,4.96
62,5198.71,FeI,2.22,-2.09,58.81,5.09
63,5215.18,FeI,3.26,-0.86,41.53,4.88
64,5216.27,FeI,1.61,-2.08,104.7,5.2
65,5217.39,FeI,3.21,-1.07,31.08,4.84
66,5229.85,FeI,3.28,-0.97,37.45,4.9
67,5242.49,FeI,3.63,-0.97,28.34,5.18
68,5250.21,FeI,0.12,-4.9,50.83,5.18
69,5250.65,FeI,2.2,-2.18,54.61,5.12
70,5253.46,FeI,3.28,-1.58,13.15,5.01
71,5263.31,FeI,3.26,-0.87,48.37,4.96
72,5266.56,FeI,3.0,-0.39,92.53,4.92
73,5281.79,FeI,3.04,-0.83,65.2,4.95
74,5288.52,FeI,3.69,-1.49,13.09,5.42
75,5302.3,FeI,3.28,-0.73,59.24,5.02
76,5324.18,FeI,3.21,-0.11,99.16,5.08
77,5339.93,FeI,3.26,-0.63,61.1,4.92
78,5364.87,FeI,4.45,0.23,35.24,5.11
79,5365.4,FeI,3.57,-1.02,19.96,5.0
80,5367.47,FeI,4.42,0.44,35.96,4.88
81,5369.96,FeI,4.37,0.54,41.02,4.76
82,5383.37,FeI,4.31,0.65,61.01,4.94
83,5389.48,FeI,4.42,-0.41,10.68,5.09
84,5393.17,FeI,3.24,-0.72,53.07,4.91
85,5415.2,FeI,4.39,0.64,52.25,4.87
86,5424.07,FeI,4.32,0.52,54.55,4.96
87,5554.9,FeI,4.55,-0.27,13.41,5.13
88,5569.62,FeI,3.41,-0.52,55.46,4.92
89,5572.84,FeI,3.39,-0.28,66.61,4.83
90,5576.09,FeI,3.43,-1.0,41.81,5.2
91,5576.09,FeI,3.43,-1.0,38.51,5.15
92,5586.76,FeI,3.37,-0.11,90.28,5.0
93,5615.64,FeI,3.33,0.04,93.04,4.91
94,5701.54,FeI,2.56,-2.22,19.87,4.88
95,5816.37,FeI,4.55,-0.6,4.68,4.96
96,5905.67,FeI,4.65,-0.77,5.52,5.31
97,5916.25,FeI,2.45,-2.99,7.63,5.11
98,5934.65,FeI,3.93,-1.12,5.73,4.96
99,6024.06,FeI,4.55,-0.12,19.52,5.15
