,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,4217.55,FeI,3.43,-0.48,81.58,5.22
1,4592.65,FeI,1.56,-2.46,97.51,5.07
2,4602.0,FeI,1.61,-3.13,46.66,5.06
3,4625.05,FeI,3.24,-1.27,32.43,4.98
4,4707.27,FeI,3.24,-0.96,69.78,5.23
5,4736.77,FeI,3.21,-0.67,75.17,4.97
6,4903.31,FeI,2.88,-0.89,81.18,4.86
7,5079.22,FeI,2.2,-2.1,79.02,5.17
8,5131.47,FeI,2.22,-2.52,53.16,5.26
9,5162.27,FeI,4.18,0.02,41.89,4.96
10,5198.71,FeI,2.22,-2.09,76.89,5.15
11,5217.39,FeI,3.21,-1.07,43.88,4.89
12,5266.56,FeI,3.0,-0.39,98.23,4.72
13,5281.79,FeI,3.04,-0.83,74.43,4.86
14,5393.17,FeI,3.24,-0.72,66.07,4.88
15,5415.2,FeI,4.39,0.64,66.95,4.95
16,5576.09,FeI,3.43,-1.0,56.19,5.25
17,5624.54,FeI,3.41,-0.76,51.5,4.92
18,5701.54,FeI,2.56,-2.22,33.74,5.05
19,6065.48,FeI,2.61,-1.53,83.17,5.09
20,6173.34,FeI,2.22,-2.88,29.16,5.17
21,6191.56,FeI,2.43,-1.42,98.65,4.96
22,6213.43,FeI,2.22,-2.48,55.61,5.18
23,6265.13,FeI,2.17,-2.54,55.88,5.18
24,6393.6,FeI,2.43,-1.58,88.19,4.96
25,6411.65,FeI,3.65,-0.59,42.27,4.87
26,6546.24,FeI,2.76,-1.54,61.49,4.97
27,6677.99,FeI,2.69,-1.42,89.23,5.12
28,4491.41,FeII,2.85,-2.64,22.21,4.66
29,4508.29,FeII,2.86,-2.25,58.14,4.91
30,4541.52,FeII,2.86,-2.79,24.01,4.86
31,5234.63,FeII,3.22,-2.18,48.03,5.08
32,5276.0,FeII,3.2,-1.9,77.85,5.2
33,5362.87,FeII,3.2,-2.62,24.88,5.07
34,6247.56,FeII,3.89,-2.33,11.82,5.21
