,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,4067.98,FeI,3.21,-0.53,90.81,5.17
1,4084.49,FeI,3.33,-0.54,78.21,5.16
2,4114.44,FeI,2.83,-1.3,98.06,5.6
3,4133.86,FeI,3.37,-1.13,64.63,5.53
4,4484.22,FeI,3.6,-0.64,83.23,5.54
5,4625.05,FeI,3.24,-1.27,86.38,5.73
6,4637.5,FeI,3.28,-1.29,64.9,5.48
7,4643.46,FeI,3.65,-1.15,49.48,5.57
8,4661.97,FeI,2.99,-2.5,27.27,5.66
9,4704.95,FeI,3.68,-1.32,25.5,5.31
10,4787.83,FeI,3.0,-2.62,20.54,5.62
11,4882.14,FeI,3.41,-1.48,53.2,5.6
12,4885.43,FeI,3.88,-0.97,32.2,5.34
13,4907.73,FeI,3.43,-1.7,26.78,5.45
14,4946.39,FeI,3.37,-1.11,91.45,5.77
15,4950.11,FeI,3.41,-1.5,43.23,5.47
16,4966.09,FeI,3.33,-0.79,92.78,5.48
17,4973.1,FeI,3.96,-0.95,46.97,5.71
18,5001.86,FeI,3.88,-0.01,87.31,5.26
19,5005.71,FeI,3.88,-0.12,96.02,5.56
20,5014.94,FeI,3.94,-0.18,67.77,5.2
21,5022.24,FeI,3.98,-0.33,55.55,5.23
22,5039.25,FeI,3.37,-1.52,52.78,5.56
23,5044.21,FeI,2.85,-2.02,55.06,5.44
24,5074.75,FeI,4.22,-0.2,61.67,5.46
25,5133.69,FeI,4.17,0.36,93.87,5.35
26,5141.74,FeI,2.42,-2.24,98.17,5.75
27,5217.39,FeI,3.21,-1.07,92.16,5.49
28,5229.85,FeI,3.28,-0.97,90.3,5.47
29,5253.46,FeI,3.28,-1.58,51.68,5.47
30,5288.52,FeI,3.69,-1.49,18.68,5.29
31,5322.04,FeI,2.28,-2.8,43.15,5.26
32,5364.87,FeI,4.45,0.23,73.24,5.47
33,5365.4,FeI,3.57,-1.02,61.87,5.43
34,5367.47,FeI,4.42,0.44,75.27,5.26
35,5369.96,FeI,4.37,0.54,98.65,5.48
36,5389.48,FeI,4.42,-0.41,54.77,5.82
37,5410.91,FeI,4.47,0.4,63.0,5.17
38,5415.2,FeI,4.39,0.64,90.34,5.27
39,5563.6,FeI,4.19,-0.75,43.76,5.66
40,5618.63,FeI,4.21,-1.25,12.47,5.47
41,5633.95,FeI,4.99,-0.27,8.26,5.35
42,5638.26,FeI,4.22,-0.72,22.67,5.3
43,5662.52,FeI,4.17,-0.41,49.04,5.38
44,5701.54,FeI,2.56,-2.22,91.3,5.71
45,5705.99,FeI,4.61,-0.46,33.5,5.72
46,5712.13,FeI,3.41,-2.01,19.84,5.49
47,5731.76,FeI,4.26,-1.3,20.4,5.83
48,5753.12,FeI,4.26,-0.62,25.4,5.32
49,5775.08,FeI,4.22,-1.08,11.64,5.27
50,5883.82,FeI,3.96,-1.31,14.12,5.27
51,5916.25,FeI,2.45,-2.99,56.13,5.82
52,6003.01,FeI,3.88,-1.1,42.2,5.56
53,6024.06,FeI,4.55,-0.12,53.46,5.64
54,6056.0,FeI,4.73,-0.32,17.64,5.35
55,6078.49,FeI,4.8,-0.32,17.63,5.5
56,6079.01,FeI,4.65,-1.1,6.22,5.66
57,6102.17,FeI,4.83,-0.52,17.94,5.68
58,6151.62,FeI,2.17,-3.37,59.85,5.86
59,6157.78,FeI,4.08,-1.22,38.23,5.86
60,6180.2,FeI,2.73,-2.65,45.91,5.71
61,6200.31,FeI,2.61,-2.44,59.44,5.49
62,6229.23,FeI,2.85,-2.81,19.41,5.54
63,6232.64,FeI,3.65,-1.24,45.64,5.44
64,6240.65,FeI,2.22,-3.17,55.76,5.67
65,6265.13,FeI,2.17,-2.54,88.24,5.4
66,6270.23,FeI,2.86,-2.61,33.21,5.59
67,6311.5,FeI,2.83,-3.14,14.39,5.64
68,6322.69,FeI,2.59,-2.43,79.81,5.74
69,6336.82,FeI,3.68,-0.85,69.05,5.46
70,6344.15,FeI,2.43,-2.92,66.31,5.82
71,6355.03,FeI,2.84,-2.29,53.92,5.57
72,6408.02,FeI,3.68,-0.99,54.28,5.35
73,6411.65,FeI,3.65,-0.59,98.35,5.55
74,6419.95,FeI,4.73,-0.28,25.44,5.51
75,6475.62,FeI,2.56,-2.94,57.55,5.88
76,6518.37,FeI,2.83,-2.46,50.22,5.65
77,6581.22,FeI,1.48,-4.68,28.64,5.75
78,6726.67,FeI,4.61,-1.09,4.45,5.29
79,6739.52,FeI,1.56,-4.79,14.09,5.62
80,6855.16,FeI,4.56,-0.74,15.29,5.45
81,7090.39,FeI,4.23,-1.21,19.72,5.61
82,7511.02,FeI,4.17,0.12,99.13,5.37
83,7723.21,FeI,2.28,-3.62,34.29,5.76
84,4489.18,FeII,2.83,-2.97,72.67,5.71
85,4620.52,FeII,2.83,-3.19,40.07,5.35
86,5264.81,FeII,3.23,-3.23,16.62,5.32
87,5284.11,FeII,2.89,-3.19,48.15,5.57
88,5325.55,FeII,3.22,-3.16,21.15,5.37
89,5362.87,FeII,3.2,-2.62,64.88,5.61
90,5425.26,FeII,3.2,-3.39,23.87,5.64
91,5534.85,FeII,3.25,-2.87,43.1,5.55
92,6084.11,FeII,3.2,-3.88,9.34,5.63
93,6238.39,FeII,3.89,-2.75,15.73,5.59
94,6247.56,FeII,3.89,-2.33,21.81,5.37
95,6432.68,FeII,2.89,-3.71,22.5,5.51
96,6456.38,FeII,3.9,-2.08,38.74,5.5
