,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,4337.05,FeI,1.56,-1.7,100.8,4.29
1,4442.34,FeI,2.2,-1.23,79.6,4.28
2,4494.56,FeI,2.2,-1.14,88.8,4.32
3,4602.0,FeI,1.61,-3.13,19.3,4.46
4,4602.94,FeI,1.48,-2.21,84.3,4.39
5,4668.13,FeI,3.26,-1.08,18.9,4.46
6,4733.59,FeI,1.48,-2.99,38.7,4.52
7,4736.77,FeI,3.21,-0.67,45.0,4.48
8,4871.32,FeI,2.87,-0.34,81.3,4.21
9,4872.14,FeI,2.88,-0.57,70.5,4.31
10,4890.76,FeI,2.88,-0.38,84.9,4.31
11,4903.31,FeI,2.88,-0.89,48.1,4.32
12,4918.99,FeI,2.86,-0.34,85.1,4.25
13,4938.81,FeI,2.88,-1.08,46.2,4.48
14,4939.69,FeI,0.86,-3.25,85.1,4.59
15,4946.39,FeI,3.37,-1.11,17.7,4.58
16,4994.13,FeI,0.91,-2.97,100.4,4.58
17,5001.86,FeI,3.88,-0.01,28.6,4.36
18,5006.12,FeI,2.83,-0.61,73.5,4.31
19,5014.94,FeI,3.94,-0.18,21.5,4.45
20,5041.07,FeI,0.96,-3.09,94.8,4.68
21,5041.76,FeI,1.48,-2.2,93.6,4.45
22,5049.82,FeI,2.28,-1.35,73.8,4.35
23,5051.64,FeI,0.91,-2.76,119.3,4.64
24,5079.74,FeI,0.99,-3.25,79.7,4.67
25,5123.72,FeI,1.01,-3.06,89.9,4.64
26,5127.36,FeI,0.91,-3.25,84.4,4.62
27,5133.69,FeI,4.17,0.36,35.1,4.46
28,5142.93,FeI,0.96,-3.07,95.9,4.66
29,5166.28,FeI,0.0,-4.12,113.5,4.7
30,5191.45,FeI,3.04,-0.55,68.7,4.44
31,5192.34,FeI,3.0,-0.42,72.1,4.3
32,5194.94,FeI,1.56,-2.02,94.2,4.36
33,5198.71,FeI,2.22,-2.09,47.8,4.66
34,5202.34,FeI,2.17,-1.87,58.3,4.52
35,5215.18,FeI,3.26,-0.86,22.3,4.3
36,5217.39,FeI,3.21,-1.07,19.1,4.36
37,5247.05,FeI,0.09,-4.97,47.8,4.81
38,5250.21,FeI,0.12,-4.9,44.0,4.72
39,5254.96,FeI,0.11,-4.76,58.6,4.76
40,5263.31,FeI,3.26,-0.87,22.7,4.31
41,5266.56,FeI,3.0,-0.39,69.7,4.23
42,5281.79,FeI,3.04,-0.83,46.0,4.41
43,5283.62,FeI,3.24,-0.45,50.9,4.34
44,5302.3,FeI,3.28,-0.73,29.4,4.33
45,5332.9,FeI,1.56,-2.78,47.8,4.5
46,5339.93,FeI,3.26,-0.63,37.6,4.35
47,5341.02,FeI,1.61,-1.95,106.1,4.5
48,5369.96,FeI,4.37,0.54,28.6,4.39
49,5393.17,FeI,3.24,-0.72,37.7,4.41
50,5415.2,FeI,4.39,0.64,28.1,4.31
51,5424.07,FeI,4.32,0.52,36.4,4.49
52,5497.52,FeI,1.01,-2.83,109.5,4.62
53,5501.47,FeI,0.96,-3.05,93.9,4.56
54,5506.78,FeI,0.99,-2.79,110.1,4.56
55,5572.84,FeI,3.39,-0.28,52.8,4.37
56,5586.76,FeI,3.37,-0.11,64.7,4.33
57,5658.82,FeI,3.39,-0.76,22.4,4.33
58,6065.48,FeI,2.61,-1.53,45.7,4.5
59,6191.56,FeI,2.43,-1.42,70.7,4.47
60,6219.28,FeI,2.2,-2.45,27.6,4.6
61,6252.56,FeI,2.4,-1.69,52.4,4.47
62,6335.33,FeI,2.2,-2.18,40.0,4.53
63,6393.6,FeI,2.43,-1.58,66.0,4.56
64,6411.65,FeI,3.65,-0.59,17.5,4.32
65,6430.85,FeI,2.17,-1.95,57.1,4.49
66,4491.41,FeII,2.85,-2.64,38.8,4.59
67,4508.29,FeII,2.86,-2.25,43.2,4.28
68,4515.34,FeII,2.84,-2.36,37.4,4.27
69,4520.22,FeII,2.81,-2.6,35.4,4.44
70,4541.52,FeII,2.86,-2.79,25.5,4.5
71,4555.89,FeII,2.83,-2.25,66.2,4.58
72,4583.84,FeII,2.81,-1.74,93.6,4.43
73,5018.44,FeII,2.89,-1.34,117.3,4.42
74,5197.58,FeII,3.23,-2.05,43.7,4.51
75,5234.63,FeII,3.22,-2.18,35.2,4.49
76,5276.0,FeII,3.2,-1.9,49.4,4.4
77,5284.11,FeII,2.89,-3.19,12.3,4.54
78,5316.62,FeII,3.15,-1.78,72.9,4.53
