,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,4058.22,FeI,3.21,-1.18,55.85,5.64
1,4067.98,FeI,3.21,-0.53,80.77,5.42
2,4084.49,FeI,3.33,-0.54,82.4,5.61
3,4098.18,FeI,3.24,-0.97,89.6,6.02
4,4114.44,FeI,2.83,-1.3,76.62,5.68
5,4139.93,FeI,0.99,-3.51,66.9,5.57
6,4157.78,FeI,3.42,-0.4,85.28,5.64
7,4602.0,FeI,1.61,-3.13,68.63,5.88
8,4619.29,FeI,3.6,-1.06,29.0,5.5
9,4630.12,FeI,2.28,-2.59,52.85,5.92
10,4637.5,FeI,3.28,-1.29,45.04,5.61
11,4668.13,FeI,3.26,-1.08,51.79,5.48
12,4678.85,FeI,3.6,-0.68,56.12,5.55
13,4733.59,FeI,1.48,-2.99,60.26,5.46
14,4736.77,FeI,3.21,-0.67,91.15,5.62
15,4800.65,FeI,4.14,-1.03,12.41,5.58
16,4882.14,FeI,3.41,-1.48,28.43,5.64
17,4885.43,FeI,3.88,-0.97,17.66,5.42
18,4903.31,FeI,2.88,-0.89,98.96,5.61
19,4946.39,FeI,3.37,-1.11,54.55,5.65
20,4950.11,FeI,3.41,-1.5,20.88,5.5
21,4973.1,FeI,3.96,-0.95,42.72,6.03
22,5014.94,FeI,3.94,-0.18,62.27,5.49
23,5022.24,FeI,3.98,-0.33,39.16,5.34
24,5028.13,FeI,3.57,-1.12,34.66,5.6
25,5044.21,FeI,2.85,-2.02,44.5,5.86
26,5068.77,FeI,2.94,-1.04,96.77,5.73
27,5131.47,FeI,2.22,-2.52,63.21,5.85
28,5133.69,FeI,4.17,0.36,80.19,5.49
29,5215.18,FeI,3.26,-0.86,76.4,5.59
30,5217.39,FeI,3.21,-1.07,79.57,5.79
31,5225.53,FeI,0.11,-4.75,73.88,5.76
32,5229.85,FeI,3.28,-0.97,88.55,5.93
33,5250.21,FeI,0.12,-4.9,87.16,6.1
34,5250.65,FeI,2.2,-2.18,84.86,5.8
35,5253.46,FeI,3.28,-1.58,48.09,5.91
36,5263.31,FeI,3.26,-0.87,60.26,5.38
37,5307.36,FeI,1.61,-2.91,76.78,5.71
38,5322.04,FeI,2.28,-2.8,40.38,5.87
39,5339.93,FeI,3.26,-0.63,93.84,5.62
40,5353.37,FeI,4.1,-0.76,43.82,5.98
41,5364.87,FeI,4.45,0.23,54.71,5.57
42,5365.4,FeI,3.57,-1.02,33.02,5.46
43,5367.47,FeI,4.42,0.44,58.35,5.38
44,5369.96,FeI,4.37,0.54,88.35,5.64
45,5379.57,FeI,3.69,-1.51,29.33,6.0
46,5389.48,FeI,4.42,-0.41,18.44,5.5
47,5393.17,FeI,3.24,-0.72,80.73,5.52
48,5415.2,FeI,4.39,0.64,85.55,5.51
49,5424.07,FeI,4.32,0.52,84.84,5.56
50,5483.1,FeI,4.15,-1.39,9.72,5.81
51,5554.9,FeI,4.55,-0.27,37.07,5.85
52,5563.6,FeI,4.19,-0.75,25.01,5.71
53,5569.62,FeI,3.41,-0.52,98.85,5.79
54,5624.54,FeI,3.41,-0.76,63.01,5.44
55,5701.54,FeI,2.56,-2.22,61.09,5.88
56,5916.25,FeI,2.45,-2.99,9.76,5.46
57,6003.01,FeI,3.88,-1.1,27.76,5.74
58,6079.01,FeI,4.65,-1.1,4.7,5.73
59,6173.34,FeI,2.22,-2.88,41.88,5.84
60,6200.31,FeI,2.61,-2.44,42.68,5.89
61,6213.43,FeI,2.22,-2.48,86.86,6.08
62,6219.28,FeI,2.2,-2.45,74.58,5.85
63,6229.23,FeI,2.85,-2.81,7.45,5.65
64,6232.64,FeI,3.65,-1.24,33.09,5.73
65,6246.32,FeI,3.6,-0.77,71.52,5.76
66,6265.13,FeI,2.17,-2.54,51.24,5.6
67,6297.79,FeI,2.22,-2.64,58.94,5.84
68,6301.5,FeI,3.65,-0.71,53.16,5.48
69,6322.69,FeI,2.59,-2.43,53.77,6.02
70,6335.33,FeI,2.2,-2.18,80.84,5.66
71,6336.82,FeI,3.68,-0.85,54.74,5.69
72,6411.65,FeI,3.65,-0.59,81.76,5.78
73,6481.87,FeI,2.28,-3.01,36.27,5.93
74,6592.91,FeI,2.73,-1.47,82.06,5.58
75,6593.87,FeI,2.43,-2.42,39.73,5.57
76,6842.69,FeI,4.64,-1.29,6.4,6.02
77,7401.68,FeI,4.19,-1.6,3.43,5.52
78,4520.22,FeII,2.81,-2.6,86.01,5.74
79,4541.52,FeII,2.86,-2.79,54.84,5.51
80,4576.34,FeII,2.84,-2.92,67.56,5.78
81,4582.84,FeII,2.84,-3.06,43.88,5.57
82,4620.52,FeII,2.83,-3.19,47.99,5.74
83,5234.63,FeII,3.22,-2.18,86.01,5.73
84,5325.55,FeII,3.22,-3.16,27.54,5.76
85,5534.85,FeII,3.25,-2.87,35.4,5.64
86,6247.56,FeII,3.89,-2.33,35.03,5.8
87,6456.38,FeII,3.9,-2.08,36.03,5.58
