,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,4032.63,FeI,1.48,-2.38,56.75,4.24
1,4080.21,FeI,3.28,-1.18,15.7,4.45
2,4098.18,FeI,3.24,-0.97,25.4,4.53
3,4114.44,FeI,2.83,-1.3,30.49,4.38
4,4134.68,FeI,2.83,-0.65,53.48,4.23
5,4139.93,FeI,0.99,-3.51,25.84,4.21
6,4153.9,FeI,3.4,-0.28,38.99,4.25
7,4174.91,FeI,0.91,-2.94,80.36,4.6
8,4175.64,FeI,2.85,-0.83,39.0,4.19
9,4181.76,FeI,2.83,-0.37,69.13,4.3
10,4187.8,FeI,2.42,-0.55,81.22,4.09
11,4222.21,FeI,2.45,-0.97,60.85,4.13
12,4250.12,FeI,2.47,-0.41,91.6,4.4
13,4282.4,FeI,2.17,-0.78,82.74,4.01
14,4352.74,FeI,2.22,-1.29,56.73,4.07
15,4408.41,FeI,2.2,-1.77,55.3,4.48
16,4430.61,FeI,2.22,-1.73,44.52,4.36
17,4447.72,FeI,2.22,-1.34,70.23,4.34
18,4489.74,FeI,0.12,-3.9,93.52,4.54
19,4592.65,FeI,1.56,-2.46,64.49,4.48
20,4647.43,FeI,2.95,-1.35,15.92,4.2
21,4678.85,FeI,3.6,-0.68,15.07,4.32
22,4707.27,FeI,3.24,-0.96,23.89,4.47
23,4733.59,FeI,1.48,-2.99,42.88,4.54
24,4736.77,FeI,3.21,-0.67,36.87,4.34
25,4871.32,FeI,2.87,-0.34,89.12,4.45
26,4872.14,FeI,2.88,-0.57,60.39,4.2
27,4890.76,FeI,2.88,-0.38,74.5,4.28
28,4891.49,FeI,2.85,-0.11,86.94,4.23
29,4903.31,FeI,2.88,-0.89,46.16,4.28
30,4918.99,FeI,2.86,-0.34,79.66,4.32
31,4938.81,FeI,2.88,-1.08,39.18,4.35
32,4939.69,FeI,0.86,-3.25,76.28,4.49
33,4946.39,FeI,3.37,-1.11,14.79,4.48
34,4994.13,FeI,0.91,-2.97,94.74,4.58
35,5001.86,FeI,3.88,-0.01,27.03,4.33
36,5041.76,FeI,1.48,-2.2,92.71,4.52
37,5068.77,FeI,2.94,-1.04,30.43,4.28
38,5079.74,FeI,0.99,-3.25,75.4,4.62
39,5098.7,FeI,2.17,-2.03,41.96,4.47
40,5133.69,FeI,4.17,0.36,16.6,4.03
41,5142.93,FeI,0.96,-3.07,88.06,4.61
42,5151.91,FeI,1.01,-3.32,55.29,4.43
43,5191.45,FeI,3.04,-0.55,60.19,4.34
44,5194.94,FeI,1.56,-2.02,97.6,4.51
45,5198.71,FeI,2.22,-2.09,36.65,4.47
46,5202.34,FeI,2.17,-1.87,55.66,4.5
47,5215.18,FeI,3.26,-0.86,20.1,4.26
48,5216.27,FeI,1.61,-2.08,80.44,4.39
49,5217.39,FeI,3.21,-1.07,14.68,4.28
50,5225.53,FeI,0.11,-4.75,45.73,4.48
51,5229.85,FeI,3.28,-0.97,11.42,4.07
52,5242.49,FeI,3.63,-0.97,8.86,4.45
53,5250.21,FeI,0.12,-4.9,42.97,4.66
54,5250.65,FeI,2.2,-2.18,43.0,4.67
55,5263.31,FeI,3.26,-0.87,20.48,4.22
56,5266.56,FeI,3.0,-0.39,63.12,4.18
57,5302.3,FeI,3.28,-0.73,27.57,4.26
58,5307.36,FeI,1.61,-2.91,30.89,4.37
59,5324.18,FeI,3.21,-0.11,63.48,4.21
60,5328.53,FeI,1.56,-1.85,111.7,4.64
61,5383.37,FeI,4.31,0.65,30.54,4.23
62,5393.17,FeI,3.24,-0.72,28.33,4.23
63,5410.91,FeI,4.47,0.4,13.05,4.33
64,5415.2,FeI,4.39,0.64,32.45,4.38
65,5424.07,FeI,4.32,0.52,34.35,4.47
66,5497.52,FeI,1.01,-2.83,98.37,4.51
67,5572.84,FeI,3.39,-0.28,46.93,4.28
68,5586.76,FeI,3.37,-0.11,52.14,4.19
69,5615.64,FeI,3.33,0.04,59.73,4.08
70,5624.54,FeI,3.41,-0.76,25.66,4.43
71,5701.54,FeI,2.56,-2.22,13.53,4.43
72,6137.69,FeI,2.59,-1.4,48.22,4.34
73,6200.31,FeI,2.61,-2.44,13.16,4.67
74,6230.72,FeI,2.56,-1.28,55.7,4.28
75,6246.32,FeI,3.6,-0.77,15.65,4.39
76,6301.5,FeI,3.65,-0.71,11.74,4.21
77,6322.69,FeI,2.59,-2.43,5.04,4.32
78,6335.33,FeI,2.2,-2.18,41.76,4.49
79,6344.15,FeI,2.43,-2.92,5.55,4.56
80,6421.35,FeI,2.28,-2.01,39.26,4.38
81,6430.85,FeI,2.17,-1.95,48.53,4.34
82,4233.17,FeII,2.58,-1.81,101.6,4.63
83,4416.83,FeII,2.78,-2.41,46.13,4.34
84,4491.41,FeII,2.85,-2.64,23.22,4.2
85,4508.29,FeII,2.86,-2.25,41.73,4.25
86,4515.34,FeII,2.84,-2.36,31.76,4.17
87,4520.22,FeII,2.81,-2.6,38.96,4.51
88,4555.89,FeII,2.83,-2.25,51.01,4.33
89,4583.84,FeII,2.81,-1.74,42.7,3.7
90,4583.84,FeII,2.81,-1.74,79.86,4.37
91,4923.93,FeII,2.89,-1.21,102.5,4.25
92,5018.44,FeII,2.89,-1.34,108.6,4.47
93,5197.58,FeII,3.23,-2.05,37.04,4.33
94,5264.81,FeII,3.23,-3.23,8.52,4.72
95,5276.0,FeII,3.2,-1.9,42.29,4.26
96,5316.62,FeII,3.15,-1.78,70.05,4.5
97,5534.85,FeII,3.25,-2.87,8.82,4.38
98,6456.38,FeII,3.9,-2.08,15.12,4.63
