,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,4484.22,FeI,3.6,-0.64,70.5,5.56
1,4592.65,FeI,1.56,-2.46,142.3,6.28
2,4602.0,FeI,1.61,-3.13,85.4,5.85
3,4668.13,FeI,3.26,-1.08,88.4,5.91
4,4871.32,FeI,2.87,-0.34,145.9,5.76
5,4885.43,FeI,3.88,-0.97,46.5,5.79
6,4903.31,FeI,2.88,-0.89,116.8,5.75
7,4924.77,FeI,2.28,-2.11,113.1,6.14
8,4950.11,FeI,3.41,-1.5,53.5,5.86
9,5014.94,FeI,3.94,-0.18,84.1,5.69
10,5039.25,FeI,3.37,-1.52,49.4,5.75
11,5198.71,FeI,2.22,-2.09,134.3,6.38
12,5215.18,FeI,3.26,-0.86,112.9,6.05
13,5217.39,FeI,3.21,-1.07,88.9,5.74
14,5229.85,FeI,3.28,-0.97,94.8,5.83
15,5242.49,FeI,3.63,-0.97,66.5,5.78
16,5247.05,FeI,0.09,-4.97,131.2,6.39
17,5253.46,FeI,3.28,-1.58,74.5,6.09
18,5263.31,FeI,3.26,-0.87,108.2,5.96
19,5281.79,FeI,3.04,-0.83,122.3,5.91
20,5288.52,FeI,3.69,-1.49,30.3,5.76
21,5307.36,FeI,1.61,-2.91,106.5,5.88
22,5322.04,FeI,2.28,-2.8,64.7,5.91
23,5339.93,FeI,3.26,-0.63,127.2,6.08
24,5364.87,FeI,4.45,0.23,93.8,6.04
25,5367.47,FeI,4.42,0.44,98.7,5.88
26,5369.96,FeI,4.37,0.54,118.8,6.1
27,5373.71,FeI,4.47,-0.71,20.1,5.68
28,5410.91,FeI,4.47,0.4,81.3,5.67
29,5415.2,FeI,4.39,0.64,98.5,5.64
30,5473.9,FeI,4.15,-0.72,37.5,5.67
31,5638.26,FeI,4.22,-0.72,37.2,5.74
32,5662.52,FeI,4.17,-0.41,59.7,5.74
33,5934.65,FeI,3.93,-1.12,57.0,6.09
34,5956.69,FeI,0.86,-4.5,75.9,5.91
35,6003.01,FeI,3.88,-1.1,55.2,5.98
36,6008.56,FeI,3.88,-0.98,54.6,5.85
37,6065.48,FeI,2.61,-1.53,137.4,6.19
38,6078.49,FeI,4.8,-0.32,42.2,6.1
39,6137.69,FeI,2.59,-1.4,148.8,6.21
40,6151.62,FeI,2.17,-3.37,47.8,6.02
41,6173.34,FeI,2.22,-2.88,96.4,6.31
42,6180.2,FeI,2.73,-2.65,47.1,5.98
43,6187.99,FeI,3.94,-1.67,28.0,6.15
44,6200.31,FeI,2.61,-2.44,74.5,6.03
45,6213.43,FeI,2.22,-2.48,102.1,6.0
46,6230.72,FeI,2.56,-1.28,154.4,6.12
47,6232.64,FeI,3.65,-1.24,65.3,5.98
48,6297.79,FeI,2.22,-2.64,92.7,6.0
49,6301.5,FeI,3.65,-0.71,77.4,5.64
50,6302.49,FeI,3.69,-0.97,54.8,5.59
51,6322.69,FeI,2.59,-2.43,77.3,6.02
52,6335.33,FeI,2.2,-2.18,114.7,5.87
53,6336.82,FeI,3.68,-0.85,104.7,6.25
54,6411.65,FeI,3.65,-0.59,100.6,5.88
55,6421.35,FeI,2.28,-2.01,119.0,5.89
56,6546.24,FeI,2.76,-1.54,120.0,6.02
57,7723.21,FeI,2.28,-3.62,33.1,6.07
58,4491.41,FeII,2.85,-2.64,90.4,5.8
59,4515.34,FeII,2.84,-2.36,94.2,5.59
60,4541.52,FeII,2.86,-2.79,94.3,6.03
61,4582.84,FeII,2.84,-3.06,71.4,5.82
62,4620.52,FeII,2.83,-3.19,77.2,6.04
63,5276.0,FeII,3.2,-1.9,128.6,5.98
64,5284.11,FeII,2.89,-3.19,60.8,5.77
65,5325.55,FeII,3.22,-3.16,42.3,5.82
66,5362.87,FeII,3.2,-2.62,90.4,6.09
67,5414.07,FeII,3.22,-3.58,29.0,5.98
68,5425.26,FeII,3.2,-3.39,36.6,5.92
69,6084.11,FeII,3.2,-3.88,29.4,6.24
70,6149.26,FeII,3.89,-2.72,45.8,6.21
71,6247.56,FeII,3.89,-2.33,52.5,5.93
