,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,3917.18,FeI,0.99,-2.15,69.6,5.42
1,3949.95,FeI,2.17,-1.25,51.2,5.37
2,3977.74,FeI,2.2,-1.12,60.5,5.45
3,4021.87,FeI,2.67,-0.73,46.8,5.25
4,4080.21,FeI,3.28,-1.18,10.8,5.39
5,4084.49,FeI,3.33,-0.54,30.9,5.36
6,4132.06,FeI,1.61,-0.68,128.8,5.4
7,4132.9,FeI,2.84,-0.92,32.7,5.31
8,4134.68,FeI,2.83,-0.65,50.8,5.37
9,4154.5,FeI,2.83,-0.69,47.8,5.34
10,4157.78,FeI,3.42,-0.4,33.0,5.35
11,4158.79,FeI,3.43,-0.7,20.0,5.36
12,4172.75,FeI,0.96,-3.02,30.5,5.48
13,4181.76,FeI,2.83,-0.37,68.6,5.41
14,4195.33,FeI,3.33,-0.49,27.7,5.25
15,4216.18,FeI,0.0,-3.36,64.1,5.49
16,4222.21,FeI,2.45,-0.97,59.1,5.36
17,4238.81,FeI,3.4,-0.23,48.4,5.39
18,4352.74,FeI,2.22,-1.29,49.8,5.38
19,4408.41,FeI,2.2,-1.77,36.5,5.56
20,4415.12,FeI,1.61,-0.62,125.9,5.26
21,4427.31,FeI,0.05,-2.92,80.0,5.41
22,4430.61,FeI,2.22,-1.73,26.3,5.33
23,4442.34,FeI,2.2,-1.23,49.7,5.24
24,4443.19,FeI,2.86,-1.04,31.8,5.41
25,4447.72,FeI,2.22,-1.34,46.1,5.31
26,4466.55,FeI,2.83,-0.6,56.8,5.41
27,4484.22,FeI,3.6,-0.64,21.1,5.48
28,4489.74,FeI,0.12,-3.9,31.3,5.49
29,4494.56,FeI,2.2,-1.14,59.3,5.31
30,4531.15,FeI,1.48,-2.1,45.3,5.33
31,4602.94,FeI,1.48,-2.21,45.0,5.44
32,4647.43,FeI,2.95,-1.35,17.0,5.43
33,4678.85,FeI,3.6,-0.68,21.6,5.52
34,4736.77,FeI,3.21,-0.67,27.0,5.24
35,4872.14,FeI,2.88,-0.57,59.9,5.33
36,4890.76,FeI,2.88,-0.38,67.6,5.24
37,4938.81,FeI,2.88,-1.08,28.6,5.34
38,4939.69,FeI,0.86,-3.25,23.4,5.38
39,4966.09,FeI,3.33,-0.79,21.3,5.33
40,4994.13,FeI,0.91,-2.97,36.1,5.42
41,5001.86,FeI,3.88,-0.01,31.7,5.32
42,5005.71,FeI,3.88,-0.12,25.2,5.31
43,5006.12,FeI,2.83,-0.61,62.1,5.35
44,5012.07,FeI,0.86,-2.6,53.4,5.3
45,5014.94,FeI,3.94,-0.18,20.1,5.29
46,5049.82,FeI,2.28,-1.35,46.4,5.35
47,5068.77,FeI,2.94,-1.04,24.9,5.27
48,5079.74,FeI,0.99,-3.25,20.3,5.42
49,5123.72,FeI,1.01,-3.06,30.3,5.49
50,5127.36,FeI,0.91,-3.25,19.7,5.32
51,5142.93,FeI,0.96,-3.07,28.4,5.41
52,5150.84,FeI,0.99,-3.04,29.6,5.43
53,5171.6,FeI,1.48,-1.72,66.2,5.25
54,5191.45,FeI,3.04,-0.55,44.9,5.23
55,5194.94,FeI,1.56,-2.02,57.6,5.49
56,5198.71,FeI,2.22,-2.09,14.2,5.31
57,5216.27,FeI,1.61,-2.08,42.2,5.33
58,5266.56,FeI,3.0,-0.39,63.9,5.3
59,5273.16,FeI,3.29,-1.01,22.2,5.51
60,5281.79,FeI,3.04,-0.83,36.8,5.38
61,5283.62,FeI,3.24,-0.45,51.0,5.41
62,5302.3,FeI,3.28,-0.73,21.4,5.21
63,5324.18,FeI,3.21,-0.11,73.7,5.34
64,5339.93,FeI,3.26,-0.63,37.6,5.4
65,5341.02,FeI,1.61,-1.95,58.6,5.47
66,5367.47,FeI,4.42,0.44,30.7,5.35
67,5369.96,FeI,4.37,0.54,37.7,5.33
68,5371.49,FeI,0.96,-1.64,108.0,5.33
69,5393.17,FeI,3.24,-0.72,35.7,5.44
70,5397.13,FeI,0.91,-1.98,90.9,5.36
71,5405.78,FeI,0.99,-1.85,91.7,5.32
72,5410.91,FeI,4.47,0.4,22.7,5.27
73,5415.2,FeI,4.39,0.64,40.1,5.28
74,5424.07,FeI,4.32,0.52,41.9,5.37
75,5506.78,FeI,0.99,-2.79,48.6,5.51
76,5569.62,FeI,3.41,-0.52,38.9,5.45
77,5572.84,FeI,3.39,-0.28,55.5,5.43
78,5615.64,FeI,3.33,0.04,70.2,5.24
79,5624.54,FeI,3.41,-0.76,24.0,5.41
80,6065.48,FeI,2.61,-1.53,25.7,5.42
81,6137.69,FeI,2.59,-1.4,27.2,5.29
82,6191.56,FeI,2.43,-1.42,41.7,5.43
83,6230.72,FeI,2.56,-1.28,35.3,5.3
84,6393.6,FeI,2.43,-1.58,33.1,5.42
85,6400.0,FeI,3.6,-0.27,32.6,5.24
86,6430.85,FeI,2.17,-1.95,27.4,5.42
87,6494.98,FeI,2.4,-1.27,60.0,5.53
88,6546.24,FeI,2.76,-1.54,22.9,5.49
89,6592.91,FeI,2.73,-1.47,25.4,5.45
90,4233.17,FeII,2.58,-1.81,44.0,5.17
91,4508.29,FeII,2.86,-2.25,16.0,5.23
92,4515.34,FeII,2.84,-2.36,13.0,5.21
93,4520.22,FeII,2.81,-2.6,14.2,5.47
94,4522.63,FeII,2.84,-1.99,41.6,5.54
95,4555.89,FeII,2.83,-2.25,24.2,5.42
96,4583.84,FeII,2.81,-1.74,52.9,5.46
97,4923.93,FeII,2.89,-1.21,67.2,5.24
98,5197.58,FeII,3.23,-2.05,13.4,5.27
99,5234.63,FeII,3.22,-2.18,22.1,5.65
100,5316.62,FeII,3.15,-1.78,38.5,5.53
