,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,4009.71,FeI,2.22,-1.25,108.7,5.62
1,4058.22,FeI,3.21,-1.18,53.6,5.45
2,4067.98,FeI,3.21,-0.53,71.2,5.13
3,4114.44,FeI,2.83,-1.3,59.4,5.21
4,4139.93,FeI,0.99,-3.51,67.6,5.34
5,4157.78,FeI,3.42,-0.4,81.6,5.47
6,4158.79,FeI,3.43,-0.7,49.0,5.13
7,4174.91,FeI,0.91,-2.94,91.9,5.18
8,4271.15,FeI,2.45,-0.35,137.3,5.39
9,4489.74,FeI,0.12,-3.9,122.5,5.74
10,4494.56,FeI,2.2,-1.14,125.7,5.53
11,4602.0,FeI,1.61,-3.13,64.9,5.59
12,4637.5,FeI,3.28,-1.29,39.0,5.32
13,4647.43,FeI,2.95,-1.35,48.2,5.15
14,4668.13,FeI,3.26,-1.08,53.9,5.34
15,4678.85,FeI,3.6,-0.68,43.7,5.17
16,4704.95,FeI,3.68,-1.32,17.4,5.34
17,4733.59,FeI,1.48,-2.99,84.0,5.63
18,4736.77,FeI,3.21,-0.67,86.0,5.46
19,4872.14,FeI,2.88,-0.57,104.5,5.3
20,4875.88,FeI,3.33,-1.9,17.5,5.5
21,4890.76,FeI,2.88,-0.38,115.0,5.33
22,4891.49,FeI,2.85,-0.11,129.7,5.3
23,4918.99,FeI,2.86,-0.34,127.1,5.49
24,4924.77,FeI,2.28,-2.11,64.4,5.34
25,4938.81,FeI,2.88,-1.08,77.1,5.26
26,4946.39,FeI,3.37,-1.11,51.1,5.43
27,4966.09,FeI,3.33,-0.79,60.3,5.22
28,4994.13,FeI,0.91,-2.97,105.9,5.29
29,5006.12,FeI,2.83,-0.61,108.3,5.33
30,5014.94,FeI,3.94,-0.18,51.4,5.19
31,5022.24,FeI,3.98,-0.33,39.7,5.18
32,5028.13,FeI,3.57,-1.12,32.3,5.35
33,5039.25,FeI,3.37,-1.52,34.5,5.55
34,5049.82,FeI,2.28,-1.35,110.8,5.46
35,5051.64,FeI,0.91,-2.76,131.2,5.6
36,5068.77,FeI,2.94,-1.04,86.3,5.45
37,5079.74,FeI,0.99,-3.25,108.9,5.71
38,5083.34,FeI,0.96,-2.84,118.2,5.46
39,5123.72,FeI,1.01,-3.06,115.7,5.68
40,5127.36,FeI,0.91,-3.25,111.3,5.65
41,5131.47,FeI,2.22,-2.52,62.7,5.63
42,5133.69,FeI,4.17,0.36,78.6,5.38
43,5141.74,FeI,2.42,-2.24,50.1,5.38
44,5150.84,FeI,0.99,-3.04,113.4,5.58
45,5162.27,FeI,4.18,0.02,63.8,5.47
46,5166.28,FeI,0.0,-4.12,125.4,5.62
47,5192.34,FeI,3.0,-0.42,104.4,5.24
48,5194.94,FeI,1.56,-2.02,116.3,5.33
49,5198.71,FeI,2.22,-2.09,82.8,5.54
50,5202.34,FeI,2.17,-1.87,104.1,5.67
51,5215.18,FeI,3.26,-0.86,60.9,5.19
52,5216.27,FeI,1.61,-2.08,107.3,5.26
53,5217.39,FeI,3.21,-1.07,57.1,5.28
54,5225.53,FeI,0.11,-4.75,80.2,5.52
55,5229.85,FeI,3.28,-0.97,59.7,5.3
56,5242.49,FeI,3.63,-0.97,38.1,5.36
57,5247.05,FeI,0.09,-4.97,77.0,5.65
58,5253.46,FeI,3.28,-1.58,38.2,5.55
59,5254.96,FeI,0.11,-4.76,89.1,5.68
60,5263.31,FeI,3.26,-0.87,64.9,5.26
61,5266.56,FeI,3.0,-0.39,103.8,5.19
62,5283.62,FeI,3.24,-0.45,91.1,5.29
63,5302.3,FeI,3.28,-0.73,69.9,5.23
64,5324.18,FeI,3.21,-0.11,116.8,5.41
65,5332.9,FeI,1.56,-2.78,84.3,5.43
66,5339.93,FeI,3.26,-0.63,76.6,5.22
67,5341.02,FeI,1.61,-1.95,132.5,5.63
68,5364.87,FeI,4.45,0.23,59.9,5.5
69,5365.4,FeI,3.57,-1.02,29.5,5.17
70,5367.47,FeI,4.42,0.44,63.1,5.31
71,5369.96,FeI,4.37,0.54,69.6,5.26
72,5383.37,FeI,4.31,0.65,83.5,5.33
73,5389.48,FeI,4.42,-0.41,27.1,5.52
74,5415.2,FeI,4.39,0.64,69.7,5.19
75,5424.07,FeI,4.32,0.52,80.6,5.42
76,5497.52,FeI,1.01,-2.83,139.2,5.83
77,5501.47,FeI,0.96,-3.05,115.7,5.52
78,5554.9,FeI,4.55,-0.27,22.6,5.42
79,5563.6,FeI,4.19,-0.75,26.0,5.55
80,5569.62,FeI,3.41,-0.52,74.6,5.24
81,5572.84,FeI,3.39,-0.28,95.3,5.35
82,5576.09,FeI,3.43,-1.0,58.8,5.48
83,5586.76,FeI,3.37,-0.11,94.2,5.13
84,5615.64,FeI,3.33,0.04,110.8,5.24
85,5624.54,FeI,3.41,-0.76,60.3,5.23
86,5956.69,FeI,0.86,-4.5,37.3,5.45
87,6003.01,FeI,3.88,-1.1,25.7,5.51
88,6008.56,FeI,3.88,-0.98,25.0,5.37
89,6065.48,FeI,2.61,-1.53,70.9,5.17
90,6137.69,FeI,2.59,-1.4,94.0,5.41
91,6173.34,FeI,2.22,-2.88,40.4,5.55
92,6180.2,FeI,2.73,-2.65,23.3,5.61
93,6200.31,FeI,2.61,-2.44,30.9,5.41
94,6213.43,FeI,2.22,-2.48,64.9,5.53
95,6219.28,FeI,2.2,-2.45,71.6,5.58
96,6230.72,FeI,2.56,-1.28,106.0,5.46
97,6252.56,FeI,2.4,-1.69,102.9,5.61
98,6265.13,FeI,2.17,-2.54,51.8,5.32
99,6280.62,FeI,0.86,-4.39,57.1,5.63
100,6322.69,FeI,2.59,-2.43,33.7,5.42
101,6335.33,FeI,2.2,-2.18,78.6,5.41
102,6336.82,FeI,3.68,-0.85,39.8,5.27
103,6344.15,FeI,2.43,-2.92,26.5,5.58
104,6355.03,FeI,2.84,-2.29,29.4,5.5
105,6393.6,FeI,2.43,-1.58,99.8,5.46
106,6411.65,FeI,3.65,-0.59,55.3,5.23
107,6421.35,FeI,2.28,-2.01,89.6,5.53
108,6430.85,FeI,2.17,-1.95,94.7,5.41
109,6494.98,FeI,2.4,-1.27,127.9,5.61
110,6498.94,FeI,0.96,-4.69,30.7,5.61
111,6546.24,FeI,2.76,-1.54,69.9,5.31
112,6592.91,FeI,2.73,-1.47,81.5,5.39
113,6593.87,FeI,2.43,-2.42,51.9,5.5
114,6677.99,FeI,2.69,-1.42,87.2,5.38
115,6750.15,FeI,2.42,-2.62,51.1,5.67
116,6978.85,FeI,2.48,-2.5,42.7,5.47
117,4122.67,FeII,2.58,-3.38,41.4,5.38
118,4233.17,FeII,2.58,-1.81,118.6,5.38
119,4489.18,FeII,2.83,-2.97,61.3,5.59
120,4491.41,FeII,2.85,-2.64,54.8,5.17
121,4508.29,FeII,2.86,-2.25,95.9,5.59
122,4520.22,FeII,2.81,-2.6,64.8,5.26
123,4541.52,FeII,2.86,-2.79,44.6,5.14
124,4555.89,FeII,2.83,-2.25,81.6,5.26
125,4576.34,FeII,2.84,-2.92,41.8,5.2
126,4583.84,FeII,2.81,-1.74,110.5,5.32
127,4620.52,FeII,2.83,-3.19,29.0,5.21
128,5264.81,FeII,3.23,-3.23,26.3,5.62
129,5276.0,FeII,3.2,-1.9,100.1,5.57
130,5316.62,FeII,3.15,-1.78,112.1,5.67
131,5362.87,FeII,3.2,-2.62,56.5,5.54
132,5414.07,FeII,3.22,-3.58,9.3,5.42
133,5425.26,FeII,3.2,-3.39,16.6,5.49
134,5534.85,FeII,3.25,-2.87,33.7,5.43
135,6149.26,FeII,3.89,-2.72,19.6,5.69
136,6238.39,FeII,3.89,-2.75,16.5,5.63
137,6432.68,FeII,2.89,-3.71,17.0,5.42
138,6456.38,FeII,3.9,-2.08,38.6,5.47
