,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,4021.87,FeI,2.67,-0.73,74.28,4.42
1,4067.98,FeI,3.21,-0.53,42.8,4.35
2,4152.17,FeI,0.96,-3.16,90.33,4.89
3,4158.79,FeI,3.43,-0.7,46.55,4.85
4,4172.75,FeI,0.96,-3.02,86.78,4.68
5,4174.91,FeI,0.91,-2.94,92.9,4.66
6,4181.76,FeI,2.83,-0.37,97.6,4.68
7,4430.61,FeI,2.22,-1.73,64.66,4.62
8,4443.19,FeI,2.86,-1.04,49.93,4.51
9,4447.72,FeI,2.22,-1.34,73.62,4.36
10,4602.0,FeI,1.61,-3.13,43.81,4.89
11,4619.29,FeI,3.6,-1.06,18.63,4.84
12,4625.05,FeI,3.24,-1.27,11.23,4.34
13,4630.12,FeI,2.28,-2.59,15.51,4.61
14,4736.77,FeI,3.21,-0.67,63.08,4.76
15,4872.14,FeI,2.88,-0.57,82.18,4.51
16,4903.31,FeI,2.88,-0.89,72.09,4.68
17,4924.77,FeI,2.28,-2.11,57.56,4.91
18,4938.81,FeI,2.88,-1.08,55.91,4.62
19,4946.39,FeI,3.37,-1.11,27.6,4.8
20,4950.11,FeI,3.41,-1.5,11.4,4.79
21,5014.94,FeI,3.94,-0.18,23.4,4.48
22,5022.24,FeI,3.98,-0.33,20.05,4.6
23,5044.21,FeI,2.85,-2.02,17.03,4.79
24,5049.82,FeI,2.28,-1.35,94.28,4.68
25,5074.75,FeI,4.22,-0.2,19.29,4.74
26,5079.22,FeI,2.2,-2.1,51.72,4.7
27,5079.74,FeI,0.99,-3.25,98.94,4.95
28,5131.47,FeI,2.22,-2.52,25.13,4.69
29,5133.69,FeI,4.17,0.36,43.17,4.6
30,5141.74,FeI,2.42,-2.24,17.16,4.46
31,5162.27,FeI,4.18,0.02,25.73,4.62
32,5198.71,FeI,2.22,-2.09,61.49,4.84
33,5202.34,FeI,2.17,-1.87,91.41,4.99
34,5215.18,FeI,3.26,-0.86,36.27,4.56
35,5217.39,FeI,3.21,-1.07,28.2,4.55
36,5225.53,FeI,0.11,-4.75,85.51,5.04
37,5250.21,FeI,0.12,-4.9,72.44,5.03
38,5250.65,FeI,2.2,-2.18,61.3,4.89
39,5253.46,FeI,3.28,-1.58,8.54,4.55
40,5263.31,FeI,3.26,-0.87,43.61,4.68
41,5266.56,FeI,3.0,-0.39,84.55,4.46
42,5281.79,FeI,3.04,-0.83,59.12,4.59
43,5283.62,FeI,3.24,-0.45,65.64,4.56
44,5302.3,FeI,3.28,-0.73,47.53,4.62
45,5307.36,FeI,1.61,-2.91,57.38,4.8
46,5324.18,FeI,3.21,-0.11,88.4,4.51
47,5332.9,FeI,1.56,-2.78,73.24,4.81
48,5339.93,FeI,3.26,-0.63,55.7,4.62
49,5367.47,FeI,4.42,0.44,29.47,4.57
50,5369.96,FeI,4.37,0.54,40.25,4.6
51,5383.37,FeI,4.31,0.65,39.0,4.39
52,5424.07,FeI,4.32,0.52,34.74,4.46
53,5569.62,FeI,3.41,-0.52,45.68,4.54
54,5576.09,FeI,3.43,-1.0,20.31,4.56
55,5624.54,FeI,3.41,-0.76,37.82,4.64
56,5956.69,FeI,0.86,-4.5,31.16,4.96
57,6065.48,FeI,2.61,-1.53,69.15,4.8
58,6151.62,FeI,2.17,-3.37,11.71,5.02
59,6213.43,FeI,2.22,-2.48,34.28,4.74
60,6219.28,FeI,2.2,-2.45,43.36,4.82
61,6252.56,FeI,2.4,-1.69,81.1,4.83
62,6265.13,FeI,2.17,-2.54,44.51,4.9
63,6322.69,FeI,2.59,-2.43,23.24,4.95
64,6335.33,FeI,2.2,-2.18,64.89,4.83
65,6336.82,FeI,3.68,-0.85,23.08,4.75
66,6355.03,FeI,2.84,-2.29,12.98,4.83
67,6411.65,FeI,3.65,-0.59,33.2,4.64
68,6592.91,FeI,2.73,-1.47,51.26,4.62
69,6593.87,FeI,2.43,-2.42,31.81,4.88
70,6978.85,FeI,2.48,-2.5,17.28,4.68
71,4416.83,FeII,2.78,-2.41,71.51,4.76
72,4489.18,FeII,2.83,-2.97,38.04,4.83
73,4491.41,FeII,2.85,-2.64,35.16,4.47
74,4541.52,FeII,2.86,-2.79,26.41,4.46
75,4620.52,FeII,2.83,-3.19,20.24,4.67
76,5197.58,FeII,3.23,-2.05,50.76,4.56
77,5234.63,FeII,3.22,-2.18,41.22,4.53
78,5264.81,FeII,3.23,-3.23,10.84,4.86
79,5284.11,FeII,2.89,-3.19,12.76,4.49
80,5316.62,FeII,3.15,-1.78,90.36,4.78
81,5362.87,FeII,3.2,-2.62,25.37,4.64
82,5425.26,FeII,3.2,-3.39,12.07,5.03
83,6238.39,FeII,3.89,-2.75,3.44,4.62
84,6432.68,FeII,2.89,-3.71,13.84,4.98
