,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,3920.26,FeI,0.12,-1.73,150.4,4.95
1,3949.95,FeI,2.17,-1.25,71.7,4.92
2,4134.68,FeI,2.83,-0.65,62.5,4.85
3,4147.67,FeI,1.48,-2.07,71.8,4.89
4,4158.79,FeI,3.43,-0.7,25.2,4.86
5,4181.76,FeI,2.83,-0.37,77.5,4.87
6,4187.04,FeI,2.45,-0.56,90.1,4.88
7,4191.43,FeI,2.47,-0.67,82.8,4.85
8,4199.1,FeI,3.05,0.16,91.8,4.93
9,4250.12,FeI,2.47,-0.41,104.0,5.04
10,4271.76,FeI,1.49,-0.16,148.7,4.65
11,4282.4,FeI,2.17,-0.78,92.3,4.86
12,4375.93,FeI,0.0,-3.0,116.0,5.11
13,4404.75,FeI,1.56,-0.15,149.0,4.68
14,4415.12,FeI,1.61,-0.62,130.1,4.86
15,4430.61,FeI,2.22,-1.73,52.9,5.01
16,4447.72,FeI,2.22,-1.34,64.8,4.83
17,4489.74,FeI,0.12,-3.9,66.2,4.96
18,4531.15,FeI,1.48,-2.1,68.1,4.78
19,4602.0,FeI,1.61,-3.13,12.9,4.83
20,4602.94,FeI,1.48,-2.21,71.0,4.95
21,4607.65,FeI,3.26,-1.33,10.3,4.81
22,4625.05,FeI,3.24,-1.27,13.7,4.86
23,4647.43,FeI,2.95,-1.35,22.3,4.87
24,4668.13,FeI,3.26,-1.08,25.4,5.02
25,4733.59,FeI,1.48,-2.99,26.6,4.91
26,4736.77,FeI,3.21,-0.67,45.2,4.93
27,4871.32,FeI,2.87,-0.34,78.7,4.79
28,4872.14,FeI,2.88,-0.57,71.8,4.9
29,4903.31,FeI,2.88,-0.89,53.5,4.9
30,4918.99,FeI,2.86,-0.34,78.9,4.78
31,4924.77,FeI,2.28,-2.11,22.5,4.84
32,4938.81,FeI,2.88,-1.08,47.6,4.99
33,4939.69,FeI,0.86,-3.25,61.7,5.05
34,4966.09,FeI,3.33,-0.79,26.8,4.82
35,4994.13,FeI,0.91,-2.97,73.1,5.03
36,5005.71,FeI,3.88,-0.12,24.5,4.72
37,5006.12,FeI,2.83,-0.61,75.0,4.93
38,5014.94,FeI,3.94,-0.18,28.9,4.95
39,5041.76,FeI,1.48,-2.2,78.8,5.04
40,5049.82,FeI,2.28,-1.35,66.0,4.87
41,5051.64,FeI,0.91,-2.76,86.7,5.08
42,5074.75,FeI,4.22,-0.2,16.8,4.98
43,5083.34,FeI,0.96,-2.84,69.0,4.87
44,5110.41,FeI,0.0,-3.76,93.8,5.14
45,5127.36,FeI,0.91,-3.25,57.3,5.01
46,5133.69,FeI,4.17,0.36,35.2,4.79
47,5141.74,FeI,2.42,-2.24,19.7,5.05
48,5151.91,FeI,1.01,-3.32,46.0,5.01
49,5162.27,FeI,4.18,0.02,25.8,4.94
50,5166.28,FeI,0.0,-4.12,69.1,5.01
51,5171.6,FeI,1.48,-1.72,89.0,4.75
52,5192.34,FeI,3.0,-0.42,70.2,4.83
53,5198.71,FeI,2.22,-2.09,36.6,5.03
54,5215.18,FeI,3.26,-0.86,32.7,4.92
55,5216.27,FeI,1.61,-2.08,71.1,4.9
56,5225.53,FeI,0.11,-4.75,26.1,5.01
57,5232.94,FeI,2.94,-0.06,86.1,4.7
58,5247.05,FeI,0.09,-4.97,22.6,5.13
59,5250.21,FeI,0.12,-4.9,22.9,5.1
60,5266.56,FeI,3.0,-0.39,70.6,4.8
61,5269.54,FeI,0.86,-1.33,152.9,4.96
62,5283.62,FeI,3.24,-0.45,52.5,4.83
63,5307.36,FeI,1.61,-2.91,26.1,4.92
64,5324.18,FeI,3.21,-0.11,74.7,4.84
65,5332.9,FeI,1.56,-2.78,32.8,4.87
66,5341.02,FeI,1.61,-1.95,79.9,4.92
67,5364.87,FeI,4.45,0.23,22.3,4.95
68,5367.47,FeI,4.42,0.44,29.8,4.87
69,5393.17,FeI,3.24,-0.72,37.6,4.84
70,5397.13,FeI,0.91,-1.98,124.0,5.07
71,5410.91,FeI,4.47,0.4,25.3,4.87
72,5415.2,FeI,4.39,0.64,32.2,4.69
