,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,4058.22,FeI,3.21,-1.18,39.57,5.0
1,4063.28,FeI,3.37,-0.81,41.72,4.88
2,4067.98,FeI,3.21,-0.53,67.11,4.8
3,4114.44,FeI,2.83,-1.3,64.39,5.03
4,4134.68,FeI,2.83,-0.65,88.62,4.85
5,4139.93,FeI,0.99,-3.51,77.81,5.2
6,4153.9,FeI,3.4,-0.28,62.44,4.67
7,4173.92,FeI,0.99,-3.29,97.52,5.31
8,4217.55,FeI,3.43,-0.48,71.4,5.04
9,4443.19,FeI,2.86,-1.04,59.72,4.7
10,4484.22,FeI,3.6,-0.64,43.93,4.97
11,4602.0,FeI,1.61,-3.13,63.35,5.25
12,4607.65,FeI,3.26,-1.33,25.02,4.93
13,4619.29,FeI,3.6,-1.06,23.56,5.07
14,4625.05,FeI,3.24,-1.27,35.16,5.06
15,4630.12,FeI,2.28,-2.59,43.65,5.32
16,4637.5,FeI,3.28,-1.29,33.05,5.04
17,4647.43,FeI,2.95,-1.35,52.66,5.03
18,4678.85,FeI,3.6,-0.68,36.87,4.88
19,4709.09,FeI,3.65,-1.32,12.7,5.01
20,4733.59,FeI,1.48,-2.99,81.52,5.25
21,4772.8,FeI,1.56,-2.9,67.44,4.99
22,4872.14,FeI,2.88,-0.57,95.46,4.72
23,4903.31,FeI,2.88,-0.89,85.94,4.89
24,4910.02,FeI,3.39,-1.28,37.9,5.25
25,4924.77,FeI,2.28,-2.11,60.68,5.04
26,4938.81,FeI,2.88,-1.08,68.96,4.84
27,4985.25,FeI,3.93,-0.44,20.47,4.69
28,5001.86,FeI,3.88,-0.01,53.41,4.83
29,5005.71,FeI,3.88,-0.12,54.57,4.96
30,5022.24,FeI,3.98,-0.33,38.43,5.01
31,5060.08,FeI,0.0,-5.43,55.4,5.33
32,5068.77,FeI,2.94,-1.04,74.51,4.96
33,5074.75,FeI,4.22,-0.2,36.08,5.16
34,5098.7,FeI,2.17,-2.03,97.72,5.3
35,5131.47,FeI,2.22,-2.52,64.21,5.37
36,5141.74,FeI,2.42,-2.24,49.5,5.16
37,5162.27,FeI,4.18,0.02,47.17,5.03
38,5198.71,FeI,2.22,-2.09,76.86,5.1
39,5202.34,FeI,2.17,-1.87,96.91,5.11
40,5215.18,FeI,3.26,-0.86,65.04,5.05
41,5217.39,FeI,3.21,-1.07,39.37,4.84
42,5225.53,FeI,0.11,-4.75,94.01,5.31
43,5229.85,FeI,3.28,-0.97,43.94,4.86
44,5242.49,FeI,3.63,-0.97,27.15,5.03
45,5247.05,FeI,0.09,-4.97,87.08,5.39
46,5281.79,FeI,3.04,-0.83,82.23,4.93
47,5302.3,FeI,3.28,-0.73,51.25,4.75
48,5322.04,FeI,2.28,-2.8,22.22,5.04
49,5332.9,FeI,1.56,-2.78,85.65,5.07
50,5339.93,FeI,3.26,-0.63,60.94,4.76
51,5353.37,FeI,4.1,-0.76,25.4,5.32
52,5364.87,FeI,4.45,0.23,41.4,5.07
53,5369.96,FeI,4.37,0.54,46.18,4.74
54,5383.37,FeI,4.31,0.65,62.5,4.8
55,5393.17,FeI,3.24,-0.72,70.91,4.92
56,5415.2,FeI,4.39,0.64,53.94,4.79
57,5569.62,FeI,3.41,-0.52,66.52,4.86
58,5572.84,FeI,3.39,-0.28,78.32,4.76
59,5576.09,FeI,3.43,-1.0,42.34,5.04
60,5586.76,FeI,3.37,-0.11,86.02,4.69
61,6024.06,FeI,4.55,-0.12,29.67,5.28
62,6065.48,FeI,2.61,-1.53,78.95,4.98
63,6173.34,FeI,2.22,-2.88,32.74,5.2
64,6200.31,FeI,2.61,-2.44,20.45,5.05
65,6213.43,FeI,2.22,-2.48,55.22,5.12
66,6219.28,FeI,2.2,-2.45,67.28,5.22
67,6230.72,FeI,2.56,-1.28,98.51,4.94
68,6246.32,FeI,3.6,-0.77,42.24,4.96
69,6297.79,FeI,2.22,-2.64,64.98,5.4
70,6301.5,FeI,3.65,-0.71,59.04,5.19
71,6302.49,FeI,3.69,-0.97,15.32,4.74
72,6322.69,FeI,2.59,-2.43,30.58,5.21
73,6335.33,FeI,2.2,-2.18,79.11,5.08
74,6336.82,FeI,3.68,-0.85,42.32,5.14
75,6408.02,FeI,3.68,-0.99,23.81,4.95
76,6411.65,FeI,3.65,-0.59,52.14,4.98
77,6421.35,FeI,2.28,-2.01,85.33,5.11
78,6546.24,FeI,2.76,-1.54,69.86,5.02
79,6592.91,FeI,2.73,-1.47,70.72,4.93
80,4416.83,FeII,2.78,-2.41,71.27,4.92
81,4491.41,FeII,2.85,-2.64,49.98,4.91
82,4515.34,FeII,2.84,-2.36,76.09,5.07
83,4520.22,FeII,2.81,-2.6,66.99,5.13
84,4576.34,FeII,2.84,-2.92,39.34,5.0
85,4620.52,FeII,2.83,-3.19,23.6,4.96
86,5234.63,FeII,3.22,-2.18,59.3,4.99
87,5276.0,FeII,3.2,-1.9,80.53,4.97
88,5362.87,FeII,3.2,-2.62,41.13,5.12
89,6247.56,FeII,3.89,-2.33,17.49,5.16
90,6456.38,FeII,3.9,-2.08,23.65,5.07
