,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,4430.61,FeI,2.22,-1.73,63.7,4.97
1,4447.72,FeI,2.22,-1.34,91.2,5.07
2,4489.74,FeI,0.12,-3.9,107.4,5.42
3,4602.94,FeI,1.48,-2.21,108.8,5.42
4,4607.65,FeI,3.26,-1.33,22.1,5.04
5,4625.05,FeI,3.24,-1.27,32.4,5.18
6,4678.85,FeI,3.6,-0.68,33.5,5.03
7,4733.59,FeI,1.48,-2.99,61.8,5.27
8,4736.77,FeI,3.21,-0.67,76.5,5.28
9,4871.32,FeI,2.87,-0.34,109.9,5.16
10,4872.14,FeI,2.88,-0.57,88.5,4.98
11,4890.76,FeI,2.88,-0.38,115.0,5.31
12,4891.49,FeI,2.85,-0.11,112.6,4.96
13,4903.31,FeI,2.88,-0.89,66.8,4.92
14,4924.77,FeI,2.28,-2.11,64.0,5.37
15,4938.81,FeI,2.88,-1.08,65.8,5.09
16,4939.69,FeI,0.86,-3.25,105.2,5.51
17,4946.39,FeI,3.37,-1.11,43.2,5.34
18,4950.11,FeI,3.41,-1.5,16.8,5.22
19,4994.13,FeI,0.91,-2.97,102.9,5.24
20,5001.86,FeI,3.88,-0.01,57.2,5.07
21,5006.12,FeI,2.83,-0.61,106.6,5.29
22,5012.07,FeI,0.86,-2.6,128.0,5.33
23,5014.94,FeI,3.94,-0.18,38.3,4.99
24,5051.64,FeI,0.91,-2.76,124.4,5.46
25,5060.08,FeI,0.0,-5.43,41.3,5.55
26,5074.75,FeI,4.22,-0.2,24.1,5.05
27,5083.34,FeI,0.96,-2.84,108.9,5.28
28,5123.72,FeI,1.01,-3.06,96.0,5.3
29,5127.36,FeI,0.91,-3.25,89.4,5.24
30,5131.47,FeI,2.22,-2.52,46.3,5.42
31,5133.69,FeI,4.17,0.36,57.4,5.03
32,5141.74,FeI,2.42,-2.24,39.7,5.26
33,5142.93,FeI,0.96,-3.07,104.5,5.41
34,5150.84,FeI,0.99,-3.04,99.0,5.3
35,5162.27,FeI,4.18,0.02,53.3,5.31
36,5166.28,FeI,0.0,-4.12,105.2,5.27
37,5194.94,FeI,1.56,-2.02,117.9,5.37
38,5198.71,FeI,2.22,-2.09,59.2,5.18
39,5202.34,FeI,2.17,-1.87,86.7,5.34
40,5215.18,FeI,3.26,-0.86,42.9,4.94
41,5225.53,FeI,0.11,-4.75,59.8,5.27
42,5229.85,FeI,3.28,-0.97,45.2,5.11
43,5232.94,FeI,2.94,-0.06,125.0,5.19
44,5242.49,FeI,3.63,-0.97,25.2,5.15
45,5247.05,FeI,0.09,-4.97,55.8,5.4
46,5250.21,FeI,0.12,-4.9,52.6,5.32
47,5250.65,FeI,2.2,-2.18,61.2,5.27
48,5254.96,FeI,0.11,-4.76,73.8,5.48
49,5266.56,FeI,3.0,-0.39,97.3,5.05
50,5281.79,FeI,3.04,-0.83,82.1,5.26
51,5283.62,FeI,3.24,-0.45,92.2,5.31
52,5302.3,FeI,3.28,-0.73,62.7,5.14
53,5332.9,FeI,1.56,-2.78,85.5,5.48
