,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,3940.88,FeI,0.96,-2.49,91.9,5.29
1,4009.71,FeI,2.22,-1.25,101.5,5.77
2,4067.98,FeI,3.21,-0.53,73.5,5.43
3,4070.77,FeI,3.24,-0.87,59.2,5.52
4,4073.76,FeI,3.26,-0.97,54.0,5.55
5,4132.9,FeI,2.84,-0.92,66.0,5.25
6,4139.93,FeI,0.99,-3.51,39.0,5.23
7,4158.79,FeI,3.43,-0.7,57.1,5.51
8,4173.92,FeI,0.99,-3.29,74.2,5.66
9,4222.21,FeI,2.45,-0.97,87.8,5.29
10,4233.6,FeI,2.48,-0.6,108.7,5.4
11,4250.12,FeI,2.47,-0.41,124.1,5.49
12,4489.74,FeI,0.12,-3.9,96.2,5.67
13,4494.56,FeI,2.2,-1.14,113.7,5.64
14,4592.65,FeI,1.56,-2.46,94.2,5.84
15,4595.36,FeI,3.3,-1.76,18.4,5.62
16,4602.94,FeI,1.48,-2.21,109.8,5.89
17,4607.65,FeI,3.26,-1.33,24.3,5.29
18,4619.29,FeI,3.6,-1.06,26.2,5.45
19,4630.12,FeI,2.28,-2.59,31.4,5.59
20,4647.43,FeI,2.95,-1.35,50.8,5.47
21,4668.13,FeI,3.26,-1.08,53.8,5.6
22,4678.85,FeI,3.6,-0.68,48.2,5.48
23,4704.95,FeI,3.68,-1.32,11.5,5.36
24,4736.77,FeI,3.21,-0.67,85.6,5.72
25,4772.8,FeI,1.56,-2.9,39.0,5.21
26,4871.32,FeI,2.87,-0.34,103.5,5.34
27,4872.14,FeI,2.88,-0.57,107.7,5.66
28,4890.76,FeI,2.88,-0.38,111.2,5.54
29,4891.49,FeI,2.85,-0.11,116.2,5.33
30,4903.31,FeI,2.88,-0.89,74.3,5.32
31,4918.99,FeI,2.86,-0.34,107.1,5.39
32,4924.77,FeI,2.28,-2.11,45.3,5.34
33,4938.81,FeI,2.88,-1.08,62.0,5.28
34,4939.69,FeI,0.86,-3.25,91.6,5.69
35,4946.39,FeI,3.37,-1.11,38.4,5.46
36,4966.09,FeI,3.33,-0.79,70.6,5.66
37,4994.13,FeI,0.91,-2.97,93.2,5.5
38,5001.86,FeI,3.88,-0.01,55.8,5.24
39,5006.12,FeI,2.83,-0.61,100.8,5.49
40,5012.07,FeI,0.86,-2.6,113.1,5.51
41,5014.94,FeI,3.94,-0.18,56.0,5.48
42,5022.24,FeI,3.98,-0.33,35.7,5.32
