,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,4216.18,FeI,0.0,-3.36,113.4,4.85
1,4222.21,FeI,2.45,-0.97,78.0,4.69
2,4442.34,FeI,2.2,-1.23,88.0,4.79
3,4489.74,FeI,0.12,-3.9,85.7,4.84
4,4494.56,FeI,2.2,-1.14,84.6,4.62
5,4602.0,FeI,1.61,-3.13,33.4,5.01
6,4630.12,FeI,2.28,-2.59,15.9,4.87
7,4637.5,FeI,3.28,-1.29,18.9,4.86
8,4668.13,FeI,3.26,-1.08,27.1,4.83
9,4678.85,FeI,3.6,-0.68,19.8,4.66
10,4736.77,FeI,3.21,-0.67,52.7,4.81
11,4871.32,FeI,2.87,-0.34,98.3,4.86
12,4890.76,FeI,2.88,-0.38,93.4,4.81
13,4903.31,FeI,2.88,-0.89,62.7,4.77
14,4918.99,FeI,2.86,-0.34,83.3,4.55
15,4920.5,FeI,2.83,0.07,116.4,4.75
16,4924.77,FeI,2.28,-2.11,26.3,4.64
17,4938.81,FeI,2.88,-1.08,38.7,4.57
18,4939.69,FeI,0.86,-3.25,79.8,4.92
19,4946.39,FeI,3.37,-1.11,21.5,4.84
20,4994.13,FeI,0.91,-2.97,96.8,5.01
21,5002.79,FeI,3.4,-1.46,10.4,4.86
22,5006.12,FeI,2.83,-0.61,88.0,4.86
23,5012.07,FeI,0.86,-2.6,122.9,5.11
24,5014.94,FeI,3.94,-0.18,32.3,4.83
25,5022.24,FeI,3.98,-0.33,14.4,4.58
26,5041.07,FeI,0.96,-3.09,85.5,4.98
27,5041.76,FeI,1.48,-2.2,87.2,4.77
28,5049.82,FeI,2.28,-1.35,77.5,4.73
29,5051.64,FeI,0.91,-2.76,115.7,5.17
30,5060.08,FeI,0.0,-5.43,20.4,5.0
31,5068.77,FeI,2.94,-1.04,38.5,4.59
32,5127.36,FeI,0.91,-3.25,80.8,4.98
33,5141.74,FeI,2.42,-2.24,28.2,4.96
34,5150.84,FeI,0.99,-3.04,82.2,4.89
35,5166.28,FeI,0.0,-4.12,102.3,5.07
36,5191.45,FeI,3.04,-0.55,66.7,4.67
37,5198.71,FeI,2.22,-2.09,39.8,4.78
38,5215.18,FeI,3.26,-0.86,38.2,4.78
39,5216.27,FeI,1.61,-2.08,94.7,4.92
40,5225.53,FeI,0.11,-4.75,50.7,4.99
41,5232.94,FeI,2.94,-0.06,104.4,4.72
42,5242.49,FeI,3.63,-0.97,14.9,4.81
43,5247.05,FeI,0.09,-4.97,46.4,5.12
44,5250.65,FeI,2.2,-2.18,40.8,4.86
45,5254.96,FeI,0.11,-4.76,54.6,5.06
46,5283.62,FeI,3.24,-0.45,57.2,4.65
47,5302.3,FeI,3.28,-0.73,51.5,4.89
48,5307.36,FeI,1.61,-2.91,37.3,4.8
49,5324.18,FeI,3.21,-0.11,82.4,4.68
50,5339.93,FeI,3.26,-0.63,56.1,4.84
51,5341.02,FeI,1.61,-1.95,113.6,5.14
52,5364.87,FeI,4.45,0.23,25.0,4.85
53,5367.47,FeI,4.42,0.44,37.7,4.86
54,5369.96,FeI,4.37,0.54,32.3,4.6
55,5383.37,FeI,4.31,0.65,49.4,4.71
56,5410.91,FeI,4.47,0.4,27.1,4.75
57,5415.2,FeI,4.39,0.64,35.1,4.57
58,5424.07,FeI,4.32,0.52,56.1,4.96
59,5497.52,FeI,1.01,-2.83,104.3,5.04
60,5501.47,FeI,0.96,-3.05,92.0,4.98
61,5506.78,FeI,0.99,-2.79,106.0,5.01
62,5569.62,FeI,3.41,-0.52,54.5,4.87
63,5572.84,FeI,3.39,-0.28,59.5,4.68
64,5615.64,FeI,3.33,0.04,92.9,4.83
65,5624.54,FeI,3.41,-0.76,33.1,4.75
66,5638.26,FeI,4.22,-0.72,9.9,5.04
67,6065.48,FeI,2.61,-1.53,53.1,4.84
68,6191.56,FeI,2.43,-1.42,72.1,4.79
69,6200.31,FeI,2.61,-2.44,18.5,5.1
70,6213.43,FeI,2.22,-2.48,27.6,4.87
71,6219.28,FeI,2.2,-2.45,41.7,5.07
72,6230.72,FeI,2.56,-1.28,78.6,4.9
73,6246.32,FeI,3.6,-0.77,34.2,4.97
74,6265.13,FeI,2.17,-2.54,25.6,4.83
75,6335.33,FeI,2.2,-2.18,47.1,4.88
76,6421.35,FeI,2.28,-2.01,67.7,5.11
77,6430.85,FeI,2.17,-1.95,66.2,4.89
78,6592.91,FeI,2.73,-1.47,52.5,4.89
79,6677.99,FeI,2.69,-1.42,54.1,4.81
80,6978.85,FeI,2.48,-2.5,19.7,4.99
81,4416.83,FeII,2.78,-2.41,49.7,4.58
82,4489.18,FeII,2.83,-2.97,31.1,4.86
83,4491.41,FeII,2.85,-2.64,49.3,4.88
84,4508.29,FeII,2.86,-2.25,74.8,4.94
85,4515.34,FeII,2.84,-2.36,59.0,4.75
86,4522.63,FeII,2.84,-1.99,89.8,4.94
87,4541.52,FeII,2.86,-2.79,31.5,4.72
88,4582.84,FeII,2.84,-3.06,24.7,4.82
89,4583.84,FeII,2.81,-1.74,98.4,4.81
90,4620.52,FeII,2.83,-3.19,12.5,4.58
91,4923.93,FeII,2.89,-1.21,122.0,4.78
92,5018.44,FeII,2.89,-1.34,124.4,4.93
93,5234.63,FeII,3.22,-2.18,52.7,4.87
94,5264.81,FeII,3.23,-3.23,6.7,4.77
95,5284.11,FeII,2.89,-3.19,22.7,4.93
96,5316.62,FeII,3.15,-1.78,92.8,5.05
97,5325.55,FeII,3.22,-3.16,12.5,4.98
98,5414.07,FeII,3.22,-3.58,5.8,5.04
