,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,4021.87,FeI,2.67,-0.73,82.83,5.32
1,4058.22,FeI,3.21,-1.18,39.34,5.42
2,4067.98,FeI,3.21,-0.53,62.91,5.26
3,4070.77,FeI,3.24,-0.87,56.22,5.49
4,4157.78,FeI,3.42,-0.4,70.42,5.5
5,4184.89,FeI,2.83,-0.87,62.54,5.2
6,4222.21,FeI,2.45,-0.97,96.09,5.54
7,4430.61,FeI,2.22,-1.73,86.82,5.75
8,4442.34,FeI,2.2,-1.23,95.05,5.46
9,4484.22,FeI,3.6,-0.64,48.64,5.46
10,4489.74,FeI,0.12,-3.9,86.12,5.47
11,4531.15,FeI,1.48,-2.1,93.58,5.43
12,4595.36,FeI,3.3,-1.76,16.89,5.54
13,4668.13,FeI,3.26,-1.08,44.06,5.42
14,4707.27,FeI,3.24,-0.96,57.59,5.52
15,4736.77,FeI,3.21,-0.67,75.64,5.64
16,4872.14,FeI,2.88,-0.57,82.63,5.2
17,4889.0,FeI,2.2,-2.55,42.73,5.66
18,4903.31,FeI,2.88,-0.89,82.26,5.51
19,4938.81,FeI,2.88,-1.08,73.78,5.52
20,4939.69,FeI,0.86,-3.25,87.54,5.62
21,4946.39,FeI,3.37,-1.11,43.94,5.56
22,5001.86,FeI,3.88,-0.01,50.32,5.15
23,5005.71,FeI,3.88,-0.12,43.98,5.16
24,5006.12,FeI,2.83,-0.61,99.6,5.55
25,5022.24,FeI,3.98,-0.33,27.58,5.18
26,5028.13,FeI,3.57,-1.12,30.91,5.57
27,5039.25,FeI,3.37,-1.52,25.83,5.59
28,5041.07,FeI,0.96,-3.09,93.79,5.71
29,5049.82,FeI,2.28,-1.35,94.4,5.56
30,5074.75,FeI,4.22,-0.2,35.59,5.44
31,5083.34,FeI,0.96,-2.84,97.61,5.55
32,5123.72,FeI,1.01,-3.06,91.56,5.67
33,5150.84,FeI,0.99,-3.04,76.9,5.38
34,5151.91,FeI,1.01,-3.32,71.74,5.55
35,5162.27,FeI,4.18,0.02,45.88,5.37
36,5215.18,FeI,3.26,-0.86,44.21,5.16
37,5217.39,FeI,3.21,-1.07,37.06,5.18
38,5225.53,FeI,0.11,-4.75,67.64,5.8
39,5229.85,FeI,3.28,-0.97,53.13,5.47
40,5247.05,FeI,0.09,-4.97,52.02,5.69
41,5263.31,FeI,3.26,-0.87,51.31,5.32
42,5266.56,FeI,3.0,-0.39,86.32,5.24
43,5281.79,FeI,3.04,-0.83,63.16,5.22
44,5283.62,FeI,3.24,-0.45,87.88,5.57
45,5302.3,FeI,3.28,-0.73,60.12,5.36
46,5307.36,FeI,1.61,-2.91,59.65,5.6
47,5324.18,FeI,3.21,-0.11,90.39,5.24
48,5332.9,FeI,1.56,-2.78,62.37,5.44
49,5339.93,FeI,3.26,-0.63,64.89,5.33
50,5415.2,FeI,4.39,0.64,67.62,5.38
51,5424.07,FeI,4.32,0.52,60.78,5.31
52,5473.9,FeI,4.15,-0.72,16.44,5.41
53,5483.1,FeI,4.15,-1.39,6.88,5.69
54,5563.6,FeI,4.19,-0.75,13.29,5.37
55,5576.09,FeI,3.43,-1.0,35.69,5.34
56,5586.76,FeI,3.37,-0.11,95.61,5.56
57,5638.26,FeI,4.22,-0.72,11.66,5.3
58,5709.38,FeI,3.37,-1.01,65.22,5.79
59,6003.01,FeI,3.88,-1.1,26.99,5.74
60,6008.56,FeI,3.88,-0.98,24.69,5.58
61,6027.05,FeI,4.08,-1.09,13.48,5.63
62,6065.48,FeI,2.61,-1.53,64.92,5.4
63,6191.56,FeI,2.43,-1.42,82.49,5.41
64,6200.31,FeI,2.61,-2.44,18.68,5.41
65,6230.72,FeI,2.56,-1.28,93.49,5.64
66,6336.82,FeI,3.68,-0.85,35.59,5.43
67,6400.0,FeI,3.6,-0.27,60.9,5.21
68,6400.32,FeI,0.91,-4.32,25.05,5.44
69,6430.85,FeI,2.17,-1.95,65.76,5.29
70,6475.62,FeI,2.56,-2.94,17.53,5.79
71,6518.37,FeI,2.83,-2.46,11.15,5.4
72,6609.11,FeI,2.56,-2.69,13.69,5.41
73,6677.99,FeI,2.69,-1.42,72.04,5.48
74,4489.18,FeII,2.83,-2.97,53.83,5.62
75,4491.41,FeII,2.85,-2.64,56.94,5.38
76,4508.29,FeII,2.86,-2.25,65.35,5.18
77,4515.34,FeII,2.84,-2.36,75.1,5.52
78,4576.34,FeII,2.84,-2.92,41.38,5.33
79,4582.84,FeII,2.84,-3.06,31.42,5.29
80,5100.66,FeII,2.81,-4.13,5.93,5.42
81,5197.58,FeII,3.23,-2.05,71.62,5.41
82,5234.63,FeII,3.22,-2.18,67.17,5.47
83,5284.11,FeII,2.89,-3.19,43.69,5.67
84,5362.87,FeII,3.2,-2.62,47.5,5.51
85,6432.68,FeII,2.89,-3.71,16.15,5.52
86,6456.38,FeII,3.9,-2.08,40.7,5.64
