,obs_wavelength,element,obs_ep,obs_ew
0,3724.38,FeI,2.28,38.2
1,3742.62,FeI,2.94,46.3
2,3753.61,FeI,2.18,55.1
3,3756.07,FeI,2.18,18.5
4,3768.03,FeI,2.22,15.3
5,3776.45,FeI,2.18,59.1
6,3781.19,FeI,2.2,21.7
7,3852.57,FeI,2.18,49.5
8,3902.95,FeI,1.56,129.3
9,3948.1,FeI,3.24,43.7
10,3949.95,FeI,2.18,56.8
11,3963.1,FeI,3.28,55.5
12,3977.74,FeI,2.2,60.0
13,4001.66,FeI,2.18,29.7
14,4009.71,FeI,2.22,61.3
15,4058.22,FeI,3.21,27.9
16,4067.98,FeI,3.21,51.7
17,4070.77,FeI,3.24,36.3
18,4073.76,FeI,3.27,30.5
19,4084.49,FeI,3.33,46.8
20,4132.06,FeI,1.61,119.7
21,4133.86,FeI,3.37,19.5
22,4143.87,FeI,1.56,130.0
23,4147.67,FeI,1.49,55.9
24,4150.25,FeI,3.43,14.0
25,4153.9,FeI,3.4,54.4
26,4158.79,FeI,3.43,31.4
27,4187.04,FeI,2.45,80.9
28,4202.03,FeI,1.49,113.4
29,4233.6,FeI,2.48,77.9
30,4250.79,FeI,1.56,112.9
31,4282.4,FeI,2.18,77.2
32,4352.73,FeI,2.22,59.8
33,4367.9,FeI,1.61,18.6
34,4415.12,FeI,1.61,123.0
35,4430.61,FeI,2.22,44.8
36,4442.34,FeI,2.2,66.7
37,4447.72,FeI,2.22,59.4
38,4459.12,FeI,2.18,82.6
39,4476.08,FeI,3.69,78.6
40,4484.22,FeI,3.6,30.5
41,4494.56,FeI,2.2,68.2
42,4517.52,FeI,3.07,5.2
43,4531.15,FeI,1.49,55.4
44,4587.13,FeI,3.57,4.2
45,4592.65,FeI,1.56,48.2
46,4602.0,FeI,1.61,8.9
47,4602.94,FeI,1.49,52.3
48,4607.65,FeI,3.27,15.0
49,4619.29,FeI,3.6,15.3
50,4625.05,FeI,3.24,16.9
51,4635.85,FeI,2.85,5.4
52,4637.5,FeI,3.28,16.6
53,4668.13,FeI,3.27,26.9
54,4669.17,FeI,3.65,9.1
55,4678.85,FeI,3.6,30.1
56,4690.14,FeI,3.69,4.9
57,4704.95,FeI,3.69,6.0
58,4707.27,FeI,3.24,33.3
59,4709.09,FeI,3.65,9.7
60,4733.59,FeI,1.49,20.9
61,4745.8,FeI,3.65,12.0
62,4788.76,FeI,3.24,8.4
63,4802.88,FeI,3.64,6.4
64,4807.71,FeI,3.37,3.7
65,4839.55,FeI,3.27,4.9
66,4844.01,FeI,3.55,2.2
67,4855.67,FeI,3.37,7.4
68,4871.32,FeI,2.87,74.9
