,obs_wavelength,element,obs_ep,obs_ew
0,4404.75,FeI,1.56,133.7
1,4415.12,FeI,1.61,99.9
2,4430.61,FeI,2.22,30.8
3,4442.34,FeI,2.2,51.7
4,4447.72,FeI,2.22,46.2
5,4459.12,FeI,2.18,62.0
6,4484.22,FeI,3.6,16.2
7,4494.56,FeI,2.2,56.1
8,4517.52,FeI,3.07,5.1
9,4531.15,FeI,1.49,40.9
10,4587.13,FeI,3.57,2.9
11,4592.65,FeI,1.56,27.9
12,4602.0,FeI,1.61,5.5
13,4602.94,FeI,1.49,39.6
14,4607.65,FeI,3.27,8.4
15,4619.29,FeI,3.6,9.3
16,4625.05,FeI,3.24,11.2
17,4637.5,FeI,3.28,8.5
18,4668.13,FeI,3.27,15.4
19,4678.85,FeI,3.6,20.7
20,4707.27,FeI,3.24,21.4
21,4733.59,FeI,1.49,11.1
22,4736.77,FeI,3.21,36.0
23,4745.8,FeI,3.65,6.0
24,4788.76,FeI,3.24,3.9
25,4802.88,FeI,3.64,2.1
26,4839.55,FeI,3.27,3.1
27,4871.32,FeI,2.87,58.6
28,4882.14,FeI,3.42,5.8
29,4885.43,FeI,3.88,5.7
30,4890.76,FeI,2.88,59.4
31,4903.31,FeI,2.88,35.4
32,4924.77,FeI,2.28,12.8
33,4946.39,FeI,3.37,13.7
34,4950.11,FeI,3.42,4.2
35,4966.09,FeI,3.33,23.4
36,4985.25,FeI,3.93,14.7
37,5001.86,FeI,3.88,29.9
38,5002.79,FeI,3.4,4.8
39,5005.71,FeI,3.88,28.2
40,5014.94,FeI,3.94,22.1
41,5022.24,FeI,3.98,14.2
42,5028.13,FeI,3.57,5.2
43,5039.25,FeI,3.37,6.1
44,5044.21,FeI,2.85,5.9
45,5048.44,FeI,3.96,4.3
46,5049.82,FeI,2.28,41.2
47,5079.22,FeI,2.2,18.6
48,5133.69,FeI,4.18,34.8
49,5194.94,FeI,1.56,43.4
50,5198.71,FeI,2.22,16.3
51,5202.34,FeI,2.18,32.4
52,5215.18,FeI,3.27,21.6
53,5216.27,FeI,1.61,39.1
54,5217.39,FeI,3.21,16.4
55,5226.86,FeI,3.04,47.0
56,5227.19,FeI,1.56,85.7
57,5242.49,FeI,3.63,11.0
58,5253.46,FeI,3.28,4.3
59,5263.31,FeI,3.27,22.2
60,5302.3,FeI,3.28,26.6
61,5307.36,FeI,1.61,8.7
62,5324.18,FeI,3.21,59.1
63,5328.53,FeI,1.56,54.7
64,5332.9,FeI,1.56,11.6
65,5339.93,FeI,3.27,30.8
66,5341.02,FeI,1.61,49.4
67,5393.17,FeI,3.24,29.9
68,5473.9,FeI,4.15,5.9
69,5476.56,FeI,4.1,16.2
70,5554.9,FeI,4.55,6.7
71,5563.6,FeI,4.19,5.5
72,5569.62,FeI,3.42,30.4
73,5586.76,FeI,3.37,49.3
74,5638.26,FeI,4.22,4.8
75,5686.53,FeI,4.55,5.6
76,5753.12,FeI,4.26,6.6
77,5775.08,FeI,4.22,2.6
78,6008.56,FeI,3.88,5.4
79,6027.05,FeI,4.08,3.6
80,6056.0,FeI,4.73,4.1
81,6065.48,FeI,2.61,25.3
82,6173.34,FeI,2.22,3.3
83,6219.28,FeI,2.2,9.2
84,6232.64,FeI,3.65,4.0
85,6246.32,FeI,3.6,16.0
86,6252.56,FeI,2.4,26.7
87,6265.13,FeI,2.18,8.3
88,6297.79,FeI,2.22,5.4
89,6335.33,FeI,2.2,13.7
90,6336.82,FeI,3.69,12.6
91,6393.6,FeI,2.43,33.0
92,6400.0,FeI,3.6,35.2
93,6408.02,FeI,3.69,7.5
94,6411.65,FeI,3.65,19.5
95,6592.91,FeI,2.73,20.2
96,6593.87,FeI,2.43,6.0
97,4491.4,FeII,2.86,19.2
98,4515.34,FeII,2.84,30.8
99,4555.89,FeII,2.83,38.2
100,4576.34,FeII,2.84,14.2
101,4582.84,FeII,2.84,10.6
102,4583.84,FeII,2.81,61.2
103,4620.52,FeII,2.83,7.9
104,4629.34,FeII,2.81,37.8
105,4923.93,FeII,2.89,80.6
106,5197.58,FeII,3.23,28.7
107,5264.81,FeII,3.23,5.1
108,5276.0,FeII,3.2,38.9
