,obs_wavelength,element,obs_ep,obs_ew
0,3902.95,FeI,1.56,78.0
1,3941.28,FeI,3.27,5.9
2,3943.34,FeI,2.2,2.7
3,3948.1,FeI,3.24,12.6
4,3949.95,FeI,2.18,20.6
5,3963.1,FeI,3.28,11.1
6,3977.74,FeI,2.2,23.2
7,4001.66,FeI,2.18,5.5
8,4005.24,FeI,1.56,73.9
9,4009.71,FeI,2.22,21.2
10,4058.22,FeI,3.21,4.0
11,4063.28,FeI,3.37,9.5
12,4063.59,FeI,1.56,102.8
13,4067.98,FeI,3.21,17.7
14,4070.77,FeI,3.24,9.2
15,4071.74,FeI,1.61,95.0
16,4073.76,FeI,3.27,7.2
17,4076.63,FeI,3.21,16.0
18,4080.21,FeI,3.28,3.3
19,4084.49,FeI,3.33,11.0
20,4132.06,FeI,1.61,72.5
21,4143.87,FeI,1.56,76.3
22,4147.67,FeI,1.49,15.4
23,4153.9,FeI,3.4,17.8
24,4158.79,FeI,3.43,7.3
25,4187.04,FeI,2.45,40.4
26,4202.03,FeI,1.49,72.7
27,4233.6,FeI,2.48,38.9
28,4250.79,FeI,1.56,71.3
29,4282.4,FeI,2.18,41.3
30,4325.76,FeI,1.61,97.9
31,4352.73,FeI,2.22,18.6
32,4367.9,FeI,1.61,2.6
33,4383.55,FeI,1.49,115.1
34,4404.75,FeI,1.56,97.4
35,4415.12,FeI,1.61,74.8
36,4430.61,FeI,2.22,10.5
37,4442.34,FeI,2.2,22.6
38,4447.72,FeI,2.22,20.3
39,4459.12,FeI,2.18,25.5
40,4476.08,FeI,3.69,25.2
41,4484.22,FeI,3.6,5.5
42,4494.56,FeI,2.2,27.4
43,4528.61,FeI,2.18,43.1
44,4531.15,FeI,1.49,14.4
45,4592.65,FeI,1.56,7.4
46,4602.94,FeI,1.49,14.1
47,4619.29,FeI,3.6,3.6
48,4678.85,FeI,3.6,7.5
49,4736.77,FeI,3.21,13.6
50,4871.32,FeI,2.87,29.6
51,4890.76,FeI,2.88,30.9
52,4903.31,FeI,2.88,12.9
53,4924.77,FeI,2.28,2.8
54,4946.39,FeI,3.37,4.8
55,4966.09,FeI,3.33,8.1
56,4985.25,FeI,3.93,4.5
57,5001.86,FeI,3.88,13.4
58,5005.71,FeI,3.88,9.9
59,5014.94,FeI,3.94,8.0
60,5022.24,FeI,3.98,5.8
61,5049.82,FeI,2.28,18.0
62,5079.22,FeI,2.2,6.3
63,5107.64,FeI,1.56,8.5
64,5133.69,FeI,4.18,17.0
65,5194.94,FeI,1.56,15.4
66,5198.71,FeI,2.22,4.8
67,5202.34,FeI,2.18,9.8
68,5215.18,FeI,3.27,7.0
69,5216.27,FeI,1.61,12.8
70,5217.39,FeI,3.21,5.0
71,5226.86,FeI,3.04,19.4
72,5227.19,FeI,1.56,55.7
73,5242.49,FeI,3.63,3.4
74,5263.31,FeI,3.27,6.9
75,5283.62,FeI,3.24,18.1
76,5302.3,FeI,3.28,9.6
77,5307.36,FeI,1.61,3.6
78,5393.17,FeI,3.24,11.9
79,5446.88,FeI,1.61,50.9
80,5476.56,FeI,4.1,5.9
81,5569.62,FeI,3.42,11.5
82,5572.84,FeI,3.4,18.6
83,5586.76,FeI,3.37,25.4
84,5615.64,FeI,3.33,34.4
85,5624.54,FeI,3.42,6.5
86,5658.82,FeI,3.4,6.3
87,5662.52,FeI,4.18,3.9
88,5909.97,FeI,3.21,3.9
89,6065.48,FeI,2.61,7.9
90,6252.56,FeI,2.4,8.4
91,6335.33,FeI,2.2,4.1
92,6336.82,FeI,3.69,3.4
93,6393.6,FeI,2.43,11.6
94,6400.0,FeI,3.6,13.3
95,6411.65,FeI,3.65,5.8
96,6421.35,FeI,2.28,5.2
97,6430.85,FeI,2.18,7.7
98,6546.24,FeI,2.76,5.2
99,6592.91,FeI,2.73,8.4
100,6677.99,FeI,2.69,8.8
101,4178.86,FeII,2.58,18.1
102,4233.17,FeII,2.58,46.0
103,4491.4,FeII,2.86,9.1
104,4515.34,FeII,2.84,13.6
105,4522.63,FeII,2.84,25.7
106,4555.89,FeII,2.83,17.6
107,4576.34,FeII,2.84,5.3
108,4582.84,FeII,2.84,3.0
109,4583.84,FeII,2.81,41.0
110,4629.34,FeII,2.81,16.8
111,4923.93,FeII,2.89,63.1
112,5169.03,FeII,2.89,79.3
113,5197.58,FeII,3.23,13.0
114,5276.0,FeII,3.2,19.3
115,6432.68,FeII,2.89,5.2
