,obs_wavelength,element,obs_ep,obs_ew
134,6315.81,FeI,4.08,12.2
135,6322.69,FeI,2.59,27.6
136,6335.33,FeI,2.2,54.5
137,6336.82,FeI,3.69,49.4
138,6344.15,FeI,2.43,17.0
139,6393.6,FeI,2.43,78.0
140,6400.0,FeI,3.6,82.7
141,6408.02,FeI,3.69,41.6
142,6411.65,FeI,3.65,66.5
143,6421.35,FeI,2.28,64.9
144,6430.85,FeI,2.18,67.4
145,6481.87,FeI,2.28,17.6
146,6546.24,FeI,2.76,58.3
147,6592.91,FeI,2.73,64.4
148,6593.87,FeI,2.43,37.3
149,6677.99,FeI,2.69,73.6
150,6750.15,FeI,2.42,29.5
151,6752.71,FeI,4.64,6.1
152,4178.86,FeII,2.58,64.1
153,4233.17,FeII,2.58,90.4
154,4491.4,FeII,2.86,50.4
155,4515.34,FeII,2.84,60.4
156,4555.89,FeII,2.83,65.8
157,4576.34,FeII,2.84,41.0
158,4582.84,FeII,2.84,29.9
159,4620.52,FeII,2.83,27.7
160,4629.34,FeII,2.81,66.6
161,4923.93,FeII,2.89,108.7
162,5197.58,FeII,3.23,59.9
163,5264.81,FeII,3.23,22.8
164,5325.55,FeII,3.22,19.2
165,5414.07,FeII,3.22,9.3
166,6369.46,FeII,2.89,5.8
167,6432.68,FeII,2.89,17.8
168,6516.08,FeII,2.89,28.4
