,obs_wavelength,element,obs_ep,obs_ew
0,3781.19,FeI,2.2,47.6
1,3949.95,FeI,2.18,76.4
2,3977.74,FeI,2.2,76.9
3,4058.22,FeI,3.21,57.2
4,4070.77,FeI,3.24,63.1
5,4073.76,FeI,3.27,55.4
6,4080.21,FeI,3.28,44.4
7,4147.67,FeI,1.49,76.5
8,4158.79,FeI,3.43,56.6
9,4187.04,FeI,2.45,107.5
10,4233.6,FeI,2.48,106.7
11,4447.72,FeI,2.22,90.0
12,4484.22,FeI,3.6,55.6
13,4494.56,FeI,2.2,95.8
14,4517.52,FeI,3.07,25.3
15,4531.15,FeI,1.49,81.4
16,4554.45,FeI,2.87,8.1
17,4574.22,FeI,3.21,7.7
18,4587.13,FeI,3.57,14.9
19,4602.0,FeI,1.61,31.6
20,4602.94,FeI,1.49,78.7
21,4607.65,FeI,3.27,42.6
22,4619.29,FeI,3.6,41.2
23,4625.05,FeI,3.24,47.1
24,4635.85,FeI,2.85,15.6
25,4637.5,FeI,3.28,42.6
26,4668.13,FeI,3.27,62.4
27,4678.85,FeI,3.6,57.2
28,4690.14,FeI,3.69,17.9
29,4704.95,FeI,3.69,20.6
30,4707.27,FeI,3.24,63.0
31,4733.59,FeI,1.49,48.2
32,4736.77,FeI,3.21,77.8
33,4745.8,FeI,3.65,32.4
34,4779.44,FeI,3.42,7.9
35,4787.83,FeI,3.0,8.6
36,4788.76,FeI,3.24,25.3
37,4802.88,FeI,3.64,20.1
38,4807.71,FeI,3.37,11.1
39,4839.55,FeI,3.27,23.3
40,4844.01,FeI,3.55,7.6
41,4848.88,FeI,2.28,4.7
42,4875.88,FeI,3.33,18.5
43,4882.14,FeI,3.42,27.4
44,4885.43,FeI,3.88,27.1
45,4890.76,FeI,2.88,106.3
46,4896.44,FeI,3.88,6.1
47,4903.31,FeI,2.88,83.7
48,4905.13,FeI,3.93,7.3
49,4907.73,FeI,3.43,18.0
50,4910.02,FeI,3.4,36.9
51,4911.78,FeI,3.93,6.5
52,4924.77,FeI,2.28,49.8
53,4946.39,FeI,3.37,50.7
54,4950.11,FeI,3.42,28.2
55,4962.57,FeI,4.18,15.7
56,4966.09,FeI,3.33,69.4
57,4985.25,FeI,3.93,52.2
58,5001.86,FeI,3.88,75.7
59,5002.79,FeI,3.4,30.9
60,5005.71,FeI,3.88,68.6
61,5014.94,FeI,3.94,64.4
62,5022.24,FeI,3.98,53.2
63,5023.5,FeI,4.31,4.6
64,5028.13,FeI,3.57,38.2
65,5044.21,FeI,2.85,29.7
66,5048.44,FeI,3.96,24.2
67,5049.82,FeI,2.28,89.2
68,5054.64,FeI,3.64,7.2
69,5079.22,FeI,2.2,60.4
70,5129.63,FeI,3.94,8.4
71,5133.69,FeI,4.18,83.1
72,5194.94,FeI,1.56,83.3
73,5198.71,FeI,2.22,56.5
74,5215.18,FeI,3.27,65.6
75,5216.27,FeI,1.61,79.7
76,5217.39,FeI,3.21,59.1
77,5226.86,FeI,3.04,89.9
78,5236.2,FeI,4.19,6.2
79,5242.49,FeI,3.63,45.7
80,5253.46,FeI,3.28,30.7
81,5263.31,FeI,3.27,66.9
82,5285.13,FeI,4.43,5.5
83,5288.52,FeI,3.69,17.3
84,5302.3,FeI,3.28,76.6
85,5307.36,FeI,1.61,45.3
86,5322.04,FeI,2.28,18.2
87,5332.9,FeI,1.56,51.9
88,5339.93,FeI,3.27,78.7
89,5341.02,FeI,1.61,93.3
90,5373.71,FeI,4.47,20.8
91,5379.57,FeI,3.69,19.4
92,5393.17,FeI,3.24,78.3
93,5472.71,FeI,4.21,8.4
94,5473.9,FeI,4.15,32.2
95,5476.56,FeI,4.1,55.8
96,5483.1,FeI,4.15,11.0
97,5493.5,FeI,4.1,6.4
98,5525.54,FeI,4.23,14.0
99,5554.9,FeI,4.55,36.8
100,5563.6,FeI,4.19,32.1
101,5569.62,FeI,3.42,80.3
102,5572.84,FeI,3.4,92.5
103,5618.63,FeI,4.21,12.7
104,5624.54,FeI,3.42,68.2
105,5638.26,FeI,4.22,30.7
106,5662.52,FeI,4.18,44.6
107,5686.53,FeI,4.55,26.1
108,5701.55,FeI,2.56,38.5
109,5705.47,FeI,4.3,7.2
110,5712.13,FeI,3.42,11.6
111,5717.83,FeI,4.28,18.7
112,5741.85,FeI,4.26,5.0
113,5753.12,FeI,4.26,34.0
114,5855.08,FeI,4.61,3.0
115,5916.25,FeI,2.45,22.3
116,6003.01,FeI,3.88,32.1
117,6008.56,FeI,3.88,35.0
118,6027.05,FeI,4.08,21.8
119,6056.0,FeI,4.73,25.7
120,6065.48,FeI,2.61,68.9
121,6082.71,FeI,2.22,5.6
122,6136.99,FeI,2.2,21.1
123,6151.62,FeI,2.18,11.3
124,6165.36,FeI,4.14,9.8
125,6173.34,FeI,2.22,24.1
126,6200.31,FeI,2.61,26.0
127,6219.28,FeI,2.2,45.6
128,6232.64,FeI,3.65,31.3
129,6246.32,FeI,3.6,57.5
130,6252.56,FeI,2.4,72.3
131,6265.13,FeI,2.18,41.8
132,6297.79,FeI,2.22,30.4
133,6301.5,FeI,3.65,60.2
