,obs_wavelength,element,obs_ew,obs_ep
0,4592.651,FeI,59.2,1.56
1,4602.0,FeI,20.9,1.61
2,4602.941,FeI,67.8,1.49
3,4619.287,FeI,28.6,3.6
4,4630.12,FeI,20.7,2.28
5,4637.503,FeI,31.5,3.28
6,4647.434,FeI,44.2,2.95
7,4733.591,FeI,34.8,1.49
8,4736.773,FeI,65.0,3.21
9,4882.144,FeI,17.9,3.42
10,4924.77,FeI,38.0,2.28
11,4938.814,FeI,59.9,2.88
12,4985.547,FeI,48.9,2.87
13,4994.13,FeI,59.9,0.92
14,5001.862,FeI,63.7,3.88
15,5022.236,FeI,41.5,3.98
16,5028.127,FeI,28.5,3.57
17,5044.212,FeI,22.1,2.85
18,5049.819,FeI,75.0,2.28
19,5051.635,FeI,67.7,0.92
20,5068.766,FeI,56.6,2.94
21,5079.224,FeI,48.3,2.2
22,5079.74,FeI,48.8,0.99
23,5083.339,FeI,59.1,0.96
24,5123.72,FeI,57.7,1.01
25,5150.84,FeI,51.5,0.99
26,5194.942,FeI,70.2,1.56
27,5198.711,FeI,44.2,2.22
28,5202.336,FeI,70.5,2.18
29,5215.182,FeI,50.9,3.27
30,5216.274,FeI,65.9,1.61
31,5217.39,FeI,44.5,3.21
32,5242.491,FeI,33.7,3.63
33,5250.646,FeI,49.1,2.2
34,5263.305,FeI,54.1,3.27
35,5307.361,FeI,31.8,1.61
36,5332.9,FeI,39.3,1.56
37,5339.93,FeI,66.4,3.27
38,5341.024,FeI,79.3,1.61
39,5497.516,FeI,68.3,1.01
40,5501.465,FeI,60.2,0.96
41,5506.779,FeI,68.1,0.99
42,5569.618,FeI,65.1,3.42
43,5576.09,FeI,48.3,3.43
44,4508.289,FeII,52.7,2.86
45,4515.339,FeII,47.8,2.84
46,4522.634,FeII,65.5,2.84
47,4576.339,FeII,28.3,2.84
48,4583.837,FeII,74.7,2.81
49,5197.576,FeII,49.1,3.23
50,5234.63,FeII,49.2,3.22
51,5276.002,FeII,66.0,3.2
52,5325.56,FeII,12.4,3.22
