,obs_wavelength,element,obs_ep,obs_ew
0,4114.44,FeI,2.83,37.08
1,4147.67,FeI,1.48,61.24
2,4430.61,FeI,2.22,52.23
3,4447.72,FeI,2.22,73.72
4,4461.65,FeI,0.09,83.32
5,4489.74,FeI,0.12,53.9
6,4494.56,FeI,2.2,83.32
7,4602.0,FeI,1.61,17.79
8,4602.94,FeI,1.48,66.33
9,4903.31,FeI,2.88,62.94
10,4924.77,FeI,2.28,29.07
11,4938.81,FeI,2.88,50.63
12,4939.69,FeI,0.86,48.97
13,4966.09,FeI,3.33,42.86
14,4994.13,FeI,0.92,57.68
15,5014.94,FeI,3.94,39.23
16,5044.21,FeI,2.85,12.86
17,5049.82,FeI,2.28,71.7
18,5051.64,FeI,0.92,71.68
19,5068.77,FeI,2.94,50.32
20,5083.34,FeI,0.96,61.36
21,5127.36,FeI,0.92,47.97
22,5150.84,FeI,0.99,51.04
23,5166.28,FeI,0.0,53.21
24,5191.45,FeI,3.04,74.45
25,5194.94,FeI,1.56,71.16
26,5198.71,FeI,2.22,34.54
27,5202.34,FeI,2.18,59.65
28,5216.27,FeI,1.61,65.29
29,5217.39,FeI,3.21,34.15
30,5225.53,FeI,0.11,21.77
31,5247.05,FeI,0.09,18.01
32,5263.31,FeI,3.27,42.29
33,5281.79,FeI,3.04,58.53
34,5307.36,FeI,1.61,26.17
35,5322.04,FeI,2.28,8.24
36,5339.93,FeI,3.27,57.9
37,5569.62,FeI,3.42,58.24
38,5624.54,FeI,3.42,42.01
39,5662.52,FeI,4.18,17.64
40,5686.53,FeI,4.55,7.88
41,5701.55,FeI,2.56,18.19
42,5753.12,FeI,4.26,11.63
43,6137.69,FeI,2.59,60.99
44,6173.34,FeI,2.22,12.06
45,6200.31,FeI,2.61,12.15
46,6219.28,FeI,2.2,27.32
47,6246.32,FeI,3.6,31.82
48,6252.56,FeI,2.4,54.76
49,6265.13,FeI,2.18,24.15
50,6297.79,FeI,2.22,15.09
51,6301.5,FeI,3.65,46.52
52,6322.69,FeI,2.59,17.44
53,6344.15,FeI,2.43,6.26
54,6355.03,FeI,2.84,8.9
55,6358.7,FeI,0.86,11.97
56,6393.6,FeI,2.43,63.18
57,6411.65,FeI,3.65,38.81
58,6421.35,FeI,2.28,45.47
59,6430.85,FeI,2.18,52.56
60,6481.87,FeI,2.28,8.81
61,6494.98,FeI,2.4,79.24
62,6592.91,FeI,2.73,45.5
63,6593.87,FeI,2.43,18.42
64,6609.11,FeI,2.56,8.29
65,6677.99,FeI,2.69,56.99
66,6750.15,FeI,2.42,14.16
67,4178.862,FeII,2.58,25.46
68,4491.405,FeII,2.86,12.02
69,4508.288,FeII,2.86,23.59
70,4520.224,FeII,2.81,17.28
71,4582.835,FeII,2.84,4.69
72,4923.927,FeII,2.89,66.24
73,5197.577,FeII,3.23,15.97
74,5234.625,FeII,3.22,19.56
75,5534.847,FeII,3.25,6.02
76,6247.557,FeII,3.89,4.09
