,obs_wavelength,element,obs_ep,obs_ew
0,4602.0,FeI,1.61,116.03
1,4903.31,FeI,2.88,152.6
2,5187.91,FeI,4.14,40.83
3,5198.71,FeI,2.22,137.46
4,5307.36,FeI,1.61,134.63
5,5322.04,FeI,2.28,92.62
6,5339.93,FeI,3.27,129.77
7,5367.47,FeI,4.42,103.35
8,5383.37,FeI,4.31,121.96
9,5415.2,FeI,4.39,115.56
10,5569.62,FeI,3.42,130.79
11,5586.76,FeI,3.37,158.56
12,5618.63,FeI,4.21,35.93
13,5775.08,FeI,4.22,45.7
14,6027.05,FeI,4.08,58.85
15,6065.48,FeI,2.61,151.11
16,6151.62,FeI,2.18,85.98
17,6165.36,FeI,4.14,31.83
18,6173.34,FeI,2.22,105.4
19,6200.31,FeI,2.61,102.33
20,6219.28,FeI,2.2,134.34
21,6246.32,FeI,3.6,109.96
22,6252.56,FeI,2.4,159.23
23,6265.13,FeI,2.18,129.23
24,6297.79,FeI,2.22,114.28
25,6301.5,FeI,3.65,116.89
26,6322.69,FeI,2.59,99.25
27,6335.33,FeI,2.2,145.1
28,6344.15,FeI,2.43,94.75
29,6355.03,FeI,2.84,96.15
30,6358.7,FeI,0.86,144.41
31,6393.6,FeI,2.43,164.43
32,6411.65,FeI,3.65,116.42
33,6421.35,FeI,2.28,155.53
34,6430.85,FeI,2.18,162.67
35,6498.94,FeI,0.96,109.28
36,6592.91,FeI,2.73,141.59
37,6593.87,FeI,2.43,121.13
38,6677.99,FeI,2.69,158.69
39,6750.15,FeI,2.42,112.58
40,5425.257,FeII,3.2,37.99
41,6084.111,FeII,3.2,17.14
42,6238.392,FeII,3.89,33.41
43,6247.557,FeII,3.89,43.03
44,6416.919,FeII,3.89,25.66
45,6432.68,FeII,2.89,40.9
46,6516.08,FeII,2.89,55.31
