,obs_wavelength,element,obs_ep,obs_ew
0,4114.44,FeI,2.83,22.32
1,4147.67,FeI,1.48,44.12
2,4157.78,FeI,3.42,35.51
3,4184.89,FeI,2.83,38.32
4,4202.03,FeI,1.48,96.37
5,4216.18,FeI,0.0,51.42
6,4222.21,FeI,2.45,52.14
7,4238.81,FeI,3.4,45.6
8,4250.12,FeI,2.47,78.09
9,4375.93,FeI,0.0,67.26
10,4430.61,FeI,2.22,32.4
11,4447.72,FeI,2.22,47.25
12,4494.56,FeI,2.2,57.98
13,4602.94,FeI,1.48,41.59
14,4647.43,FeI,2.95,19.36
15,4871.32,FeI,2.87,62.71
16,4872.14,FeI,2.88,53.25
17,4890.76,FeI,2.88,64.11
18,4891.49,FeI,2.85,77.29
19,4903.31,FeI,2.88,40.73
20,4918.99,FeI,2.87,68.1
21,4924.77,FeI,2.28,14.17
22,4938.81,FeI,2.88,31.14
23,4939.69,FeI,0.86,19.49
24,4966.09,FeI,3.33,25.96
25,4994.13,FeI,0.92,27.0
26,5014.94,FeI,3.94,25.61
27,5044.21,FeI,2.85,6.43
28,5049.82,FeI,2.28,46.64
29,5051.64,FeI,0.92,41.8
30,5068.77,FeI,2.94,29.55
31,5083.34,FeI,0.96,31.99
32,5127.36,FeI,0.92,19.84
33,5150.84,FeI,0.99,22.93
34,5151.91,FeI,1.01,15.51
35,5166.28,FeI,0.0,20.43
36,5171.6,FeI,1.48,62.38
37,5191.45,FeI,3.04,49.52
38,5192.34,FeI,3.0,55.21
39,5194.94,FeI,1.56,44.89
40,5198.71,FeI,2.22,16.76
41,5202.34,FeI,2.18,34.23
42,5216.27,FeI,1.61,40.01
43,5217.39,FeI,3.21,19.48
44,5232.94,FeI,2.94,76.65
45,5263.31,FeI,3.27,24.35
46,5266.56,FeI,3.0,59.38
47,5281.79,FeI,3.04,35.45
48,5283.62,FeI,3.24,44.93
49,5324.18,FeI,3.21,63.2
50,5501.47,FeI,0.96,29.44
51,5506.78,FeI,0.99,40.06
52,5569.62,FeI,3.42,33.4
53,5572.84,FeI,3.4,45.76
54,5586.76,FeI,3.37,58.45
55,5615.64,FeI,3.33,63.47
56,5624.54,FeI,3.42,24.66
57,6136.61,FeI,2.45,41.26
58,6137.69,FeI,2.59,35.25
59,6191.56,FeI,2.43,34.03
60,6219.28,FeI,2.2,11.29
61,6230.72,FeI,2.56,43.52
62,6246.32,FeI,3.6,18.12
63,6252.56,FeI,2.4,29.06
64,6265.13,FeI,2.18,7.76
65,6335.33,FeI,2.2,15.66
66,6393.6,FeI,2.43,34.99
67,6400.0,FeI,3.6,36.5
68,6411.65,FeI,3.65,23.26
69,6421.35,FeI,2.28,21.47
70,6430.85,FeI,2.18,26.45
71,6494.98,FeI,2.4,47.81
72,6677.99,FeI,2.69,31.68
73,4178.862,FeII,2.58,41.3
74,4491.405,FeII,2.86,22.99
75,4508.288,FeII,2.86,41.26
76,4520.224,FeII,2.81,30.75
77,4541.524,FeII,2.86,15.98
78,4576.34,FeII,2.84,16.23
79,4582.835,FeII,2.84,9.25
80,4923.927,FeII,2.89,82.88
81,5197.577,FeII,3.23,30.3
82,5234.625,FeII,3.22,36.25
83,5534.847,FeII,3.25,13.36
84,6247.557,FeII,3.89,11.36
85,6516.08,FeII,2.89,8.7
