,obs_wavelength,element,obs_ep,obs_ew
0,4114.44,FeI,2.83,29.09
1,4132.9,FeI,2.84,43.3
2,4147.67,FeI,1.48,52.49
3,4157.78,FeI,3.42,46.21
4,4184.89,FeI,2.83,46.85
5,4216.18,FeI,0.0,60.88
6,4217.55,FeI,3.43,42.56
7,4222.21,FeI,2.45,63.42
8,4238.81,FeI,3.4,53.98
9,4250.12,FeI,2.47,86.06
10,4282.4,FeI,2.18,73.46
11,4375.93,FeI,0.0,72.97
12,4388.41,FeI,3.6,30.35
13,4430.61,FeI,2.22,41.35
14,4447.72,FeI,2.22,58.79
15,4489.74,FeI,0.12,28.82
16,4494.56,FeI,2.2,67.54
17,4602.0,FeI,1.61,9.34
18,4602.94,FeI,1.48,50.43
19,4871.32,FeI,2.87,71.9
20,4872.14,FeI,2.88,62.85
21,4890.76,FeI,2.88,72.33
22,4891.49,FeI,2.85,86.29
23,4903.31,FeI,2.88,49.69
24,4918.99,FeI,2.87,78.19
25,4924.77,FeI,2.28,20.66
26,4938.81,FeI,2.88,36.98
27,4938.81,FeI,2.88,41.05
28,4939.69,FeI,0.86,26.84
29,4966.09,FeI,3.33,35.6
30,4994.13,FeI,0.92,36.43
31,5014.94,FeI,3.94,35.34
32,5049.82,FeI,2.28,55.99
33,5051.64,FeI,0.92,51.94
34,5068.77,FeI,2.94,39.23
35,5079.74,FeI,0.99,27.24
36,5083.34,FeI,0.96,40.54
37,5127.36,FeI,0.92,27.91
38,5150.84,FeI,0.99,31.01
39,5151.91,FeI,1.01,22.53
40,5166.28,FeI,0.0,28.59
41,5191.45,FeI,3.04,59.25
42,5192.34,FeI,3.0,65.1
43,5194.94,FeI,1.56,53.95
44,5198.71,FeI,2.22,23.97
45,5202.34,FeI,2.18,45.92
46,5216.27,FeI,1.61,50.54
47,5217.39,FeI,3.21,25.87
48,5232.94,FeI,2.94,87.15
49,5247.05,FeI,0.09,3.44
50,5263.31,FeI,3.27,33.16
51,5266.56,FeI,3.0,69.41
52,5281.79,FeI,3.04,45.99
53,5283.62,FeI,3.24,55.19
54,5307.36,FeI,1.61,15.4
55,5324.18,FeI,3.21,73.79
56,5501.47,FeI,0.96,39.36
57,5506.78,FeI,0.99,50.34
58,5569.62,FeI,3.42,46.31
59,5572.84,FeI,3.4,57.41
60,5586.76,FeI,3.37,65.92
61,5624.54,FeI,3.42,32.75
62,5662.52,FeI,4.18,16.42
63,5701.55,FeI,2.56,11.21
64,5753.12,FeI,4.26,11.34
65,5775.08,FeI,4.22,4.83
66,6027.05,FeI,4.08,6.87
67,6137.69,FeI,2.59,44.83
68,6191.56,FeI,2.43,44.45
69,6219.28,FeI,2.2,16.9
70,6230.72,FeI,2.56,52.62
71,6246.32,FeI,3.6,26.89
72,6252.56,FeI,2.4,39.13
73,6265.13,FeI,2.18,14.84
74,6297.79,FeI,2.22,8.42
75,6335.33,FeI,2.2,24.26
76,6393.6,FeI,2.43,45.16
77,6400.0,FeI,3.6,46.22
78,6411.65,FeI,3.65,33.59
79,6421.35,FeI,2.28,29.74
80,6430.85,FeI,2.18,34.19
81,6494.98,FeI,2.4,64.0
82,6592.91,FeI,2.73,32.06
83,6677.99,FeI,2.69,40.94
84,4178.862,FeII,2.58,48.8
85,4491.405,FeII,2.86,29.45
86,4508.288,FeII,2.86,47.62
87,4520.224,FeII,2.81,38.69
88,4541.524,FeII,2.86,20.62
89,4576.34,FeII,2.84,21.64
90,4582.835,FeII,2.84,13.96
91,4923.927,FeII,2.89,90.39
92,5197.577,FeII,3.23,38.15
93,5234.625,FeII,3.22,42.9
94,5534.847,FeII,3.25,16.95
95,6247.557,FeII,3.89,14.06
96,6416.919,FeII,3.89,5.78
97,6432.68,FeII,2.89,6.79
98,6516.08,FeII,2.89,13.59
