,obs_wavelength,element,obs_ep,obs_ew
0,4602.0,FeI,1.61,47.99
1,4647.43,FeI,2.95,58.87
2,4788.76,FeI,3.24,25.73
3,4924.77,FeI,2.28,63.3
4,4962.57,FeI,4.18,13.91
5,4994.13,FeI,0.92,90.28
6,5044.21,FeI,2.85,40.23
7,5150.84,FeI,0.99,86.82
8,5225.53,FeI,0.11,56.8
9,5253.46,FeI,3.28,35.73
10,5307.36,FeI,1.61,60.89
11,5322.04,FeI,2.28,27.51
12,5618.63,FeI,4.21,10.11
13,5662.52,FeI,4.18,44.83
14,5686.53,FeI,4.55,20.9
15,5701.55,FeI,2.56,49.95
16,5753.12,FeI,4.26,30.27
17,5775.08,FeI,4.22,14.27
18,5816.37,FeI,4.55,17.67
19,6027.05,FeI,4.08,21.31
20,6082.71,FeI,2.22,10.01
21,6151.62,FeI,2.18,19.66
22,6165.36,FeI,4.14,8.73
23,6173.34,FeI,2.22,37.26
24,6200.31,FeI,2.61,37.22
25,6219.28,FeI,2.2,63.31
26,6252.56,FeI,2.4,91.94
27,6265.13,FeI,2.18,58.9
28,6297.79,FeI,2.22,43.95
29,6322.69,FeI,2.59,38.59
30,6335.33,FeI,2.2,73.49
31,6344.15,FeI,2.43,24.24
32,6355.03,FeI,2.84,28.85
33,6358.7,FeI,0.86,43.81
34,6393.6,FeI,2.43,104.15
35,6421.35,FeI,2.28,80.75
36,6430.85,FeI,2.18,89.36
37,6481.87,FeI,2.28,31.84
38,6498.94,FeI,0.96,23.45
39,6593.87,FeI,2.43,51.27
40,6609.11,FeI,2.56,28.75
41,6750.15,FeI,2.42,42.09
42,4491.405,FeII,2.86,15.65
43,4508.288,FeII,2.86,29.3
44,4576.34,FeII,2.84,10.73
45,4582.835,FeII,2.84,6.98
46,4923.927,FeII,2.89,71.85
47,5234.625,FeII,3.22,23.01
48,5534.847,FeII,3.25,8.6
49,6238.392,FeII,3.89,2.97
50,6247.557,FeII,3.89,5.36
51,6516.08,FeII,2.89,7.1
