,obs_wavelength,element,obs_ep,obs_ew
0,4114.44,FeI,2.83,32.41
1,4132.9,FeI,2.84,44.09
2,4134.68,FeI,2.83,59.22
3,4147.67,FeI,1.48,55.76
4,4157.78,FeI,3.42,42.8
5,4184.89,FeI,2.83,49.6
6,4187.04,FeI,2.45,83.87
7,4202.03,FeI,1.48,109.97
8,4216.18,FeI,0.0,66.15
9,4217.55,FeI,3.43,42.59
10,4222.21,FeI,2.45,66.91
11,4375.93,FeI,0.0,77.82
12,4388.41,FeI,3.6,30.28
13,4430.61,FeI,2.22,43.44
14,4447.72,FeI,2.22,60.8
15,4461.65,FeI,0.09,65.94
16,4489.74,FeI,0.12,34.17
17,4494.56,FeI,2.2,70.43
18,4602.94,FeI,1.48,53.08
19,4647.43,FeI,2.95,28.21
20,4871.32,FeI,2.87,73.66
21,4872.14,FeI,2.88,65.06
22,4890.76,FeI,2.88,75.82
23,4891.49,FeI,2.85,90.4
24,4903.31,FeI,2.88,51.86
25,4918.99,FeI,2.87,79.91
26,4924.77,FeI,2.28,20.98
27,4938.81,FeI,2.88,40.9
28,4939.69,FeI,0.86,30.57
29,4966.09,FeI,3.33,36.04
30,4994.13,FeI,0.92,34.75
31,5014.94,FeI,3.94,33.05
32,5049.82,FeI,2.28,59.21
33,5051.64,FeI,0.92,54.61
34,5068.77,FeI,2.94,40.89
35,5079.74,FeI,0.99,29.55
36,5083.34,FeI,0.96,45.0
37,5127.36,FeI,0.92,32.08
38,5150.84,FeI,0.99,34.93
39,5151.91,FeI,1.01,27.38
40,5166.28,FeI,0.0,32.37
41,5171.6,FeI,1.48,72.28
42,5191.45,FeI,3.04,57.56
43,5194.94,FeI,1.56,56.09
44,5216.27,FeI,1.61,51.87
45,5217.39,FeI,3.21,26.64
46,5225.53,FeI,0.11,8.71
47,5232.94,FeI,2.94,91.45
48,5263.31,FeI,3.27,33.52
49,5266.56,FeI,3.0,71.0
50,5281.79,FeI,3.04,46.94
51,5283.62,FeI,3.24,55.08
52,5302.3,FeI,3.28,38.66
53,5307.36,FeI,1.61,15.6
54,5324.18,FeI,3.21,75.64
55,5332.9,FeI,1.56,20.43
56,5339.93,FeI,3.27,46.4
57,5364.87,FeI,4.45,34.97
58,5367.47,FeI,4.42,41.82
59,5369.96,FeI,4.37,47.09
60,5371.49,FeI,0.96,103.3
61,5393.17,FeI,3.24,43.73
62,5397.13,FeI,0.92,89.75
63,5405.77,FeI,0.99,90.91
64,5410.91,FeI,4.47,37.09
65,5415.2,FeI,4.39,50.98
66,5569.62,FeI,3.42,45.29
67,5572.84,FeI,3.4,56.92
68,5586.76,FeI,3.37,69.26
69,5624.54,FeI,3.42,33.16
70,5701.55,FeI,2.56,12.77
71,5753.12,FeI,4.26,11.19
72,6065.48,FeI,2.61,36.34
73,6137.69,FeI,2.59,45.17
74,6191.56,FeI,2.43,49.13
75,6219.28,FeI,2.2,16.9
76,6230.72,FeI,2.56,51.81
77,6246.32,FeI,3.6,26.18
78,6252.56,FeI,2.4,36.34
79,6265.13,FeI,2.18,13.77
80,6301.5,FeI,3.65,26.44
81,6335.33,FeI,2.2,23.93
82,6393.6,FeI,2.43,46.29
83,6400.0,FeI,3.6,49.06
84,6421.35,FeI,2.28,29.64
85,6430.85,FeI,2.18,34.22
86,6494.98,FeI,2.4,60.03
87,6592.91,FeI,2.73,30.03
88,6677.99,FeI,2.69,41.93
89,4178.862,FeII,2.58,42.89
90,4491.405,FeII,2.86,25.16
91,4508.288,FeII,2.86,43.25
92,4520.224,FeII,2.81,33.02
93,4541.524,FeII,2.86,16.59
94,4576.34,FeII,2.84,18.12
95,4582.835,FeII,2.84,11.8
96,4923.927,FeII,2.89,83.8
97,5234.625,FeII,3.22,36.44
98,5534.847,FeII,3.25,13.29
