,obs_wavelength,element,obs_ep,obs_ew
0,4602.0,FeI,1.61,76.18
1,4788.76,FeI,3.24,53.19
2,4903.31,FeI,2.88,113.62
3,5014.94,FeI,3.94,78.33
4,5044.21,FeI,2.85,62.96
5,5150.84,FeI,0.99,116.69
6,5187.91,FeI,4.14,27.72
7,5198.71,FeI,2.22,94.7
8,5202.34,FeI,2.18,133.45
9,5216.27,FeI,1.61,117.99
10,5217.39,FeI,3.21,84.8
11,5225.53,FeI,0.11,94.04
12,5253.46,FeI,3.28,57.42
13,5281.79,FeI,3.04,105.14
14,5307.36,FeI,1.61,90.18
15,5322.04,FeI,2.28,55.77
16,5324.18,FeI,3.21,130.54
17,5569.62,FeI,3.42,101.65
18,5586.76,FeI,3.37,123.45
19,5618.63,FeI,4.21,22.76
20,5701.55,FeI,2.56,74.67
21,5753.12,FeI,4.26,46.0
22,5775.08,FeI,4.22,29.55
23,6137.69,FeI,2.59,113.26
24,6151.62,FeI,2.18,44.61
25,6173.34,FeI,2.22,64.33
26,6200.31,FeI,2.61,64.66
27,6219.28,FeI,2.2,87.78
28,6230.72,FeI,2.56,126.78
29,6246.32,FeI,3.6,81.74
30,6252.56,FeI,2.4,110.95
31,6265.13,FeI,2.18,85.98
32,6297.79,FeI,2.22,71.69
33,6301.5,FeI,3.65,83.06
34,6322.69,FeI,2.59,66.28
35,6335.33,FeI,2.2,99.14
36,6344.15,FeI,2.43,51.35
37,6355.03,FeI,2.84,56.67
38,6358.7,FeI,0.86,81.5
39,6393.6,FeI,2.43,115.24
40,6411.65,FeI,3.65,89.03
41,6421.35,FeI,2.28,105.8
42,6430.85,FeI,2.18,109.39
43,6481.87,FeI,2.28,58.87
44,6494.98,FeI,2.4,129.58
45,6498.94,FeI,0.96,52.48
46,6592.91,FeI,2.73,98.11
47,6593.87,FeI,2.43,79.04
48,6677.99,FeI,2.69,109.81
49,6750.15,FeI,2.42,69.3
50,4508.288,FeII,2.86,78.7
51,4923.927,FeII,2.89,126.01
52,5234.625,FeII,3.22,74.34
53,5325.553,FeII,3.22,28.68
54,6084.111,FeII,3.2,11.73
55,6149.258,FeII,3.89,18.86
56,6238.392,FeII,3.89,26.09
57,6247.557,FeII,3.89,34.06
58,6416.919,FeII,3.89,20.67
59,6432.68,FeII,2.89,31.11
60,6516.08,FeII,2.89,41.1
