,obs_wavelength,element,obs_ep,obs_ew
0,4114.44,FeI,2.83,35.01
1,4147.67,FeI,1.48,75.46
2,4447.72,FeI,2.22,81.17
3,4602.0,FeI,1.61,18.54
4,4602.94,FeI,1.48,72.15
5,4647.43,FeI,2.95,43.42
6,4871.32,FeI,2.87,88.87
7,4872.14,FeI,2.88,79.08
8,4891.49,FeI,2.85,98.53
9,4903.31,FeI,2.88,60.17
10,4918.99,FeI,2.87,88.62
11,4924.77,FeI,2.28,34.12
12,4938.81,FeI,2.88,46.12
13,4966.09,FeI,3.33,43.0
14,4994.13,FeI,0.92,64.64
15,5014.94,FeI,3.94,33.68
16,5051.64,FeI,0.92,79.06
17,5068.77,FeI,2.94,57.92
18,5127.36,FeI,0.92,46.87
19,5151.91,FeI,1.01,64.68
20,5166.28,FeI,0.0,60.96
21,5171.6,FeI,1.48,94.81
22,5202.34,FeI,2.18,63.24
23,5216.27,FeI,1.61,71.3
24,5217.39,FeI,3.21,36.21
25,5225.53,FeI,0.11,24.88
26,5232.94,FeI,2.94,96.58
27,5253.46,FeI,3.28,13.72
28,5263.31,FeI,3.27,40.18
29,5266.56,FeI,3.0,81.52
30,5281.79,FeI,3.04,57.34
31,5307.36,FeI,1.61,29.23
32,5324.18,FeI,3.21,82.59
33,5332.9,FeI,1.56,36.69
34,5339.93,FeI,3.27,51.38
35,5364.87,FeI,4.45,36.92
36,5367.47,FeI,4.42,42.86
37,5369.96,FeI,4.37,46.23
38,5383.37,FeI,4.31,54.25
39,5397.13,FeI,0.92,115.77
40,5405.77,FeI,0.99,114.3
41,5410.91,FeI,4.47,36.3
42,5415.2,FeI,4.39,51.63
43,5569.62,FeI,3.42,52.08
44,5572.84,FeI,3.4,66.34
45,5586.76,FeI,3.37,74.8
46,5701.55,FeI,2.56,19.06
47,6065.48,FeI,2.61,50.83
48,6173.34,FeI,2.22,12.1
49,6219.28,FeI,2.2,29.29
50,6230.72,FeI,2.56,67.25
51,6252.56,FeI,2.4,55.86
52,6265.13,FeI,2.18,27.52
53,6301.5,FeI,3.65,43.42
54,6335.33,FeI,2.2,35.68
55,6393.6,FeI,2.43,61.46
56,6411.65,FeI,3.65,37.91
57,6421.35,FeI,2.28,46.15
58,6430.85,FeI,2.18,53.82
59,6494.98,FeI,2.4,74.1
60,6592.91,FeI,2.73,42.47
61,6593.87,FeI,2.43,18.94
62,6677.99,FeI,2.69,56.84
63,4491.405,FeII,2.86,48.39
64,4520.224,FeII,2.81,60.3
65,4576.34,FeII,2.84,46.73
66,4923.927,FeII,2.89,116.25
67,5234.625,FeII,3.22,60.67
68,5264.812,FeII,3.23,18.24
69,5325.553,FeII,3.22,16.5
70,5425.257,FeII,3.2,17.18
71,6247.557,FeII,3.89,21.83
72,6416.919,FeII,3.89,9.1
73,6432.68,FeII,2.89,13.98
74,6516.08,FeII,2.89,28.48
