,obs_wavelength,element,obs_ep,obs_ew
0,4147.67,FeI,1.48,106.97
1,4222.21,FeI,2.45,98.01
2,4447.72,FeI,2.22,98.32
3,4494.56,FeI,2.2,116.15
4,4602.0,FeI,1.61,56.96
5,4602.94,FeI,1.48,117.32
6,4647.43,FeI,2.95,52.35
7,4872.14,FeI,2.88,98.46
8,4890.76,FeI,2.88,108.25
9,4891.49,FeI,2.85,119.84
10,4903.31,FeI,2.88,81.71
11,4918.99,FeI,2.87,107.36
12,4924.77,FeI,2.28,61.38
13,4939.69,FeI,0.86,109.23
14,4966.09,FeI,3.33,58.22
15,4994.13,FeI,0.92,120.01
16,5014.94,FeI,3.94,39.02
17,5044.21,FeI,2.85,27.09
18,5049.82,FeI,2.28,107.5
19,5051.64,FeI,0.92,136.62
20,5068.77,FeI,2.94,69.45
21,5083.34,FeI,0.96,125.65
22,5150.84,FeI,0.99,114.1
23,5166.28,FeI,0.0,135.16
24,5171.6,FeI,1.48,142.86
25,5202.34,FeI,2.18,88.4
26,5216.27,FeI,1.61,116.72
27,5217.39,FeI,3.21,48.08
28,5225.53,FeI,0.11,94.04
29,5232.94,FeI,2.94,120.84
30,5253.46,FeI,3.28,18.63
31,5263.31,FeI,3.27,54.69
32,5266.56,FeI,3.0,103.34
33,5281.79,FeI,3.04,76.79
34,5302.3,FeI,3.28,63.32
35,5307.36,FeI,1.61,73.11
36,5322.04,FeI,2.28,23.86
37,5324.18,FeI,3.21,102.8
38,5332.9,FeI,1.56,82.8
39,5339.93,FeI,3.27,70.52
40,5364.87,FeI,4.45,36.1
41,5367.47,FeI,4.42,44.62
42,5383.37,FeI,4.31,56.18
43,5393.17,FeI,3.24,68.12
44,5397.13,FeI,0.92,176.32
45,5405.77,FeI,0.99,175.08
46,5410.91,FeI,4.47,36.84
47,5415.2,FeI,4.39,55.96
48,5569.62,FeI,3.42,65.51
49,5572.84,FeI,3.4,82.12
50,5586.76,FeI,3.37,92.12
51,5624.54,FeI,3.42,52.44
52,5701.55,FeI,2.56,41.38
53,6065.48,FeI,2.61,84.24
54,6173.34,FeI,2.22,32.38
55,6200.31,FeI,2.61,29.81
56,6219.28,FeI,2.2,63.48
57,6230.72,FeI,2.56,105.93
58,6246.32,FeI,3.6,39.19
59,6252.56,FeI,2.4,93.29
60,6265.13,FeI,2.18,58.53
61,6301.5,FeI,3.65,41.01
62,6322.69,FeI,2.59,30.74
63,6335.33,FeI,2.2,78.5
64,6355.03,FeI,2.84,19.52
65,6358.7,FeI,0.86,56.44
66,6393.6,FeI,2.43,100.8
67,6411.65,FeI,3.65,48.25
68,6421.35,FeI,2.28,86.25
69,6430.85,FeI,2.18,97.7
70,6481.87,FeI,2.28,22.2
71,6494.98,FeI,2.4,118.19
72,6498.94,FeI,0.96,29.8
73,6592.91,FeI,2.73,75.23
74,6593.87,FeI,2.43,46.83
75,6609.11,FeI,2.56,19.98
76,6677.99,FeI,2.69,88.74
77,6750.15,FeI,2.42,37.25
78,4491.405,FeII,2.86,49.86
79,4508.288,FeII,2.86,76.84
80,4520.224,FeII,2.81,59.7
81,4541.524,FeII,2.86,38.23
82,4576.34,FeII,2.84,40.15
83,4923.927,FeII,2.89,126.8
84,5197.577,FeII,3.23,56.7
85,5234.625,FeII,3.22,61.21
86,5325.553,FeII,3.22,14.99
87,5534.847,FeII,3.25,26.21
88,6247.557,FeII,3.89,19.79
