,obs_wavelength,element,obs_ep,obs_ew
0,4114.44,FeI,2.83,38.11
1,4132.9,FeI,2.84,49.13
2,4157.78,FeI,3.42,51.61
3,4216.18,FeI,0.0,69.72
4,4222.21,FeI,2.45,75.55
5,4238.81,FeI,3.4,61.46
6,4388.41,FeI,3.6,35.0
7,4430.61,FeI,2.22,48.46
8,4447.72,FeI,2.22,67.56
9,4489.74,FeI,0.12,44.74
10,4494.56,FeI,2.2,76.7
11,4602.0,FeI,1.61,15.27
12,4602.94,FeI,1.48,60.69
13,4647.43,FeI,2.95,33.68
14,4788.76,FeI,3.24,10.83
15,4871.32,FeI,2.87,86.41
16,4872.14,FeI,2.88,74.83
17,4903.31,FeI,2.88,59.86
18,4918.99,FeI,2.87,91.72
19,4924.77,FeI,2.28,27.85
20,4938.81,FeI,2.88,49.58
21,4962.57,FeI,4.18,5.46
22,4966.09,FeI,3.33,42.81
23,4994.13,FeI,0.92,52.73
24,5014.94,FeI,3.94,40.44
25,5044.21,FeI,2.85,12.51
26,5049.82,FeI,2.28,67.0
27,5051.64,FeI,0.92,65.81
28,5068.77,FeI,2.94,48.97
29,5083.34,FeI,0.96,56.08
30,5127.36,FeI,0.92,43.05
31,5150.84,FeI,0.99,44.41
32,5151.91,FeI,1.01,36.01
33,5166.28,FeI,0.0,46.49
34,5171.6,FeI,1.48,79.38
35,5191.45,FeI,3.04,70.56
36,5192.34,FeI,3.0,79.79
37,5198.71,FeI,2.22,33.45
38,5202.34,FeI,2.18,58.61
39,5216.27,FeI,1.61,60.53
40,5217.39,FeI,3.21,34.94
41,5225.53,FeI,0.11,16.46
42,5253.46,FeI,3.28,12.22
43,5263.31,FeI,3.27,41.61
44,5266.56,FeI,3.0,82.97
45,5281.79,FeI,3.04,55.93
46,5307.36,FeI,1.61,24.46
47,5322.04,FeI,2.28,7.42
48,5501.47,FeI,0.96,54.08
49,5506.78,FeI,0.99,64.43
50,5569.62,FeI,3.42,55.65
51,5572.84,FeI,3.4,70.71
52,5586.76,FeI,3.37,83.44
53,5662.52,FeI,4.18,20.5
54,5686.53,FeI,4.55,8.99
55,5701.55,FeI,2.56,17.33
56,5753.12,FeI,4.26,13.01
57,5816.37,FeI,4.55,8.76
58,6027.05,FeI,4.08,8.3
59,6136.61,FeI,2.45,62.79
60,6137.69,FeI,2.59,57.38
61,6173.34,FeI,2.22,10.0
62,6191.56,FeI,2.43,57.82
63,6200.31,FeI,2.61,11.15
64,6219.28,FeI,2.2,26.06
65,6230.72,FeI,2.56,65.2
66,6246.32,FeI,3.6,33.61
67,6252.56,FeI,2.4,51.55
68,6265.13,FeI,2.18,21.64
69,6297.79,FeI,2.22,13.99
70,6322.69,FeI,2.59,11.95
71,6344.15,FeI,2.43,6.48
72,6355.03,FeI,2.84,8.91
73,6358.7,FeI,0.86,9.66
74,6393.6,FeI,2.43,58.36
75,6411.65,FeI,3.65,42.28
76,6421.35,FeI,2.28,41.19
77,6430.85,FeI,2.18,47.67
78,6494.98,FeI,2.4,73.36
79,6592.91,FeI,2.73,43.55
80,6593.87,FeI,2.43,18.29
81,6677.99,FeI,2.69,55.01
82,6750.15,FeI,2.42,13.56
83,4178.862,FeII,2.58,37.07
84,4491.405,FeII,2.86,20.01
85,4508.288,FeII,2.86,37.46
86,4520.224,FeII,2.81,28.87
87,4541.524,FeII,2.86,14.51
88,4576.34,FeII,2.84,15.3
89,4582.835,FeII,2.84,10.05
90,4923.927,FeII,2.89,79.13
91,5197.577,FeII,3.23,26.95
92,5234.625,FeII,3.22,31.88
93,5534.847,FeII,3.25,12.22
94,6238.392,FeII,3.89,5.19
95,6247.557,FeII,3.89,9.02
