,obs_wavelength,element,obs_ep,obs_ew
0,4114.44,FeI,2.83,39.59
1,4147.67,FeI,1.48,65.58
2,4184.89,FeI,2.83,59.87
3,4222.21,FeI,2.45,77.18
4,4447.72,FeI,2.22,74.18
5,4494.56,FeI,2.2,80.81
6,4602.0,FeI,1.61,17.0
7,4602.94,FeI,1.48,64.0
8,4647.43,FeI,2.95,35.86
9,4871.32,FeI,2.87,93.81
10,4872.14,FeI,2.88,79.03
11,4890.76,FeI,2.88,92.66
12,4903.31,FeI,2.88,63.7
13,4918.99,FeI,2.87,97.65
14,4924.77,FeI,2.28,31.95
15,4938.81,FeI,2.88,52.49
16,4939.69,FeI,0.86,46.98
17,4966.09,FeI,3.33,47.6
18,5014.94,FeI,3.94,45.1
19,5044.21,FeI,2.85,13.07
20,5049.82,FeI,2.28,71.1
21,5051.64,FeI,0.92,67.14
22,5068.77,FeI,2.94,53.82
23,5083.34,FeI,0.96,57.42
24,5127.36,FeI,0.92,45.79
25,5150.84,FeI,0.99,47.74
26,5166.28,FeI,0.0,49.07
27,5198.71,FeI,2.22,38.68
28,5202.34,FeI,2.18,61.62
29,5216.27,FeI,1.61,63.98
30,5217.39,FeI,3.21,38.58
31,5225.53,FeI,0.11,19.79
32,5247.05,FeI,0.09,15.14
33,5263.31,FeI,3.27,45.11
34,5281.79,FeI,3.04,60.47
35,5307.36,FeI,1.61,27.45
36,5322.04,FeI,2.28,8.77
37,5501.47,FeI,0.96,58.33
38,5506.78,FeI,0.99,66.8
39,5569.62,FeI,3.42,61.46
40,5572.84,FeI,3.4,73.58
41,5624.54,FeI,3.42,46.82
42,5701.55,FeI,2.56,19.12
43,6136.61,FeI,2.45,64.59
44,6137.69,FeI,2.59,60.02
45,6200.31,FeI,2.61,11.98
46,6219.28,FeI,2.2,29.93
47,6230.72,FeI,2.56,68.86
48,6246.32,FeI,3.6,35.42
49,6252.56,FeI,2.4,53.87
50,6265.13,FeI,2.18,24.72
51,6335.33,FeI,2.2,37.55
52,6355.03,FeI,2.84,11.38
53,6358.7,FeI,0.86,13.22
54,6411.65,FeI,3.65,48.04
55,6430.85,FeI,2.18,53.42
56,6494.98,FeI,2.4,76.32
57,6609.11,FeI,2.56,9.34
58,6677.99,FeI,2.69,57.46
59,4491.405,FeII,2.86,23.46
60,4508.288,FeII,2.86,38.32
61,4520.224,FeII,2.81,31.37
62,4923.927,FeII,2.89,80.43
63,5197.577,FeII,3.23,31.19
64,5234.625,FeII,3.22,35.04
65,5534.847,FeII,3.25,12.24
66,6247.557,FeII,3.89,11.53
67,6516.08,FeII,2.89,9.65
