,obs_wavelength,element,obs_ep,obs_ew
0,4114.44,FeI,2.83,13.45
1,4147.67,FeI,1.48,43.67
2,4187.8,FeI,2.42,79.72
3,4216.18,FeI,0.0,65.4
4,4222.21,FeI,2.45,48.99
5,4233.6,FeI,2.48,66.02
6,4238.81,FeI,3.4,29.94
7,4427.31,FeI,0.05,82.8
8,4430.61,FeI,2.22,24.27
9,4447.72,FeI,2.22,42.61
10,4461.65,FeI,0.09,68.59
11,4489.74,FeI,0.12,31.88
12,4494.56,FeI,2.2,55.41
13,4602.94,FeI,1.48,40.56
14,4647.43,FeI,2.95,10.45
15,4871.32,FeI,2.87,61.69
16,4872.14,FeI,2.88,46.57
17,4890.76,FeI,2.88,58.09
18,4891.49,FeI,2.85,82.86
19,4903.31,FeI,2.88,26.79
20,4918.99,FeI,2.87,64.02
21,4924.77,FeI,2.28,8.94
22,4938.81,FeI,2.88,18.85
23,4939.69,FeI,0.86,23.63
24,4966.09,FeI,3.33,13.37
25,4994.13,FeI,0.92,32.91
26,5006.12,FeI,2.83,44.82
27,5014.94,FeI,3.94,12.48
28,5049.82,FeI,2.28,40.44
29,5051.64,FeI,0.92,49.23
30,5068.77,FeI,2.94,17.68
31,5079.74,FeI,0.99,23.22
32,5083.34,FeI,0.96,36.75
33,5127.36,FeI,0.92,25.6
34,5150.84,FeI,0.99,26.24
35,5151.91,FeI,1.01,18.29
36,5166.28,FeI,0.0,33.07
37,5191.45,FeI,3.04,36.64
38,5192.34,FeI,3.0,47.87
39,5194.94,FeI,1.56,45.54
40,5198.71,FeI,2.22,13.51
41,5202.34,FeI,2.18,24.81
42,5216.27,FeI,1.61,38.85
43,5217.39,FeI,3.21,10.05
44,5225.53,FeI,0.11,8.33
45,5247.05,FeI,0.09,6.73
46,5263.31,FeI,3.27,12.83
47,5266.56,FeI,3.0,52.31
48,5281.79,FeI,3.04,23.09
49,5283.62,FeI,3.24,31.63
50,5307.36,FeI,1.61,9.49
51,5324.18,FeI,3.21,56.85
52,5332.9,FeI,1.56,13.24
53,5339.93,FeI,3.27,21.16
54,5569.62,FeI,3.42,21.23
55,5572.84,FeI,3.4,33.54
56,5586.76,FeI,3.37,47.63
57,5615.64,FeI,3.33,59.02
58,5624.54,FeI,3.42,12.09
59,6136.61,FeI,2.45,33.86
60,6137.69,FeI,2.59,27.57
61,6191.56,FeI,2.43,31.34
62,6219.28,FeI,2.2,9.31
63,6230.72,FeI,2.56,35.84
64,6246.32,FeI,3.6,8.5
65,6252.56,FeI,2.4,23.52
66,6265.13,FeI,2.18,8.04
67,6335.33,FeI,2.2,12.72
68,6393.6,FeI,2.43,29.55
69,6411.65,FeI,3.65,12.9
70,6421.35,FeI,2.28,18.09
71,6430.85,FeI,2.18,21.49
72,6494.98,FeI,2.4,52.31
73,6677.99,FeI,2.69,23.51
74,6750.15,FeI,2.42,4.86
75,4508.288,FeII,2.86,5.8
76,4520.224,FeII,2.81,2.97
77,4923.927,FeII,2.89,32.46
78,5234.625,FeII,3.22,3.84
