,obs_wavelength,element,obs_ep,obs_ew
0,4184.89,FeI,2.83,74.48
1,4447.72,FeI,2.22,95.87
2,4494.56,FeI,2.2,100.38
3,4602.0,FeI,1.61,43.78
4,4602.94,FeI,1.48,85.22
5,4788.76,FeI,3.24,29.46
6,4903.31,FeI,2.88,87.21
7,4924.77,FeI,2.28,57.92
8,4962.57,FeI,4.18,13.69
9,4966.09,FeI,3.33,69.78
10,4994.13,FeI,0.92,79.8
11,5014.94,FeI,3.94,62.83
12,5044.21,FeI,2.85,36.64
13,5049.82,FeI,2.28,93.35
14,5083.34,FeI,0.96,81.75
15,5127.36,FeI,0.92,71.49
16,5150.84,FeI,0.99,77.55
17,5187.91,FeI,4.14,14.1
18,5198.71,FeI,2.22,64.11
19,5202.34,FeI,2.18,95.08
20,5216.27,FeI,1.61,85.56
21,5217.39,FeI,3.21,63.88
22,5225.53,FeI,0.11,49.56
23,5253.46,FeI,3.28,34.76
24,5263.31,FeI,3.27,70.01
25,5266.56,FeI,3.0,108.77
26,5281.79,FeI,3.04,81.96
27,5302.3,FeI,3.28,74.87
28,5307.36,FeI,1.61,56.19
29,5322.04,FeI,2.28,25.76
30,5569.62,FeI,3.42,82.65
31,5586.76,FeI,3.37,107.36
32,5618.63,FeI,4.21,11.87
33,5624.54,FeI,3.42,69.8
34,5662.52,FeI,4.18,43.89
35,5701.55,FeI,2.56,45.2
36,5753.12,FeI,4.26,31.35
37,5775.08,FeI,4.22,17.05
38,5816.37,FeI,4.55,21.43
39,6082.71,FeI,2.22,8.84
40,6082.71,FeI,2.22,8.65
41,6137.69,FeI,2.59,83.38
42,6151.62,FeI,2.18,18.07
43,6165.36,FeI,4.14,9.69
44,6173.34,FeI,2.22,32.66
45,6200.31,FeI,2.61,33.95
46,6219.28,FeI,2.2,56.35
47,6230.72,FeI,2.56,92.76
48,6246.32,FeI,3.6,61.85
49,6252.56,FeI,2.4,79.7
50,6265.13,FeI,2.18,52.33
51,6297.79,FeI,2.22,40.17
52,6301.5,FeI,3.65,62.89
53,6322.69,FeI,2.59,35.87
54,6335.33,FeI,2.2,64.52
55,6344.15,FeI,2.43,22.18
56,6355.03,FeI,2.84,27.48
57,6358.7,FeI,0.86,36.89
58,6393.6,FeI,2.43,86.11
59,6411.65,FeI,3.65,70.27
60,6421.35,FeI,2.28,72.01
61,6430.85,FeI,2.18,75.87
62,6481.87,FeI,2.28,26.81
63,6498.94,FeI,0.96,17.66
64,6592.91,FeI,2.73,71.58
65,6593.87,FeI,2.43,46.44
66,6609.11,FeI,2.56,25.97
67,6677.99,FeI,2.69,81.98
68,6750.15,FeI,2.42,37.1
69,4491.405,FeII,2.86,44.09
70,4508.288,FeII,2.86,59.22
71,4576.34,FeII,2.84,36.44
72,4582.835,FeII,2.84,26.02
73,4923.927,FeII,2.89,101.91
74,4993.358,FeII,2.81,14.22
75,5197.577,FeII,3.23,51.09
76,5234.625,FeII,3.22,55.47
77,5325.553,FeII,3.22,15.44
78,5534.847,FeII,3.25,29.05
79,6084.111,FeII,3.2,4.38
80,6149.258,FeII,3.89,11.57
81,6238.392,FeII,3.89,14.8
82,6247.557,FeII,3.89,21.8
83,6416.919,FeII,3.89,11.85
84,6432.68,FeII,2.89,16.18
85,6516.08,FeII,2.89,23.33
