,obs_wavelength,element,obs_ep,obs_ew
0,4447.72,FeI,2.22,111.88
1,4602.0,FeI,1.61,67.51
2,4602.94,FeI,1.48,108.65
3,4788.76,FeI,3.24,41.98
4,4871.32,FeI,2.87,122.18
5,4890.76,FeI,2.88,125.53
6,4891.49,FeI,2.85,130.98
7,4903.31,FeI,2.88,102.06
8,4924.77,FeI,2.28,78.11
9,4966.09,FeI,3.33,81.71
10,4994.13,FeI,0.92,106.83
11,5014.94,FeI,3.94,70.45
12,5044.21,FeI,2.85,49.04
13,5049.82,FeI,2.28,111.01
14,5068.77,FeI,2.94,90.44
15,5083.34,FeI,0.96,111.84
16,5150.84,FeI,0.99,109.04
17,5166.28,FeI,0.0,114.3
18,5171.6,FeI,1.48,131.08
19,5187.91,FeI,4.14,18.59
20,5198.71,FeI,2.22,85.12
21,5225.53,FeI,0.11,84.48
22,5253.46,FeI,3.28,45.16
23,5263.31,FeI,3.27,73.29
24,5266.56,FeI,3.0,111.21
25,5281.79,FeI,3.04,95.58
26,5307.36,FeI,1.61,80.48
27,5322.04,FeI,2.28,42.56
28,5324.18,FeI,3.21,118.17
29,5339.93,FeI,3.27,89.95
30,5367.47,FeI,4.42,73.96
31,5383.37,FeI,4.31,88.61
32,5405.77,FeI,0.99,158.04
33,5415.2,FeI,4.39,84.47
34,5434.52,FeI,1.01,147.47
35,5569.62,FeI,3.42,92.77
36,5586.76,FeI,3.37,111.12
37,5618.63,FeI,4.21,15.23
38,5624.54,FeI,3.42,80.09
39,5662.52,FeI,4.18,50.41
40,5686.53,FeI,4.55,25.63
41,5701.55,FeI,2.56,63.55
42,5753.12,FeI,4.26,35.25
43,5816.37,FeI,4.55,24.41
44,6027.05,FeI,4.08,27.57
45,6065.48,FeI,2.61,94.79
46,6082.71,FeI,2.22,17.87
47,6137.69,FeI,2.59,95.19
48,6151.62,FeI,2.18,32.89
49,6173.34,FeI,2.22,52.48
50,6200.31,FeI,2.61,52.21
51,6219.28,FeI,2.2,77.1
52,6230.72,FeI,2.56,114.04
53,6246.32,FeI,3.6,70.42
54,6252.56,FeI,2.4,101.31
55,6265.13,FeI,2.18,75.89
56,6301.5,FeI,3.65,70.94
57,6322.69,FeI,2.59,55.15
58,6335.33,FeI,2.2,86.91
59,6344.15,FeI,2.43,39.15
60,6355.03,FeI,2.84,44.26
61,6358.7,FeI,0.86,67.31
62,6393.6,FeI,2.43,106.1
63,6411.65,FeI,3.65,77.98
64,6421.35,FeI,2.28,94.65
65,6430.85,FeI,2.18,99.76
66,6481.87,FeI,2.28,46.97
67,6494.98,FeI,2.4,116.83
68,6498.94,FeI,0.96,39.76
69,6592.91,FeI,2.73,88.23
70,6593.87,FeI,2.43,68.49
71,6609.11,FeI,2.56,41.37
72,6677.99,FeI,2.69,100.84
73,6750.15,FeI,2.42,59.08
74,4491.405,FeII,2.86,64.43
75,4576.34,FeII,2.84,57.65
76,4582.835,FeII,2.84,42.6
77,4923.927,FeII,2.89,126.85
78,5234.625,FeII,3.22,73.48
79,5325.553,FeII,3.22,27.88
80,5425.257,FeII,3.2,27.83
81,5534.847,FeII,3.25,45.34
82,6238.392,FeII,3.89,22.8
83,6247.557,FeII,3.89,33.01
84,6432.68,FeII,2.89,28.87
85,6516.08,FeII,2.89,41.95
