,obs_wavelength,element,obs_ep,obs_ew
0,4602.0,FeI,1.61,52.09
1,4788.76,FeI,3.24,38.57
2,4924.77,FeI,2.28,67.2
3,4962.57,FeI,4.18,21.76
4,4994.13,FeI,0.92,86.83
5,5044.21,FeI,2.85,50.59
6,5127.36,FeI,0.92,79.4
7,5225.53,FeI,0.11,54.93
8,5253.46,FeI,3.28,46.78
9,5307.36,FeI,1.61,65.69
10,5321.11,FeI,4.43,14.39
11,5322.04,FeI,2.28,36.34
12,5501.47,FeI,0.96,93.3
13,5506.78,FeI,0.99,101.25
14,5618.63,FeI,4.21,19.31
15,5662.52,FeI,4.18,57.8
16,5701.55,FeI,2.56,57.58
17,5753.12,FeI,4.26,45.86
18,5775.08,FeI,4.22,26.33
19,6151.62,FeI,2.18,26.51
20,6165.36,FeI,4.14,16.49
21,6173.34,FeI,2.22,42.62
22,6200.31,FeI,2.61,46.62
23,6219.28,FeI,2.2,66.02
24,6246.32,FeI,3.6,83.67
25,6252.56,FeI,2.4,92.67
26,6265.13,FeI,2.18,62.42
27,6297.79,FeI,2.22,48.53
28,6322.69,FeI,2.59,48.53
29,6335.33,FeI,2.2,74.34
30,6344.15,FeI,2.43,32.65
31,6355.03,FeI,2.84,40.9
32,6358.7,FeI,0.86,50.41
33,6393.6,FeI,2.43,102.22
34,6430.85,FeI,2.18,87.61
35,6481.87,FeI,2.28,39.0
36,6498.94,FeI,0.96,27.38
37,6592.91,FeI,2.73,82.48
38,6593.87,FeI,2.43,57.84
39,6609.11,FeI,2.56,38.46
40,6677.99,FeI,2.69,96.9
41,6750.15,FeI,2.42,49.23
42,4491.405,FeII,2.86,31.94
43,4508.288,FeII,2.86,44.7
44,4520.224,FeII,2.81,39.75
45,4923.927,FeII,2.89,88.15
46,5234.625,FeII,3.22,40.33
47,5264.812,FeII,3.23,10.64
48,5325.553,FeII,3.22,8.77
49,5534.847,FeII,3.25,18.46
50,6238.392,FeII,3.89,7.55
51,6247.557,FeII,3.89,13.62
52,6416.919,FeII,3.89,8.71
53,6432.68,FeII,2.89,7.6
54,6516.08,FeII,2.89,14.5
