,obs_wavelength,element,obs_ep,obs_ew
0,4114.44,FeI,2.83,54.83
1,4147.67,FeI,1.48,84.36
2,4602.0,FeI,1.61,36.22
3,4602.94,FeI,1.48,86.69
4,4647.43,FeI,2.95,47.5
5,4788.76,FeI,3.24,17.29
6,4924.77,FeI,2.28,47.37
7,4939.69,FeI,0.86,68.94
8,4966.09,FeI,3.33,64.35
9,4994.13,FeI,0.92,77.22
10,5044.21,FeI,2.85,24.13
11,5068.77,FeI,2.94,73.36
12,5127.36,FeI,0.92,68.68
13,5216.27,FeI,1.61,84.7
14,5217.39,FeI,3.21,54.72
15,5225.53,FeI,0.11,40.25
16,5253.46,FeI,3.28,22.37
17,5302.3,FeI,3.28,74.08
18,5307.36,FeI,1.61,45.5
19,5322.04,FeI,2.28,16.33
20,5332.9,FeI,1.56,54.09
21,5367.47,FeI,4.42,64.34
22,5410.91,FeI,4.47,56.9
23,5624.54,FeI,3.42,65.65
24,5662.52,FeI,4.18,28.37
25,5701.55,FeI,2.56,33.5
26,5753.12,FeI,4.26,17.74
27,5816.37,FeI,4.55,10.65
28,6027.05,FeI,4.08,12.0
29,6065.48,FeI,2.61,70.34
30,6151.62,FeI,2.18,9.74
31,6173.34,FeI,2.22,21.95
32,6200.31,FeI,2.61,22.72
33,6219.28,FeI,2.2,43.45
34,6246.32,FeI,3.6,54.12
35,6252.56,FeI,2.4,71.09
36,6265.13,FeI,2.18,42.78
37,6322.69,FeI,2.59,23.63
38,6335.33,FeI,2.2,57.94
39,6355.03,FeI,2.84,17.05
40,6358.7,FeI,0.86,26.99
41,6393.6,FeI,2.43,83.88
42,6421.35,FeI,2.28,64.79
43,6430.85,FeI,2.18,72.39
44,6481.87,FeI,2.28,17.52
45,6498.94,FeI,0.96,12.05
46,6592.91,FeI,2.73,64.87
47,6593.87,FeI,2.43,34.72
48,6609.11,FeI,2.56,17.31
49,6677.99,FeI,2.69,80.08
50,6750.15,FeI,2.42,26.87
51,4508.288,FeII,2.86,21.71
52,4520.224,FeII,2.81,15.19
53,4923.927,FeII,2.89,60.67
54,5234.625,FeII,3.22,16.09
