,obs_wavelength,element,obs_ep,obs_ew
0,4114.44,FeI,2.83,33.91
1,4132.9,FeI,2.84,47.12
2,4134.68,FeI,2.83,56.92
3,4147.67,FeI,1.48,56.86
4,4157.78,FeI,3.42,48.42
5,4184.89,FeI,2.83,46.96
6,4222.21,FeI,2.45,68.42
7,4238.81,FeI,3.4,56.88
8,4250.12,FeI,2.47,93.79
9,4282.4,FeI,2.18,75.92
10,4375.93,FeI,0.0,78.21
11,4388.41,FeI,3.6,30.44
12,4430.61,FeI,2.22,46.17
13,4447.72,FeI,2.22,62.43
14,4461.65,FeI,0.09,69.17
15,4489.74,FeI,0.12,37.91
16,4494.56,FeI,2.2,70.54
17,4602.0,FeI,1.61,12.36
18,4602.94,FeI,1.48,55.77
19,4647.43,FeI,2.95,29.26
20,4788.76,FeI,3.24,9.11
21,4800.65,FeI,4.14,5.43
22,4871.32,FeI,2.87,78.8
23,4872.14,FeI,2.88,68.23
24,4890.76,FeI,2.88,79.38
25,4891.49,FeI,2.85,95.48
26,4903.31,FeI,2.88,54.4
27,4918.99,FeI,2.87,84.18
28,4924.77,FeI,2.28,22.6
29,4938.81,FeI,2.88,45.09
30,4939.69,FeI,0.86,35.18
31,4966.09,FeI,3.33,38.11
32,4994.13,FeI,0.92,44.5
33,5014.94,FeI,3.94,36.62
34,5044.21,FeI,2.85,10.84
35,5049.82,FeI,2.28,61.75
36,5051.64,FeI,0.92,58.82
37,5068.77,FeI,2.94,44.01
38,5083.34,FeI,0.96,47.66
39,5127.36,FeI,0.92,35.91
40,5150.84,FeI,0.99,39.36
41,5151.91,FeI,1.01,29.07
42,5166.28,FeI,0.0,37.76
43,5187.91,FeI,4.14,4.1
44,5191.45,FeI,3.04,64.61
45,5192.34,FeI,3.0,72.49
46,5194.94,FeI,1.56,61.38
47,5198.71,FeI,2.22,28.63
48,5202.34,FeI,2.18,51.79
49,5216.27,FeI,1.61,56.35
50,5217.39,FeI,3.21,30.85
51,5225.53,FeI,0.11,11.9
52,5232.94,FeI,2.94,96.39
53,5247.05,FeI,0.09,8.08
54,5250.21,FeI,0.12,8.51
55,5263.31,FeI,3.27,36.26
56,5266.56,FeI,3.0,75.53
57,5281.79,FeI,3.04,50.68
58,5283.62,FeI,3.24,61.23
59,5302.3,FeI,3.28,42.27
60,5307.36,FeI,1.61,18.81
61,5322.04,FeI,2.28,6.08
62,5324.18,FeI,3.21,82.3
63,5332.9,FeI,1.56,24.85
64,5339.93,FeI,3.27,48.91
65,5569.62,FeI,3.42,49.95
66,5572.84,FeI,3.4,63.19
67,5586.76,FeI,3.37,72.26
68,5618.63,FeI,4.21,4.26
69,5624.54,FeI,3.42,37.57
70,5662.52,FeI,4.18,18.25
71,5686.53,FeI,4.55,9.21
72,5701.55,FeI,2.56,14.46
73,5753.12,FeI,4.26,11.68
74,5816.37,FeI,4.55,7.67
75,6027.05,FeI,4.08,7.2
76,6065.48,FeI,2.61,42.83
77,6137.69,FeI,2.59,49.91
78,6173.34,FeI,2.22,7.74
79,6191.56,FeI,2.43,51.76
80,6200.31,FeI,2.61,8.77
81,6219.28,FeI,2.2,20.49
82,6230.72,FeI,2.56,59.12
83,6246.32,FeI,3.6,28.84
84,6252.56,FeI,2.4,45.65
85,6265.13,FeI,2.18,17.37
86,6297.79,FeI,2.22,10.9
87,6301.5,FeI,3.65,29.68
88,6335.33,FeI,2.2,28.22
89,6355.03,FeI,2.84,6.95
90,6358.7,FeI,0.86,9.19
91,6393.6,FeI,2.43,51.25
92,6411.65,FeI,3.65,35.74
93,6421.35,FeI,2.28,36.29
94,6430.85,FeI,2.18,42.18
95,6481.87,FeI,2.28,6.77
96,6609.11,FeI,2.56,6.89
97,6677.99,FeI,2.69,47.38
98,6750.15,FeI,2.42,10.27
99,4178.862,FeII,2.58,40.5
100,4491.405,FeII,2.86,24.07
101,4508.288,FeII,2.86,40.07
102,4520.224,FeII,2.81,31.8
103,4576.34,FeII,2.84,17.1
104,4582.835,FeII,2.84,11.56
105,4923.927,FeII,2.89,83.57
106,4993.358,FeII,2.81,5.09
107,5197.577,FeII,3.23,32.42
108,5234.625,FeII,3.22,36.2
109,5325.553,FeII,3.22,5.93
110,5534.847,FeII,3.25,13.55
111,6247.557,FeII,3.89,10.74
112,6432.68,FeII,2.89,5.49
113,6516.08,FeII,2.89,10.85
