,obs_wavelength,element,obs_ep,obs_ew
0,4114.44,FeI,2.83,32.99
1,4132.9,FeI,2.84,47.81
2,4147.67,FeI,1.48,55.39
3,4157.78,FeI,3.42,47.21
4,4184.89,FeI,2.83,51.98
5,4187.04,FeI,2.45,84.04
6,4216.18,FeI,0.0,62.23
7,4233.6,FeI,2.48,77.73
8,4238.81,FeI,3.4,56.94
9,4250.12,FeI,2.47,90.69
10,4282.4,FeI,2.18,74.82
11,4375.93,FeI,0.0,75.35
12,4388.41,FeI,3.6,32.44
13,4430.61,FeI,2.22,44.07
14,4447.72,FeI,2.22,62.16
15,4461.65,FeI,0.09,65.63
16,4489.74,FeI,0.12,32.63
17,4494.56,FeI,2.2,70.46
18,4602.0,FeI,1.61,12.02
19,4602.94,FeI,1.48,52.79
20,4788.76,FeI,3.24,9.09
21,4871.32,FeI,2.87,73.92
22,4872.14,FeI,2.88,65.49
23,4890.76,FeI,2.88,76.6
24,4890.76,FeI,2.88,76.69
25,4891.49,FeI,2.85,90.2
26,4903.31,FeI,2.88,53.28
27,4918.99,FeI,2.87,81.58
28,4924.77,FeI,2.28,21.93
29,4938.81,FeI,2.88,43.58
30,4939.69,FeI,0.86,29.5
31,4966.09,FeI,3.33,36.95
32,4994.13,FeI,0.92,38.3
33,5014.94,FeI,3.94,37.16
34,5044.21,FeI,2.85,9.23
35,5049.82,FeI,2.28,59.83
36,5051.64,FeI,0.92,56.65
37,5068.77,FeI,2.94,41.77
38,5083.34,FeI,0.96,44.11
39,5127.36,FeI,0.92,29.94
40,5150.84,FeI,0.99,35.22
41,5151.91,FeI,1.01,24.88
42,5166.28,FeI,0.0,32.2
43,5171.6,FeI,1.48,74.09
44,5191.45,FeI,3.04,61.8
45,5192.34,FeI,3.0,67.74
46,5194.94,FeI,1.56,58.1
47,5198.71,FeI,2.22,27.19
48,5202.34,FeI,2.18,48.51
49,5216.27,FeI,1.61,51.35
50,5217.39,FeI,3.21,30.2
51,5225.53,FeI,0.11,9.28
52,5232.94,FeI,2.94,89.54
53,5263.31,FeI,3.27,37.1
54,5266.56,FeI,3.0,72.63
55,5302.3,FeI,3.28,41.8
56,5307.36,FeI,1.61,14.77
57,5322.04,FeI,2.28,5.32
58,5324.18,FeI,3.21,75.92
59,5501.47,FeI,0.96,42.96
60,5506.78,FeI,0.99,54.23
61,5569.62,FeI,3.42,46.69
62,5572.84,FeI,3.4,61.32
63,5586.76,FeI,3.37,65.51
64,5624.54,FeI,3.42,36.33
65,5662.52,FeI,4.18,19.9
66,6027.05,FeI,4.08,7.14
67,6137.69,FeI,2.59,46.96
68,6219.28,FeI,2.2,19.01
69,6230.72,FeI,2.56,57.69
70,6246.32,FeI,3.6,28.85
71,6252.56,FeI,2.4,41.43
72,6301.5,FeI,3.65,29.3
73,6335.33,FeI,2.2,26.62
74,6393.6,FeI,2.43,48.52
75,6411.65,FeI,3.65,35.41
76,6421.35,FeI,2.28,33.59
77,6430.85,FeI,2.18,39.24
78,6494.98,FeI,2.4,63.87
79,6592.91,FeI,2.73,35.0
80,6677.99,FeI,2.69,43.61
81,6750.15,FeI,2.42,10.15
82,4178.862,FeII,2.58,49.08
83,4491.405,FeII,2.86,31.23
84,4508.288,FeII,2.86,49.73
85,4520.224,FeII,2.81,39.67
86,4541.524,FeII,2.86,21.03
87,4576.34,FeII,2.84,25.52
88,4582.835,FeII,2.84,16.0
89,4923.927,FeII,2.89,92.41
90,5197.577,FeII,3.23,39.3
91,5234.625,FeII,3.22,43.84
92,5264.812,FeII,3.23,10.97
93,5276.002,FeII,3.2,52.19
94,5325.553,FeII,3.22,8.94
95,5534.847,FeII,3.25,18.84
96,6238.392,FeII,3.89,9.04
97,6247.557,FeII,3.89,15.15
98,6432.68,FeII,2.89,7.07
