,obs_wavelength,element,obs_ep,obs_ew
0,4114.44,FeI,2.83,65.75
1,4447.72,FeI,2.22,107.29
2,4494.56,FeI,2.2,116.01
3,4602.0,FeI,1.61,58.35
4,4602.94,FeI,1.48,107.69
5,4647.43,FeI,2.95,66.86
6,4788.76,FeI,3.24,27.14
7,4871.32,FeI,2.87,107.94
8,4890.76,FeI,2.88,115.76
9,4891.49,FeI,2.85,124.22
10,4903.31,FeI,2.88,93.33
11,4924.77,FeI,2.28,69.89
12,4939.69,FeI,0.86,100.83
13,4966.09,FeI,3.33,72.32
14,4994.13,FeI,0.92,106.03
15,5014.94,FeI,3.94,58.16
16,5049.82,FeI,2.28,107.36
17,5068.77,FeI,2.94,79.63
18,5083.34,FeI,0.96,111.37
19,5150.84,FeI,0.99,106.17
20,5166.28,FeI,0.0,117.09
21,5171.6,FeI,1.48,131.32
22,5216.27,FeI,1.61,110.07
23,5217.39,FeI,3.21,63.7
24,5225.53,FeI,0.11,82.61
25,5232.94,FeI,2.94,125.42
26,5253.46,FeI,3.28,31.64
27,5263.31,FeI,3.27,67.78
28,5266.56,FeI,3.0,110.47
29,5281.79,FeI,3.04,87.87
30,5302.3,FeI,3.28,74.49
31,5307.36,FeI,1.61,76.57
32,5322.04,FeI,2.28,31.63
33,5324.18,FeI,3.21,110.56
34,5332.9,FeI,1.56,82.07
35,5339.93,FeI,3.27,82.97
36,5364.87,FeI,4.45,54.37
37,5367.47,FeI,4.42,61.43
38,5369.96,FeI,4.37,64.99
39,5371.49,FeI,0.96,174.65
40,5383.37,FeI,4.31,70.15
41,5405.77,FeI,0.99,158.9
42,5410.91,FeI,4.47,53.58
43,5415.2,FeI,4.39,71.87
44,5569.62,FeI,3.42,78.96
45,5572.84,FeI,3.4,91.17
46,5586.76,FeI,3.37,102.23
47,5624.54,FeI,3.42,68.84
48,5662.52,FeI,4.18,33.26
49,5686.53,FeI,4.55,14.32
50,5701.55,FeI,2.56,52.01
51,5816.37,FeI,4.55,11.91
52,6027.05,FeI,4.08,16.6
53,6065.48,FeI,2.61,88.27
54,6151.62,FeI,2.18,22.36
55,6173.34,FeI,2.22,48.95
56,6219.28,FeI,2.2,69.84
57,6230.72,FeI,2.56,106.7
58,6246.32,FeI,3.6,59.43
59,6252.56,FeI,2.4,95.25
60,6265.13,FeI,2.18,65.9
61,6297.79,FeI,2.22,49.54
62,6301.5,FeI,3.65,57.64
63,6322.69,FeI,2.59,40.35
64,6335.33,FeI,2.2,81.17
65,6344.15,FeI,2.43,28.31
66,6355.03,FeI,2.84,29.12
67,6358.7,FeI,0.86,57.24
68,6393.6,FeI,2.43,100.19
69,6411.65,FeI,3.65,64.57
70,6421.35,FeI,2.28,89.59
71,6430.85,FeI,2.18,96.36
72,6481.87,FeI,2.28,35.35
73,6494.98,FeI,2.4,114.94
74,6498.94,FeI,0.96,32.2
75,6592.91,FeI,2.73,81.75
76,6593.87,FeI,2.43,56.67
77,6609.11,FeI,2.56,30.89
78,6677.99,FeI,2.69,93.28
79,6750.15,FeI,2.42,46.13
80,4491.405,FeII,2.86,59.87
81,4508.288,FeII,2.86,75.85
82,4576.34,FeII,2.84,49.64
83,4923.927,FeII,2.89,125.23
84,5234.625,FeII,3.22,67.99
85,5264.812,FeII,3.23,24.23
86,5325.553,FeII,3.22,20.98
87,5414.073,FeII,3.22,11.32
88,5425.257,FeII,3.2,21.49
89,5534.847,FeII,3.25,39.17
90,6238.392,FeII,3.89,16.11
91,6247.557,FeII,3.89,26.83
92,6432.68,FeII,2.89,21.04
93,6516.08,FeII,2.89,36.04
