,obs_wavelength,element,obs_ep,obs_ew
0,4114.44,FeI,2.83,56.9
1,4184.89,FeI,2.83,69.79
2,4447.72,FeI,2.22,95.89
3,4602.0,FeI,1.61,38.06
4,4602.94,FeI,1.48,81.86
5,4647.43,FeI,2.95,50.19
6,4788.76,FeI,3.24,22.35
7,4966.09,FeI,3.33,68.76
8,4994.13,FeI,0.92,74.33
9,5014.94,FeI,3.94,62.2
10,5044.21,FeI,2.85,26.64
11,5051.64,FeI,0.92,89.24
12,5068.77,FeI,2.94,75.64
13,5083.34,FeI,0.96,76.12
14,5150.84,FeI,0.99,69.75
15,5198.71,FeI,2.22,60.13
16,5216.27,FeI,1.61,82.29
17,5217.39,FeI,3.21,60.72
18,5225.53,FeI,0.11,40.83
19,5253.46,FeI,3.28,26.85
20,5263.31,FeI,3.27,68.33
21,5281.79,FeI,3.04,82.38
22,5302.3,FeI,3.28,79.57
23,5307.36,FeI,1.61,46.55
24,5322.04,FeI,2.28,19.12
25,5506.78,FeI,0.99,86.64
26,5569.62,FeI,3.42,88.46
27,5624.54,FeI,3.42,70.85
28,5662.52,FeI,4.18,35.71
29,5753.12,FeI,4.26,23.35
30,5775.08,FeI,4.22,11.93
31,6027.05,FeI,4.08,16.7
32,6065.48,FeI,2.61,71.7
33,6137.69,FeI,2.59,81.62
34,6151.62,FeI,2.18,11.69
35,6173.34,FeI,2.22,25.96
36,6191.56,FeI,2.43,80.06
37,6200.31,FeI,2.61,26.79
38,6230.72,FeI,2.56,91.47
39,6246.32,FeI,3.6,58.57
40,6252.56,FeI,2.4,72.87
41,6265.13,FeI,2.18,43.77
42,6297.79,FeI,2.22,32.33
43,6301.5,FeI,3.65,59.57
44,6322.69,FeI,2.59,26.9
45,6335.33,FeI,2.2,58.13
46,6344.15,FeI,2.43,16.7
47,6355.03,FeI,2.84,20.03
48,6358.7,FeI,0.86,27.99
49,6393.6,FeI,2.43,82.16
50,6421.35,FeI,2.28,66.54
51,6430.85,FeI,2.18,73.92
52,6481.87,FeI,2.28,20.64
53,6494.98,FeI,2.4,99.16
54,6592.91,FeI,2.73,68.23
55,6593.87,FeI,2.43,38.86
56,6609.11,FeI,2.56,19.85
57,6677.99,FeI,2.69,79.8
58,6750.15,FeI,2.42,29.42
59,4508.288,FeII,2.86,33.96
60,4576.34,FeII,2.84,14.07
61,4923.927,FeII,2.89,71.26
62,5234.625,FeII,3.22,27.2
63,6432.68,FeII,2.89,4.55
