,obs_wavelength,element,obs_ep,obs_ew
0,4602.0,FeI,1.61,94.17
1,4903.31,FeI,2.88,145.17
2,5187.91,FeI,4.14,56.19
3,5198.71,FeI,2.22,118.91
4,5253.46,FeI,3.28,81.01
5,5307.36,FeI,1.61,114.29
6,5322.04,FeI,2.28,79.15
7,5569.62,FeI,3.42,130.8
8,5586.76,FeI,3.37,156.44
9,5618.63,FeI,4.21,48.36
10,5701.55,FeI,2.56,95.96
11,5775.08,FeI,4.22,57.64
12,6151.62,FeI,2.18,67.81
13,6165.36,FeI,4.14,42.69
14,6173.34,FeI,2.22,88.44
15,6200.31,FeI,2.61,89.42
16,6219.28,FeI,2.2,111.13
17,6252.56,FeI,2.4,137.47
18,6265.13,FeI,2.18,107.36
19,6297.79,FeI,2.22,94.47
20,6301.5,FeI,3.65,108.98
21,6335.33,FeI,2.2,121.13
22,6358.7,FeI,0.86,108.81
23,6393.6,FeI,2.43,141.59
24,6411.65,FeI,3.65,116.52
25,6421.35,FeI,2.28,136.65
26,6430.85,FeI,2.18,134.73
27,6481.87,FeI,2.28,82.01
28,6593.87,FeI,2.43,103.9
29,6677.99,FeI,2.69,138.46
30,6750.15,FeI,2.42,94.74
31,6084.111,FeII,3.2,27.56
32,6149.258,FeII,3.89,41.09
33,6247.557,FeII,3.89,62.73
34,6416.919,FeII,3.89,44.45
35,6432.68,FeII,2.89,54.21
36,6516.08,FeII,2.89,72.51
